TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
CMS,23229,21061510,15JAN1976,26MAY1987,1
CMS,23229,12589610,18JUN1987,30DEC2016,1
CMVT,10942,20586240,15APR1993,04FEB2013,1
CMY,53401,20401510,15JAN1976,01DEC1996,1
CMY,53401,89371910,19DEC1996,26AUG1997,1
CMZ,22680,17217210,15JAN1976,05OCT1998,1
CMZ,22680,59870910,15OCT1998,15MAY2007,1
CMZ,22680,59870930,17MAY2007,23MAY2008,1
CMZ,,,19JUN2008,31DEC2009,6
CNC,86976,20846410,20NOV1986,08AUG2002,1
CNC,,,15AUG2002,17SEP2003,6
CNC,89841,20846488,18SEP2003,11MAY2010,1
CNC,89841,12621E10,20MAY2010,30DEC2016,1
CNF,41929,20923710,15JAN1976,28APR1997,1
CNF,41929,12612W10,15MAY1997,18APR2006,1
CNF,41929,20594410,20APR2006,29OCT2015,1
CNG,21821,20961510,15JAN1976,28JAN2000,1
CNS,67467,21014910,19DEC1985,15MAY2001,1
CNS,67467,08930210,17MAY2001,30DEC2016,1
CNT,,,15JAN1976,16MAY1979,6
CNT,47052,15133410,03MAY1982,08MAR1993,1
CNTE,89269,15135B10,14FEB2002,30DEC2016,1
CNWC,63108,12613710,21JUN1985,26OCT1989,1
CNX,86799,20854P10,17JUN1999,30DEC2016,1
CNXT,86496,20714210,04JAN1999,29JUN2008,1
CNXT,86496,20714230,17JUL2008,18APR2011,1
CO,11156,16549610,15JAN1976,31OCT1980,1
COBA,86845,20051910,15FEB1990,28MAR2008,1
COE,24707,20681310,15DEC1977,27MAR1984,1
COE2,77688,20681410,14JAN1993,15SEP2003,1
COE2,,,16OCT2003,15MAY2004,6
COF,81055,14040H10,16FEB1995,30DEC2016,1
COFI,10725,16090310,16JUN1988,31AUG2004,1
COG1,76082,12709710,20DEC1990,30DEC2016,1
COH2,88661,18975410,16NOV2000,30DEC2016,1
COLS,89014,77434110,19JUL2001,30DEC2016,1
COMB,24986,20016510,15JAN1976,30MAY1980,1
COMS,76129,88553510,21MAR1984,09APR2010,1
CONO,86368,20825130,19NOV1998,18AUG1999,1
CONO,87029,20825140,19AUG1999,07OCT2001,1
CONO,87029,20825150,18OCT2001,30AUG2002,1
COT,11332,19686410,15JAN1976,15OCT1986,1
COT,11332,19686470,20OCT1986,10JUN1988,1
COT3,77473,19687910,14MAY1992,12JUL1999,1
COTY,13983,22207020,18JUL2013,30DEC2016,1
COV,92156,G2552X10,02JUL2007,04JUN2009,1
COV,92156,G2554F10,18JUN2009,20MAR2011,1
COV,92156,G2554F11,14APR2011,26JAN2015,1
COX,40854,22404310,01SEP1982,30AUG1985,1
CP,89125,13645T10,17JUL2003,30DEC2016,1
CPB,25320,13442910,15JAN1976,30DEC2016,1
CPC,10989,12614910,15JAN1976,01JAN1998,1
CPC,10989,08658U10,15JAN1998,04OCT2000,1
CPG1,81770,12589620,15FEB1996,22OCT1999,1
CPGX,15404,19828010,02JUL2015,30JUN2016,1
CPH,53081,14018610,15JAN1976,12MAY1994,1
CPH,53081,74406110,19MAY1994,10JUN1997,1
CPH,85073,74406A10,19JUN1997,30SEP2005,1
CPL,23114,14414110,15JAN1976,19JUN2000,1
CPL,23114,12614C10,20JUL2000,10DEC2000,1
CPL,23114,74326310,14DEC2000,02JUL2012,1
CPS,19297,19827910,16JUN1977,21JUN1982,1
CPWR,78139,20563810,14JAN1993,15DEC2014,1
CR,20204,22439910,16MAR1978,30DEC2016,1
CRCH,23393,17134010,15JUN1978,30DEC2016,1
CRF,27342,21721010,15JAN1976,01JUL1981,1
CRFS,,,18JUN2009,19AUG2009,6
CRFS,92988,14170T10,01SEP2009,16MAR2015,1
CRMN,90215,79466L30,23JUN2004,30DEC2016,1
CRMN,,,20APR2017,,6
CRON,81857,21664010,20JUL1995,07MAY2006,1
CRON,81857,13342B10,18MAY2006,01APR2016,1
CRR,71765,20986410,26MAR1987,30JUN1993,1
CRR,71765,20836810,15JUL1993,02JUN1997,1
CS,75625,12692010,31MAY1989,05AUG2001,1
CS,75625,29363710,16AUG2001,30OCT2005,1
CS,75625,29363740,17NOV2005,01MAR2006,1
CSC,40125,20536310,17JUN1976,30DEC2016,1
CSC,,,20APR2017,,6
CSCO,76076,17275R10,19APR1990,30DEC2016,1
CSE2,80678,14743R10,18AUG1994,12NOV1999,1
CSFN,27263,21869510,02MAY1983,27APR1998,1
CSGA,23705,17312410,31DEC1980,31AUG1990,1
CSGA,76285,12467H10,20SEP1990,31DEC1991,1
CSP,18999,20027310,15JAN1976,30JAN1990,1
CSPK,78877,16516710,18MAR1993,30DEC2016,1
CSR,23851,15235710,15JAN1976,15JUN2000,1
CSRAW,15797,12650T10,17DEC2015,30DEC2016,1
CSX,62148,12640810,15JAN1981,30DEC2016,1
CSY,27158,15517710,15JAN1976,09MAY1985,1
CTAS,23660,17290810,15DEC1983,30DEC2016,1
CTB,27430,21683110,15JAN1976,30DEC2016,1
CTC,39335,21209310,15JAN1976,01MAY1986,1
CTC,39335,21090210,15MAY1986,13MAR1991,1
CTCO,27749,22743010,09FEB1979,31OCT1991,1
CTL,60599,15668610,19DEC1985,09MAY1999,1
CTL,60599,15670010,20MAY1999,30DEC2016,1
CTSH,86158,19244610,20AUG1998,30DEC2016,1
CTX,53831,15231210,15JAN1976,18AUG2009,1
CTXS,82686,17737610,18JAN1996,30DEC2016,1
CUC,12044,22989010,14JUL1977,08AUG1997,1
CUCD,25487,20423510,15MAR1984,16JUN1987,1
CUCD,25487,12654510,16JUL1987,17DEC1997,1
CUCD,25487,15131310,18DEC1997,04SEP2006,1
CUCD,25487,05377410,14SEP2006,30DEC2016,1
CUL,64207,23003210,14FEB1980,12SEP1989,1
CUM,41080,23102110,15JAN1976,30DEC2016,1
CVC,68857,12686C10,20NOV1986,21JUN2016,1
CVG,86305,21248510,17SEP1998,30DEC2016,1
CVN,60900,20557810,15JAN1976,04FEB1988,1
CVN2,77859,20557T10,17SEP1992,12JAN1998,1
CVTY,76619,22285310,20JUN1991,17MAR1999,1
CVTY,76619,22286210,01JUL1999,06MAY2013,1
CVX,23210,18610810,15JAN1976,29APR1986,1
CVX,69243,15188310,29MAY1986,07NOV1997,1
CW,18091,23156110,15JUN1978,30DEC2016,1
CWE,20853,20279510,15JAN1976,31AUG1994,1
CWE,20853,90491110,15SEP1994,20OCT2000,1
CXO,92239,20605P10,16AUG2007,30DEC2016,1
CYPM,87127,23281P10,15AUG1985,15NOV1993,1
CYPM,87127,23280910,18NOV1993,02DEC1999,1
CYR,62164,22522410,18MAY1978,28JUN1996,1
CZ,19027,15084310,15JAN1976,20FEB1987,1
CZT,84020,19244110,14NOV1996,22JUN1998,1
CZT,84020,44993410,16JUL1998,25FEB2010,1
D,19406,23742410,15JAN1976,16MAY1979,5
D,64936,25747010,02JUN1983,30JAN2000,1
D,64936,25746U10,17FEB2000,30DEC2016,1
DAL,26112,24736110,15JAN1976,12OCT2005,1
DAL,,,20OCT2005,16MAY2007,6
DAL,91926,24736170,17MAY2007,30DEC2016,1
DCHA,90805,25468Y10,21JUL2005,17SEP2008,1
DCHA,90805,25470F10,18SEP2008,30DEC2016,1
DCHA/1,90806,25468Y20,18AUG2005,17SEP2008,1
DCHA/1,90806,25470F20,18SEP2008,30DEC2016,1
DCHA/2,92778,25470F30,16OCT2008,30DEC2016,1
DCN,11607,23581110,15JAN1976,03MAR2006,1
DCN,,,16MAR2006,13FEB2008,6
DCN,92570,23582520,14FEB2008,30DEC2016,1
DD,11703,26353410,15JAN1976,30DEC2016,1
DDR,78927,25159110,19MAY1994,14SEP2011,1
DDR,78927,23317H10,15SEP2011,30DEC2016,1
DDS,49429,25406310,15JAN1976,19MAY1997,1
DDS,49429,25406710,19JUN1997,30DEC2016,1
DE,19350,24419910,15JAN1976,30DEC2016,1
DEC,43916,25384910,15JAN1976,11JUN1998,1
DELL,11081,24702510,18AUG1988,21JUL2003,1
DELL,11081,24702R10,14AUG2003,29OCT2013,1
DEN,42526,24870310,15JAN1976,25JAN1985,1
DEW,24002,24710910,16JUN1977,01MAR1998,1
DEW,24002,20682910,19MAR1998,01AUG2002,1
DFC,47386,25246810,15FEB1979,31AUG1982,1
DFSV,92121,25470910,02JUL2007,30DEC2016,1
DG,10559,04557310,15JAN1976,03OCT1986,1
DGN,57592,23768810,15JAN1976,12OCT1999,1
DGX,84373,74834L10,16JAN1997,30DEC2016,1
DH,49154,23975310,15JAN1976,30JAN2000,1
DH,49154,87612E10,17FEB2000,30DEC2016,1
DI,19254,26159710,15JAN1976,29SEP1998,1
DIA,24715,25274110,15JAN1976,30APR1987,1
DIA,24715,57773010,14MAY1987,08JUN1995,1
DIGI,30067,25390010,17MAR1983,22APR1985,1
DIGI,30067,23331110,16MAY1985,04SEP1998,1
DIS,26403,25468710,15JAN1976,30DEC2016,1
DISH,81696,27876210,16NOV1995,21JAN2008,1
DISH,81696,25470M10,14FEB2008,30DEC2016,1
DJ,58990,26056110,15JAN1976,13DEC2007,1
DKI,61970,23741010,18DEC1980,20NOV1986,1
DKI,61970,50090210,18DEC1986,07DEC1988,1
DLRN,90373,25386810,18NOV2004,30DEC2016,1
DLTR,81481,25674710,20APR1995,02MAR2008,1
DLTR,81481,25674610,20MAR2008,30DEC2016,1
DLX,61743,24801910,15JAN1976,30DEC2016,1
DMG,49680,23322110,01OCT1980,25SEP1984,1
DMG,49680,23585110,18OCT1984,30DEC2016,1
DML,25689,23577310,15SEP1977,24MAY1983,1
DNA,87031,36871040,19AUG1999,26MAR2009,1
DNB,48506,26483010,15JAN1976,18JUN1998,1
DNB,48506,26483B10,16JUL1998,02OCT2000,1
DNB,88590,26483E10,19OCT2000,30DEC2016,1
DNY,38682,25786710,15JAN1976,02OCT2016,1
DNY,38682,25786720,20OCT2016,30DEC2016,1
DO,82298,25271C10,16NOV1995,30DEC2016,1
DOC,22648,25612910,15JAN1976,28FEB1984,1
DOC,,,15MAR1984,31DEC1985,6
DOLR,30382,25666910,20OCT1977,06JUL2007,1
DOLR,93096,25667710,19NOV2009,30DEC2016,1
DOV,25953,26000310,15JAN1976,30DEC2016,1
DOW,20626,26054310,15JAN1976,30DEC2016,1
DOYL,30681,26123810,16MAY1978,01SEP1986,1
DOYL,30681,68191910,18SEP1986,30DEC2016,1
DPH,86591,24712610,18MAR1999,10OCT2005,1
DPH,,,20OCT2005,31DEC2010,6
DPL,22859,24001910,15JAN1976,21APR1986,1
DPL,22859,23329310,15MAY1986,25NOV2011,1
DPSG,92618,26138E10,15MAY2008,30DEC2016,1
DPT,59707,23810020,16SEP1976,21AUG1998,1
DPT,,,17SEP1998,14MAR2000,6
DQU,25072,26622810,15JAN1976,14JUN1989,1
DQU,25072,23329J10,10JUL1989,29SEP2003,1
DQU,25072,26623310,16OCT2003,31MAY2007,1
DR,13354,63565510,19AUG1976,03JAN1988,1
DR,13354,74763310,14JAN1988,30SEP1993,1
DRAM,53613,59511210,19JUL1984,30DEC2016,1
DRE,68902,26441120,14APR1988,15AUG1988,2
DRE,75341,26441140,31AUG1988,27SEP1993,1
DRE,75341,26441150,16DEC1993,30DEC2016,1
DRHI,77661,23331A10,16JUL1992,30DEC2016,1
DRI,81655,23719410,30MAY1995,30DEC2016,1
DTE,11674,25084710,15JAN1976,01JAN1996,1
DTE,11674,23333110,18JAN1996,30DEC2016,1
DUK,27959,26439910,15JAN1976,02APR2006,1
DUK,27959,26441C10,20APR2006,02JUL2012,1
DUK,27959,26441C20,19JUL2012,30DEC2016,1
DURI,30940,26684910,14OCT1976,28APR1997,1
DURI,30940,26660410,15MAY1997,22JUL1997,1
DURI,30940,34354P10,14AUG1997,30DEC2016,1
DVMT,16267,24703L10,15SEP2016,30DEC2016,1
DVMT,,,20APR2017,,6
DVN,75390,25179910,16NOV1989,17AUG1999,1
DVN,87137,25179M10,16SEP1999,30DEC2016,1
DVR1,76708,25189310,17OCT1991,30DEC2016,1
DWD,78946,24240V10,15APR1993,30MAY1997,1
DWD,69032,61744644,19JUN1997,30DEC2016,1
E,58472,89353210,14OCT1976,28APR1995,1
E,,,20JUN1996,07MAR2001,6
EAF,31659,29110110,15JAN1976,06APR1989,1
EAL,20976,27619110,15JAN1976,25NOV1986,1
EBY1,86356,27864210,15OCT1998,30DEC2016,1
EC,62834,29284510,16JUL1981,09JUN2006,1
ECAD,11403,27874010,10JUN1987,31MAY1988,1
ECAD,11403,12738710,16JUN1988,30DEC2016,1
ECH,31536,27874910,15JAN1976,09JUL1998,1
ECK,40141,27876410,15JAN1976,30APR1986,1
ECK,79541,27876310,16DEC1993,27FEB1997,1
ECO,65568,27875110,11OCT1983,31JAN2003,1
ECON,70578,27902910,15JAN1976,30NOV1986,1
ECON,70578,27886510,18DEC1986,30DEC2016,1
ED,11404,20911110,15JAN1976,01JAN1998,1
ED,11404,20911510,15JAN1998,30DEC2016,1
EDS,52070,28565910,15JAN1976,18OCT1984,1
EFU,26075,27646110,15JAN1976,30APR1989,1
EFU,26075,27637F10,18MAY1989,08NOV2000,1
EFX,52476,29442910,20JUL1978,30DEC2016,1
EGG,42200,26845710,15JAN1976,25OCT1999,1
EGG,42200,71404610,18NOV1999,30DEC2016,1
EGRP,83862,26924610,19SEP1996,01JUN2010,1
EGRP,83862,26924640,17JUN2010,30DEC2016,1
EK,11754,27746110,15JAN1976,18JAN2012,1
EK,,,16FEB2012,13MAY2015,6
EK,14276,27746140,14MAY2015,30DEC2016,1
EL,82642,51843910,14DEC1995,30DEC2016,1
ELG,20239,28336210,14OCT1976,13DEC1983,1
ELG,,,15MAR1984,31DEC1984,6
EMCS,10147,26864810,17SEP1987,06SEP2016,1
EMN,80080,27743210,20JAN1994,30DEC2016,1
EMR,22103,29101110,15JAN1976,30DEC2016,1
ENDP,88436,29264F20,17AUG2000,02MAR2014,1
ENDP,88436,G3040110,20MAR2014,30DEC2016,1
ENGY,32791,29274010,17MAR1988,06MAY1997,1
ENGY,32791,26893910,15MAY1997,27MAY1998,1
ENGY,32791,26926D10,18JUN1998,21SEP1998,1
ENGY,32791,94707410,15OCT1998,26JUN2002,1
ENGY,32791,G9508910,18JUL2002,25FEB2009,1
ENGY,32791,H2701310,19MAR2009,17JUN2014,1
ENGY,32791,G4883310,19JUN2014,30DEC2016,1
ENS,25056,29356710,14OCT1976,05AUG1997,1
EOG,75825,29356210,16NOV1989,14SEP1999,1
EOG,75825,26875P10,16SEP1999,30DEC2016,1
EOP,85238,29474110,14AUG1997,09FEB2007,1
EPG,77481,28369587,16APR1992,09AUG1998,1
EPG,77481,28390510,20AUG1998,06FEB2001,1
EPG,77481,28336L10,15FEB2001,24MAY2012,1
EQC,91218,29078E10,18MAY2006,30JUN2009,1
EQIX,88519,29444U10,14SEP2000,30DEC2002,1
EQIX,89617,29444U50,20FEB2003,25JAN2015,1
EQIX,89617,29444U70,19FEB2015,30DEC2016,1
EQR,79547,29476L10,19MAY1994,30DEC2016,1
EQT,24328,29449710,20JUL1978,30SEP1984,1
EQT,24328,29454910,18OCT1984,08FEB2009,1
EQT,24328,26884L10,19FEB2009,30DEC2016,1
ERTS,75828,28551210,14DEC1989,30DEC2016,1
ESM,19713,29647010,15JAN1976,06AUG1984,1
ESRX,77668,30218210,20AUG1992,02APR2012,1
ESRX,77668,30219G10,19APR2012,30DEC2016,1
ESS,80681,29717810,16MAR1995,30DEC2016,1
ESY,43342,26915730,20APR1978,08MAY1995,1
EVY,17435,29920910,15JAN1976,15NOV1985,1
EW,87657,28176E10,18MAY2000,30DEC2016,1
EWSC,11936,81103910,20OCT1988,13NOV1996,1
EWSC,84176,81105420,19DEC1996,15JUL2008,1
EWSC,84176,81105440,17JUL2008,30DEC2016,1
EXPD,87717,30213010,14FEB1985,30DEC2016,1
EXPE,87388,30212510,16DEC1999,08AUG2003,1
EXPE,90808,30212P10,18AUG2005,20DEC2011,1
EXPE,90808,30212P30,19JAN2012,30DEC2016,1
EXRN,90305,30225T10,19AUG2004,30DEC2016,1
EY,42550,29765910,15JAN1976,30JUN2002,1
EY,42550,29765960,18JUL2002,20JUN2004,1
EY,42550,65158710,15JUL2004,30DEC2016,1
EYE,65541,21689510,18AUG1983,21JUN1987,1
EYE,65541,21664810,16JUL1987,21SEP1995,1
EYE,65541,21664840,19OCT1995,30DEC2016,1
F,25785,34537010,15JAN1976,02AUG2000,1
F,25785,34537086,17AUG2000,30DEC2016,1
FABC,35044,31846410,18NOV1976,01MAY1994,1
FABC,35044,75894010,19MAY1994,30JUN2004,1
FABC,35044,7591EP10,15JUL2004,30DEC2016,1
FALB,23683,30685510,17AUG1978,30SEP1984,1
FAST,11618,31190010,14JAN1988,30DEC2016,1
FBD,19879,31571110,15JAN1976,27JUN1978,1
FBG,31763,30280810,20JUL1978,23AUG1984,1
FBHS,12981,34964C10,20OCT2011,30DEC2016,1
FBK,,,19APR2012,16MAY2012,6
FBK,13407,30303M10,18MAY2012,30DEC2016,1
FBO,25371,31369310,16JUN1977,12MAR1996,1
FBS,66157,31927910,15JAN1976,03AUG1997,1
FBS,66157,90297310,14AUG1997,26FEB2001,1
FCF,27297,31944110,15JAN1976,05AUG1983,1
FCF,,,15MAR1984,31DEC1984,6
FCPTW,15719,35086T10,19NOV2015,30DEC2016,1
FCX,75294,35671D10,18AUG1988,18OCT1995,1
FCX,81774,35671D85,19OCT1995,30DEC2016,1
FD,77462,31410J10,19MAR1992,19DEC1994,1
FD,77462,31410H10,19JAN1995,31MAY2007,1
FD,77462,55616P10,14JUN2007,30DEC2016,1
FDC1,77546,31996310,18JUN1992,24SEP2007,1
FDO,53866,30700010,17NOV1977,06JUL2015,1
FDS,18550,31409910,15JAN1976,29JUL1988,1
FDX,60628,31330910,15NOV1979,11JAN1998,1
FDX,60628,31304N10,19FEB1998,20JAN2000,1
FDX,60628,31428X10,17FEB2000,30DEC2016,1
FEMK,92640,31354940,23APR2008,30DEC2016,1
FEMP,35554,32007610,20JAN1983,31MAY1998,1
FEMP,35554,55261F10,18JUN1998,30DEC2016,1
FFB,52505,32019410,19SEP1985,29FEB1988,1
FFB,52505,32019510,17MAR1988,29DEC1995,1
FFI,28177,31749510,20MAY1982,15JUL1983,1
FFI,67897,30518410,02AUG1985,20MAY1987,1
FFIV,86964,31561610,15JUL1999,30DEC2016,1
FG,50956,90329010,01OCT1981,24APR1998,1
FHP,54754,34746010,15JAN1976,24OCT1988,1
FHP,81487,34746110,18MAY1995,13AUG1997,1
FII,86102,31421110,16JUL1998,30DEC2016,1
FIN,29962,31742110,17AUG1978,08SEP1988,1
FIR,18569,31831510,15JAN1976,05MAY1988,1
FISV,10696,33773810,16OCT1986,30DEC2016,1
FITB,34746,31677310,20AUG1981,30DEC2016,1
FJQ,23552,31313510,15JAN1976,26MAR2002,1
FJQ,23552,31313550,16JAN2003,07NOV2006,1
FJQ,,,16NOV2006,31DEC2009,6
FLA,27748,34063910,20JUL1978,29MAY1984,1
FLA,27748,34063210,14JUN1984,26JUL2007,1
FLCN,81866,30591410,17AUG1995,31DEC1997,1
FLCN,46228,74912E10,15JAN1998,31JAN2001,1
FLE,46295,33909910,15JAN1976,02JAN2009,1
FLE,,,15JAN2009,30APR2011,6
FLIR,79265,30244510,15JUL1993,30DEC2016,1
FLM,47271,33913010,17NOV1977,01APR2003,1
FLM,,,17APR2003,31DEC2004,6
FLR,26382,34386110,15JAN1976,30NOV2000,1
FLR,26382,57620610,14DEC2000,01JUN2011,1
FLR1,88853,34341210,18JAN2001,30DEC2016,1
FLT,47159,33890210,15APR1982,03JAN1988,1
FLT,,,14JAN1988,13APR1988,6
FLT,47159,33901810,14APR1988,19APR1992,1
FLT,47159,33891510,14MAY1992,30SEP1999,1
FLT,47159,33901A10,14OCT1999,21NOV1999,1
FLT,47159,33903010,16DEC1999,31MAR2004,1
FMC,19166,30249110,15JAN1976,27MAY1986,1
FMC2,19166,30249130,28MAY1986,30DEC2016,1
FMIF,50403,30250110,19APR1984,12OCT1987,1
FMIF,50403,38990610,15OCT1987,17MAY1993,1
FMO,21338,31354910,15JAN1976,25APR2002,1
FMO,,,16MAY2002,18OCT2007,6
FNAC,36127,33556210,18AUG1983,11APR1989,1
FNAC,36127,85508310,20APR1989,19NOV1998,1
FNAC,36127,33763V10,17DEC1998,26FEB2001,1
FNAC,66157,90297330,15MAR2001,30DEC2016,1
FNB,53858,31945510,15JAN1976,30NOV1995,1
FNM,51043,31358610,15JAN1976,07JUL2010,1
FNM,,,15JUL2010,,6
FNS,52505,33574210,20JUL1978,30APR1985,1
FNS,,,19JUN1986,31DEC1986,6
FO,20167,33971110,15JAN1976,03JAN1980,1
FOSL,79089,34988210,20MAY1993,05JUN2013,1
FOSL,79089,34988V10,20JUN2013,30DEC2016,1
FPA,53903,33607210,15JAN1976,05MAR1990,1
FPC,,,15JAN1976,15JUL1981,6
FPC,22496,34110910,29MAR1982,30NOV2000,1
FPL,24205,34108110,15JAN1976,11DEC1984,1
FPL,24205,30257110,17JAN1985,02JUN2010,1
FPL,24205,65339F10,17JUN2010,30DEC2016,1
FRE,75789,31340030,10AUG1989,07JUL2010,1
FRM,58296,32089110,17JUN1976,23DEC1996,1
FRRI,37584,35461310,20MAR1986,30DEC2016,1
FRT,58413,31374720,16JUN1983,30DEC2016,1
FRX,45241,34583810,16JUL1981,30JUN2014,1
FS,46586,33802710,15JAN1976,27OCT1981,1
FSHG,11219,33803010,17SEP1987,24AUG1989,1
FSHG,77150,33803210,18FEB1993,21JAN1998,1
FSHG,77150,33803220,19FEB1998,09NOV2006,1
FSLN,90251,35687M10,19AUG2004,19JAN2005,1
FSLN,90435,35687M20,20JAN2005,01DEC2006,1
FSLR,91611,33643310,14DEC2006,30DEC2016,1
FT,11981,35671510,15JAN1976,07APR1981,1
FTEN,36397,33716210,15JAN1976,20APR2004,1
FTEN,36397,32051710,20MAY2004,30DEC2016,1
FTI1,89004,30249U10,19JUL2001,30DEC2016,1
FTL,71984,35941610,03MAR1987,04MAR1999,1
FTL,71984,G3682L10,18MAR1999,20APR2000,1
FTL,,,18MAY2000,12FEB2002,6
FTR,21522,35937010,15JAN1976,23DEC1986,1
FTR,71976,35936910,21JAN1987,16FEB1989,1
FTVWI,16087,34959J10,14JUL2016,30DEC2016,1
FTX,62877,35671410,14MAY1981,22OCT1995,1
FTX,62877,35671440,16NOV1995,22DEC1997,1
FUNC,36469,33735810,15JAN1976,03SEP2001,1
FUNC,36469,92990310,18OCT2001,31DEC2008,1
FWC,18112,35024410,15JAN1976,28MAY2001,1
FWC,18112,G3653510,14JUN2001,15DEC2004,1
FWC,18112,G3653513,03JUN2005,08FEB2009,1
FWC,18112,H2717810,19FEB2009,03DEC2014,1
G,19721,39802810,15JAN1976,14MAY1991,1
G,19721,25247010,16MAY1991,15AUG1996,1
G,83821,25247D10,19SEP1996,29MAR2004,1
GAF,41953,36142810,15JAN1976,29MAR1989,1
GAO,26120,36882010,15JAN1976,08MAR1983,1
GAP,26657,39006410,14OCT1976,10DEC2010,1
GAP,,,14JUL2011,28FEB2013,6
GART,10490,36664910,20NOV1986,08AUG1988,1
GART,79698,36665110,18NOV1993,30DEC2016,1
GAS,48274,65408610,14OCT1976,09DEC2011,1
GATE,79973,36783310,17FEB1994,31MAY1999,1
GATE,79973,36762610,17JUN1999,16OCT2007,1
GBLX,86326,G3921A10,17SEP1998,30JAN2002,1
GBLX,,,14FEB2002,18FEB2004,6
GBLX,90009,G3921A17,19FEB2004,03OCT2011,1
GCI,47941,36473010,15JAN1976,28JUN2015,1
GCI,47941,87901J10,16JUL2015,30DEC2016,1
GCN,40838,36935210,15JAN1976,14MAR1993,1
GCN,40838,41163G10,15APR1993,12JUL2001,1
GCO,21055,37153210,20JUL1978,30DEC2016,1
GD,12052,36955010,15JAN1976,30DEC2016,1
GDT,81126,40169810,16FEB1995,21APR2006,1
GDW,53479,38131710,14JUL1977,29SEP2006,1
GE,12060,36960410,15JAN1976,30DEC2016,1
GEB,25910,37371210,15JAN1976,25AUG1994,1
GENE,38280,36871010,15OCT1981,09SEP1990,1
GENE,,,20SEP1990,17OCT1990,6
GENE,38280,36871020,18OCT1990,25OCT1995,1
GENE,38280,36871030,16NOV1995,16JUN1999,1
GENZ,10324,37291710,18SEP1986,08APR2011,1
GET,19414,37428010,15JAN1976,17FEB1984,1
GET,,,15MAR1984,31DEC1985,6
GF,16109,36985610,15JAN1976,01NOV1985,1
GFS,32205,37447810,17JUN1982,30OCT1998,1
GH,19174,37006410,18JAN1979,06SEP1997,1
GHB,56864,42288410,15JAN1976,03MAR1988,1
GHC2,79041,36323310,18MAR1993,31AUG1993,1
GIC,77644,37012110,16JUL1992,23JUL1997,1
GIC,85256,37078710,14AUG1997,02NOV2001,1
GID,44505,37504610,15JAN1976,02AUG1982,1
GIDL,76070,37504810,14SEP1989,30SEP1997,1
GIL1,77274,37555810,19MAR1992,30DEC2016,1
GIS,17144,37033410,15JAN1976,30DEC2016,1
GK,16598,36176510,26APR1979,14MAY1981,1
GLD,22568,38349210,15JAN1976,01NOV1988,1
GLD1,80694,80217610,18AUG1994,05MAY1997,1
GLK,32379,39056810,15JAN1976,01JUL2005,1
GLM,45428,37935210,15JAN1976,15MAR1989,1
GLM,45428,37935240,17MAR1989,20NOV2001,1
GLR,42075,39878410,16MAR1978,18MAY1988,1
GLW,22293,21932710,15JAN1976,30APR1989,1
GLW,22293,21935010,18MAY1989,30DEC2016,1
GM,12079,37044210,15JAN1976,01JUN2009,1
GM,,,18JUN2009,31DEC2014,6
GM1,66931,37044240,18JUL1985,07JUN1996,1
GM1,83596,28566110,20JUN1996,25AUG2008,1
GM12,68451,37044250,31DEC1985,17DEC1997,1
GM12,68451,37044283,15JAN1998,22DEC2003,1
GM12,89954,44441810,15JAN2004,16MAR2004,1
GM12,89954,25459L10,18MAR2004,19NOV2009,1
GM12,89954,25490A10,17DEC2009,27AUG2012,1
GM12,89954,25490A30,20SEP2012,24JUL2015,1
GMCR,79588,39312210,14AUG1997,10MAR2014,1
GMCR,79588,49271M10,20MAR2014,02MAR2016,1
GME,89301,36466R10,14MAR2002,09OCT2005,1
GME,89301,36467W10,20OCT2005,30DEC2016,1
GNG,60441,38113610,19MAR1981,02JUN1991,1
GNG,60441,60462E10,20JUN1991,31MAY2000,1
GNM,12369,37045V10,18NOV2010,30DEC2016,1
GNN,25160,39109010,15JAN1976,26JUN1990,1
GNO,49920,37610910,15DEC1977,04FEB1982,1
GNP,79129,37002110,19MAY1994,09NOV2010,1
GNP,79129,37002310,18NOV2010,30DEC2016,1
GNP,,,16FEB2017,,6
GNT,67571,39350510,15DEC1983,30JUN1998,1
GNWD,90162,37247D10,17JUN2004,30DEC2016,1
GO,21768,40223710,18JAN1984,15JUN1984,1
GOOG,90319,38259P50,19AUG2004,04OCT2015,1
GOOG,90319,02079K30,15OCT2015,30DEC2016,1
GOOG/1,14542,38259P70,18SEP2014,04OCT2015,1
GOOG/1,14542,02079K10,15OCT2015,30DEC2016,1
GOSH,90721,68822220,17APR1986,14JUL2005,1
GP,23915,37329810,15JAN1976,22DEC2005,1
GPC,46674,37246010,15JAN1976,30DEC2016,1
GPN,88873,37940X10,16AUG2001,30DEC2016,1
GPS,59010,36477410,18MAY1978,02JUN1985,1
GPS,59010,36476010,20JUN1985,30DEC2016,1
GPU,22541,37055010,15JAN1976,07AUG1996,1
GPU,22541,36225X10,15AUG1996,06NOV2001,1
GQ,21274,40018110,18NOV1976,15APR1994,1
GR,12140,38238810,15JAN1976,26JUL2012,1
GRA,25005,38388310,15JAN1976,27SEP1996,1
GRA,83988,38391110,17OCT1996,31MAR1998,1
GRA,85908,38388F10,16APR1998,30DEC2016,1
GRH,13143,55301210,02JUN1980,25APR1986,1
GRL,23253,37011810,15JAN1976,22AUG1990,1
