TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
GRMN,88837,G3726010,18JAN2001,27JUN2010,1
GRMN,88837,H2906T10,15JUL2010,30DEC2016,1
GRN,62252,37056310,03NOV1980,22DEC1998,1
GS,16424,37576610,15JAN1976,30SEP2005,1
GSG,86868,38141G10,20MAY1999,30DEC2016,1
GSI,25902,37085610,20JUL1978,31MAR1982,1
GSK,23800,36464010,20JUL1978,12AUG1980,1
GSX,12095,37083810,15JAN1976,06OCT1998,1
GT,16432,38255010,15JAN1976,30DEC2016,1
GTE,21004,36232010,02JUL1982,30JUN2000,1
GW,32475,40206410,15JAN1976,04JUN1989,1
GW,32475,69921610,15JUN1989,07JUL1994,1
GWF,27115,39144210,15JAN1976,01JUL1997,1
GWW,52695,38480210,15JAN1976,30DEC2016,1
HAL,23819,40621610,15JAN1976,30DEC2016,1
HANS,88031,41131010,19MAR1998,08JAN2012,1
HANS,88031,61174010,19JAN2012,14JUN2015,1
HANS,88031,61174X10,18JUN2015,30DEC2016,1
HAS,52978,41805610,17JAN1980,30DEC2016,1
HBAN,42906,44615010,15JAN1976,30DEC2016,1
HBI,91416,41034510,14SEP2006,30DEC2016,1
HBJ,27924,41163110,15JAN1976,25NOV1991,1
HBL,38324,42818210,15JAN1976,12OCT1982,1
HBOC,40484,40410010,17DEC1981,13JAN1999,1
HC,27879,42323610,20JUL1978,18MAR1996,1
HCA,51561,44106510,15JAN1976,16MAR1989,1
HCA1,77370,40412010,14MAY1992,10FEB1994,1
HCAZ,12622,40412C10,17MAR2011,30DEC2016,1
HCBC,87070,44368310,19AUG1999,30OCT2015,1
HCN,65947,42217310,20DEC1984,26JUN1985,1
HCN,65947,42217K10,18JUL1985,29SEP2015,1
HCN,65947,95040Q10,15OCT2015,30DEC2016,1
HCP,67598,42191510,17OCT1985,11SEP2007,1
HCP,67598,40414L10,20SEP2007,30DEC2016,1
HCR,77063,42193710,19DEC1991,27SEP1998,1
HCR,77063,40413410,15OCT1998,29SEP1999,1
HCR,77063,56405510,14OCT1999,21DEC2007,1
HD,66181,43707610,20MAY1982,30DEC2016,1
HDI,70033,41282210,19FEB1987,30DEC2016,1
HDL,39765,41025210,17AUG1978,24MAR2008,1
HDL,,,17APR2008,29JUL2009,6
HFS1,78788,44091210,18MAR1993,31AUG1995,1
HFS1,78788,40418110,14SEP1995,17DEC1997,1
HI,60185,44562810,19APR1978,02OCT1979,5
HI,20124,44181510,29JUN1981,28MAR2003,1
HIA,39669,43508110,15JAN1976,14MAY1985,1
HIA,39669,43507110,20JUN1985,07FEB1990,1
HIGW,82775,45068H10,18JAN1996,04MAY1997,1
HIGW,82775,41651510,15MAY1997,30DEC2016,1
HIII,75224,41308610,19MAR1987,30DEC2016,1
HIR,19940,93164310,02JAN1980,09APR1980,1
HLR,25873,42332910,15JAN1976,30AUG1983,1
HLR,,,15MAR1984,31DEC1984,6
HLT,23309,43284810,15JAN1976,24OCT2007,1
HLTT,14338,43300A10,19DEC2013,30DEC2016,1
HLTT,,,19JAN2017,,6
HLY,19887,43609210,20JUL1978,26APR1988,1
HLY,11874,45283510,19MAY1988,08FEB1999,1
HLY,11874,45309610,18FEB1999,13DEC2000,1
HLY,,,15MAR2001,13MAR2002,6
HLY,89715,45309620,16APR2003,21JUN2012,1
HM,12319,43761410,15JAN1976,14DEC2001,1
HMAI,69470,42192210,16OCT1986,01SEP1988,1
HMAI,76565,42193310,03JUN1992,24JAN2014,1
HMT1,46703,44107810,17MAR1994,29DEC1998,1
HMT1,46703,44107P10,14JAN1999,30DEC2016,1
HMX,22250,41711910,04MAY1983,25NOV2008,1
HMX,,,18DEC2008,15SEP2011,6
HNAT,41081,41665510,17JAN1980,28FEB1988,1
HNAT,41081,82048410,17MAR1988,30NOV1995,1
HNG,46391,44227210,15JAN1976,16JUL1985,1
HNS,43203,41034210,15JAN1976,29JAN1979,1
HNZ,23077,42307410,15JAN1976,07JUN2013,1
HOB,41478,43372810,15JAN1976,18MAR1981,1
HOI,55685,44228110,15JAN1976,23APR1981,1
HOLX,76095,43644010,19APR1990,30DEC2016,1
HON,18374,43850610,15JAN1976,01DEC1999,1
HOT,54690,44143820,26JUN1980,01FEB1995,1
HOT,54690,85590510,16FEB1995,19JUN1995,1
HOT,54690,85590520,15MAY1997,06JAN1999,1
HOT,54690,85590A20,14JAN1999,07APR2006,1
HOT,91207,85590A40,20APR2006,22SEP2016,1
HOU,21792,44216110,17JAN1977,07FEB1999,1
HOU,21792,75952J10,18FEB1999,30SEP2002,1
HOU,21792,15189T10,17OCT2002,30DEC2016,1
HP,32707,42345210,15JAN1976,30DEC2016,1
HPC,18016,42705610,15JAN1976,13NOV2008,1
HPEWI,15707,42824C10,19NOV2015,30DEC2016,1
HPH,32563,41334210,15JAN1976,16FEB1977,4
HPH,32563,41334510,31OCT1986,08DEC1999,1
HPH,,,16DEC1999,31OCT2003,6
HPLD,13103,G2782310,15DEC2011,30DEC2016,1
HR,12503,45957810,15JAN1976,19FEB1986,1
HR,12503,63890110,20MAR1986,30JUN1993,1
HR,12503,63934E10,15JUL1993,30DEC2016,1
HRB,49373,09367110,15JAN1976,30DEC2016,1
HRL,32870,44045210,20JUL1978,30DEC2016,1
HRS,25582,41387510,15JAN1976,30DEC2016,1
HSIC,82581,80640710,14DEC1995,30DEC2016,1
HSPI,90110,44106010,20MAY2004,02SEP2015,1
HSY,16600,42786610,14JUL1977,30DEC2016,1
HT,56485,44449210,15JAN1976,03APR1987,1
HUM,48653,44485910,15JAN1976,30DEC2016,1
HWIS,91388,75605E10,01AUG2006,09APR2007,1
HWP,27828,42823610,15JAN1976,01NOV2015,1
HWP,27828,40434L10,19NOV2015,30DEC2016,1
HYST,43132,44916810,15JAN1976,16FEB1984,1
I,46077,46564010,15JAN1976,16JUL1980,5
I,26550,32054810,02JUN1981,29MAR1996,1
IAD,12458,45747010,15JAN1976,30APR1986,1
IAD,12458,45747210,15MAY1986,25FEB1999,1
IAD,12458,78375P10,18MAR1999,18OCT2007,1
IBM,12490,45920010,15JAN1976,30DEC2016,1
IBP,75227,44922310,01OCT1987,28SEP2001,1
ICA,27000,45272210,15JAN1976,15MAY1990,1
ICEI,90993,45865V10,17NOV2005,12NOV2013,1
ICEI,90993,45866F10,14NOV2013,30DEC2016,1
ICX,38973,44926810,15JAN1976,30NOV1988,1
ICX,38973,96647K10,15DEC1988,20MAY1999,1
ICX,38973,96647R10,17JUN1999,23JAN2001,1
ICX,38973,71343P20,15FEB2001,26FEB2010,1
ID,48434,45165010,20JUL1978,17AUG1982,1
IDA,21928,45138010,15JAN1976,30SEP1998,1
IDA,21928,45110710,15OCT1998,30DEC2016,1
IDL,26286,45154210,15JAN1976,31DEC1989,1
IDPH,76841,44937010,19DEC1991,12NOV2003,1
IDPH,76841,09062X10,20NOV2003,30DEC2016,1
IDXX,76709,45168D10,15AUG1991,30DEC2016,1
IFC,56805,45891610,23NOV1981,05JUN1987,1
IFF,40272,45950610,15JAN1976,30DEC2016,1
IGAM,45277,45990210,19AUG1982,06APR2015,1
IGL,12511,45988410,15JAN1976,14JUN1990,1
IGL,12511,45245410,19JUL1990,15MAR1994,1
IGL,12511,56122610,14APR1994,16OCT1996,1
IGL,12511,56123210,17OCT1996,17OCT2000,1
IIN,12570,45091110,18JAN1996,31OCT2011,1
IIN,12570,45091120,17NOV2011,16MAY2016,1
IIN,12570,45073V10,19MAY2016,30DEC2016,1
IK,15747,45870210,15JAN1976,27JAN1999,1
ILMN,88446,45232710,14SEP2000,30DEC2016,1
IMNX,43610,45252710,17NOV1983,01JUN1993,1
IMNX,43610,45252810,15JUL1993,15JUL2002,1
IMS,14570,44970B10,15MAY2014,30SEP2016,1
IMSI,43298,44970010,15JAN1976,25MAY1988,1
IMTN,83143,46284P10,14MAR1996,01FEB2000,1
IMTN,83143,46284610,17FEB2000,20JAN2015,1
IMTN,83143,46284V10,19FEB2015,30DEC2016,1
IN,56098,45732630,19AUG1976,14NOV1978,1
INA,33056,44974410,15JAN1976,31MAR1982,1
INGR,44792,45868310,20AUG1981,29NOV2006,1
INI,23317,46057510,31MAR1980,09APR1986,1
INI,23317,29356110,17APR1986,11JAN2002,1
INI,,,17APR2003,15MAY2004,6
INTC,59328,45814010,15JAN1976,30DEC2016,1
INTU,78975,46120210,20MAY1993,30DEC2016,1
IP,21573,46014610,15JAN1976,30DEC2016,1
IPC,23720,45209210,15JAN1976,30MAY1994,1
IPC,23720,45231710,16JUN1994,01FEB2000,1
IPG,53065,46069010,15JAN1976,30DEC2016,1
IPI,79906,45337C10,15DEC1994,30DEC2016,1
IPL,21370,45543410,15JAN1976,20NOV1983,1
IPL,21370,46261310,19JAN1984,27MAR2001,1
IQ,16336,74836910,15JAN1976,13OCT1982,1
IR,12431,45686610,15JAN1976,01JAN2002,1
IR,12431,G4776G10,17JAN2002,30JUN2009,1
IR,12431,G4779110,16JUL2009,30DEC2016,1
ISCY,81910,46127D10,25AUG1995,09MAR1997,1
ISCY,81910,03734Q10,20MAR1997,08MAY1997,1
ISCY,81910,03235E10,15MAY1997,23MAY2007,1
ISCY,81910,46127U10,14JUN2007,03DEC2007,1
ISH,90992,45173410,17NOV2005,12JUL2016,1
ISRG,88352,46120E10,20JUL2000,30JUN2003,1
ISRG,88352,46120E60,17JUL2003,30DEC2016,1
ISS,18278,45850610,15JAN1976,26JUN1992,1
ISS,77855,45850710,16JUL1992,29FEB1996,1
ISS,77855,36092110,14MAR1996,28MAY2013,1
ISS,77855,36092120,20JUN2013,27AUG2013,1
ISS,,,19SEP2013,31DEC2015,6
ITC,22920,45718610,17AUG1978,31DEC1987,1
ITT,12570,46047010,15JAN1976,10MAY1983,1
ITT,12570,45067910,19JAN1984,19DEC1995,1
ITT,82776,45091210,18JAN1996,23FEB1998,1
ITW,56573,45230810,15JAN1976,30DEC2016,1
IVGN,86725,46185R10,15APR1999,23NOV2008,1
IVGN,86725,53217V10,18DEC2008,03FEB2014,1
IVZ,81910,G491BT10,20DEC2007,30DEC2016,1
JBHT,42877,44565810,15MAR1984,30DEC2016,1
JBIL,79094,46631310,20MAY1993,30DEC2016,1
JCI,42534,47836610,15JAN1976,02SEP2016,1
JCP,18403,70816010,15JAN1976,30DEC2016,1
JEC,52329,46981410,15JAN1976,30DEC2016,1
JERR,46544,47650210,15JAN1976,18MAY1990,1
JH,50905,41269310,15JAN1976,01MAY2007,1
JHF,87536,41014S10,17FEB2000,28APR2004,1
JNJ,22111,47816010,15JAN1976,30DEC2016,1
JNPR,86979,48203R10,19AUG1999,30DEC2016,1
JNY,76638,48007410,18JUL1991,17OCT2010,1
JNY,76638,48020T10,18NOV2010,08APR2014,1
JOL,27174,47989810,15JAN1976,18OCT1984,1
JOS,42104,48108810,15JAN1976,10MAY2000,1
JOY,21557,48119610,15JAN1976,24JUN1987,1
JOY1,77122,48120610,16JAN1992,30NOV1994,1
JOYG,89105,48116510,01AUG2001,30DEC2016,1
JP,48485,47507010,15JAN1976,31MAR2006,1
JPM,48071,61688010,15JAN1976,29DEC2000,1
JR,61583,47034910,15SEP1977,13AUG1997,1
JR,61583,34747110,14AUG1997,27NOV2000,1
JWAT,46288,46626510,20AUG1987,08OCT1993,1
JWAT,82694,29084Q10,28DEC1995,30DEC2016,1
JWC,40301,93316910,15JAN1976,07JAN1988,1
JWL,12626,47719610,15JAN1976,16NOV1984,1
K,26825,48783610,15JAN1976,30DEC2016,1
KB,33312,48617010,15JAN1976,07MAR1989,1
KB,33312,11123010,16MAR1989,01FEB1993,1
KB,33312,86693010,18FEB1993,31DEC1998,1
KBH,70092,48616810,18DEC1986,17JAN2001,1
KBH,70092,48666K10,18JAN2001,30DEC2016,1
KCC,28433,48304410,16DEC1976,03MAR1987,1
KEY,64995,49326310,27AUG1985,01MAR1994,1
KFM,25718,50102610,18MAY1978,29NOV1983,1
KFM,,,15MAR1984,31DEC1984,6
KFT,89006,50075N10,19JUL2001,01OCT2012,1
KFT,89006,60920710,18OCT2012,30DEC2016,1
KHC,15408,50075410,16JUL2015,30DEC2016,1
KIM,77129,49446R10,17DEC1992,30DEC2016,1
KIN1,86176,49558210,20AUG1998,28FEB2011,1
KING,89392,49566710,18APR1985,15NOV1999,1
KLAC,46886,48248010,18AUG1983,30DEC2016,1
KLU,24635,48300810,15JAN1976,03MAY1987,1
KLU,24635,48310210,14MAY1987,28OCT1988,1
KM,12749,48258410,18MAY1977,18DEC2002,1
KMB,17750,49436810,15JAN1976,30DEC2016,1
KMG,25769,49238610,15JAN1976,10AUG2006,1
KMI,12558,49456B10,17FEB2011,30DEC2016,1
KMRT,89757,49878010,19JUN2003,27MAR2005,1
KMRT,89757,81235010,14APR2005,30DEC2016,1
KMX,84577,17273730,20MAR1997,30SEP2002,1
KMX,89508,14313010,14NOV2002,30DEC2016,1
KN,12706,48931410,15JAN1976,03JUN1981,1
KNE,51596,48262010,25MAR1983,07OCT1999,1
KNE,51596,49455P10,14OCT1999,30MAY2007,1
KNY,27510,19116210,15JAN1976,27AUG1981,1
KO,11308,19121610,15JAN1976,30DEC2016,1
KO,,,19JAN2017,,6
KOP,22170,50060210,15JAN1976,14NOV1988,1
KORS,13142,G6075410,19JAN2012,30DEC2016,1
KR,16678,50104410,15JAN1976,30DEC2016,1
KRA9,12730,50075510,15JAN1976,25SEP1980,1
KRB,76557,55262L10,14MAR1991,30DEC2005,1
KRFT,13598,50076Q10,18OCT2012,02JUL2015,1
KRN,48960,49904010,15JAN1976,27JUN2006,1
KSS,77606,50025510,16JUL1992,30DEC2016,1
KSU,12650,48517010,15JUN1978,12JUL2000,1
KSU,12650,48517030,20JUL2000,30DEC2016,1
LALL,12345,N5374510,14OCT2010,30DEC2016,1
LCE,12888,54229010,15JAN1976,14APR1994,1
LCE,80775,54229040,16JUN1994,01OCT1999,1
LDG,53612,54316210,15JAN1976,30OCT2008,1
LDM1,12046,50730940,19JUL1984,17JAN1990,1
LDM1,76512,50730K20,10DEC1990,31JUL1997,1
LDM1,76512,50730K50,18SEP1997,21DEC2000,1
LDM1,,,18JAN2001,16JUL2003,6
LDM1,90045,50730R10,10FEB2004,28SEP2007,1
LEG,60943,52466010,15JAN1976,30DEC2016,1
LEHM,80599,52490810,16JUN1994,17SEP2008,1
LEHM,,,18SEP2008,30NOV2011,6
LEN,52708,52605710,20JUL1978,30DEC2016,1
LEN/1,,,16JUL1998,14MAY2003,6
LEN/1,89731,52605730,15MAY2003,20SEP2016,1
LG,12781,50558810,20APR1978,02OCT2001,1
LG,12781,50559710,18OCT2001,28APR2016,1
LG,12781,84857L10,19MAY2016,30DEC2016,1
LIL,24360,54267110,15JAN1976,31MAY1998,1
LINB,49606,53276310,15JAN1976,03OCT1995,1
LIT,26294,53802110,15DEC1977,30MAY2001,1
LIZC,49905,53932010,20MAY1982,14MAY2012,1
LIZC,49905,31664510,17MAY2012,25FEB2014,1
LIZC,49905,48586510,20MAR2014,30DEC2016,1
LK,21178,53982110,17MAR1977,15MAR1995,1
LK,21178,53983010,16MAR1995,30DEC2016,1
LKQX,89866,50188920,20NOV2003,30DEC2016,1
LKQX,,,20APR2017,,6
LKS,40053,54957710,15JAN1976,09JUN1988,1
LLC,45225,50200510,17MAR1980,10MAR1987,1
LLC,45225,91890510,19MAR1987,30DEC2016,1
LLL,86021,50242410,18JUN1998,30DEC2016,1
LLL,,,19JAN2017,,6
LLSI,48267,50216110,13MAY1983,06MAY2014,1
LLTC,10299,53567810,28MAY1986,30DEC2016,1
LLX,33814,54626810,15JAN1976,22OCT1997,1
LLY,50876,53245710,15JAN1976,30DEC2016,1
LLY,,,16MAR2017,,6
LM,65330,52490110,01AUG1983,30DEC2016,1
LNC,49015,53418710,15JAN1976,30DEC2016,1
LOF,18147,53000010,15JAN1976,31JUL1986,1
LOF,18147,89667810,14AUG1986,17APR1997,1
LOF,18147,00786910,15MAY1997,09APR1999,1
LOMK,50017,54150930,16SEP1993,25AUG1998,1
LOMK,50017,75281A10,17SEP1998,30DEC2016,1
LOR,33785,54385910,20OCT1977,29APR1996,1
LOTS,50156,54570010,15DEC1983,05JUL1995,1
LOW,61399,54866110,15JAN1976,30DEC2016,1
LPX,56223,54634710,15JAN1976,30DEC2016,1
LRCX,48486,51280710,14JUN1984,30DEC2016,1
LSO,28003,52446210,20JUL1978,13MAR1980,1
LST,22728,54777910,19JAN1978,08NOV1985,1
LSWY,80251,52207510,17NOV1994,25APR1995,1
LTC,43318,52206610,15JAN1976,25JUN1987,1
LTD,,,15JUN1978,18NOV1981,6
LTD,64282,53271610,04JUN1982,27MAR2013,1
LTD,64282,50179710,18APR2013,30DEC2016,1
LTR,26710,54042410,15DEC1978,30DEC2016,1
LTV,25507,50221010,17AUG1978,28JUN1993,1
LTV,79335,50192110,30JUL1993,28DEC2000,1
LTV,,,18JAN2001,16SEP2010,6
LU,83332,54946310,18APR1996,30NOV2006,1
LUB,64020,54928210,19JAN1981,30DEC2016,1
LUK,20415,52728810,28MAY1980,30DEC2016,1
LUV,58683,84474110,20OCT1977,30DEC2016,1
LVI,52564,52736410,17JUN1976,30AUG1985,1
LVLT,85991,52729N10,19NOV1998,19OCT2011,1
LVLT,85991,52729N30,20OCT2011,30DEC2016,1
LW,16431,51327210,17NOV2016,30DEC2016,1
LXK,82643,52977110,14DEC1995,28NOV2016,1
LY,26569,55089010,15JAN1976,05DEC1978,1
MA,13100,57777810,15JAN1976,29AUG2005,1
MAA,80183,59522J10,14JUL1994,30DEC2016,1
MAAA,91233,57636Q10,25MAY2006,30DEC2016,1
MACC,80399,55438210,19MAY1994,30DEC2016,1
MAI,34147,55261810,03APR1978,30JUN1995,1
MAN,16707,56502010,02NOV1981,28NOV1988,1
MAN,90100,56502030,15DEC1988,31MAR1996,1
MAN,90100,80818910,18APR1996,04MAY1997,1
MAN,90100,47812910,15MAY1997,27FEB2001,1
MANT,51263,56357110,15DEC1978,30DEC2016,1
MAS,34032,57459910,15JAN1976,30DEC2016,1
MAT,39538,57708110,16SEP1976,30DEC2016,1
MATS,85257,03110010,18SEP1997,30DEC2016,1
MB,43510,60175310,15JAN1976,07SEP1984,1
MBI,75175,55262C10,01JUL1987,30DEC2016,1
MCA,27086,55265310,15JAN1976,03JAN1991,1
MCAF,77976,57905710,19NOV1992,01DEC1997,1
MCAF,77976,64093810,18DEC1997,30JUN2004,1
MCAF,77976,57906410,15JUL2004,28FEB2011,1
MCAW,11626,57946810,21AUG1987,19SEP1994,1
MCCR,52090,57978020,15DEC1977,30DEC2016,1
MCCS,52258,58390510,17APR1986,17NOV1993,1
MCD,43449,58013510,15JAN1976,30DEC2016,1
MCHP,78987,59501710,20MAY1993,30DEC2016,1
MCIA,,,18MAR2004,19MAY2004,6
MCIA,90284,55269110,14JUL2004,06JAN2006,1
MCIC,50404,55267310,19OCT1978,14SEP1998,1
MCK,,,15SEP1977,14JUL1982,6
MCK,25646,58155610,27JUL1983,30NOV1994,1
MCK,81061,58155710,15DEC1994,12JAN1999,1
MCK,81061,58155Q10,14JAN1999,30DEC2016,1
MCL,62324,61578510,13NOV1980,26MAY2003,1
MCL,62324,61585710,19JUN2003,27FEB2004,1
MD,26729,58016910,15JAN1976,31JUL1997,1
MDC,34024,57405510,20MAY1982,31AUG1983,1
MDC,66245,55267610,25MAY1984,30DEC2016,1
MDO,49162,58022010,16MAR1978,30JAN1981,1
MDP,42796,58943310,20OCT1977,30DEC2016,1
MDR,,,15JAN1976,14JUL1982,6
MDR,64629,58003710,31DEC1982,30DEC2016,1
MDT,60097,58505510,15JAN1976,26JAN2015,1
MDT,60097,G5960L10,19FEB2015,30DEC2016,1
MDY,48506,61536910,19OCT2000,30DEC2016,1
MEA,19895,58283410,15JAN1976,29JAN2002,1
MEDI,76656,58469910,18JUL1991,18JUN2007,1
MEI,12933,55271010,18JAN1979,29MAY1986,1
MEI,12933,55271210,19JUN1986,22FEB1993,1
MEL,59379,58551810,17JUN1976,30SEP1984,1
MEL,59379,58550910,18OCT1984,19OCT1999,1
MEL,59379,58551A10,18NOV1999,29JUN2007,1
MER,52919,59018810,20JUL1978,31DEC2008,1
MERQ,79718,58940510,17FEB1994,03JAN2006,1
MERQ,,,19JAN2006,31DEC2010,6
MES,17005,58574510,14APR1976,20NOV1996,1
MES,17005,12665010,19DEC1996,30DEC2016,1
MET,28580,59169010,15JAN1976,21JUN1984,1
METL,87842,59156R10,18MAY2000,30DEC2016,1
MEYR,,,14JUL1977,15JUL1981,6
MEYR,76563,59309810,23OCT1986,09SEP1997,1
MEYR,76563,59290710,18SEP1997,27MAY1999,1
MF,18884,57234210,15JAN1976,11JUN1982,1
MFS,27756,62402910,15JAN1981,01OCT1984,1
MFS,,,15NOV1984,31DEC1987,6
MGII,90213,60935Y10,15JUL2004,14NOV2011,1
MGII,90213,60935Y20,17NOV2011,30DEC2016,1
MGM,61794,55301310,13APR1982,25MAR1986,1
MGMG,11891,55295310,19JUL1990,30DEC2016,1
MGR,20263,58062810,15JAN1976,02MAY1985,1
MHC,48223,56480910,15JAN1976,31DEC1991,1
MHP,17478,58064510,15JAN1976,27APR2016,1
MHP,17478,78409V10,19MAY2016,30DEC2016,1
MHS,46703,57163010,15JAN1976,11OCT1993,1
MHS,79764,57190010,18NOV1993,22MAR1998,1
MHS,79764,57190310,16APR1998,20MAY1998,1
MHS,85913,57190320,18JUN1998,30DEC2016,1
MHSI,89813,58405U10,18SEP2003,30MAR2012,1
MHT,13012,56287610,19AUG1976,07APR1988,1
MID,41443,59539010,15JAN1976,25OCT1983,1
MID,,,15MAR1984,31DEC1984,6
MII1,75647,61933110,20JUL1989,30APR1997,1
MII1,75647,61933510,15MAY1997,21JUN1999,1
MILI,54181,60107310,15JAN1976,14JUL2010,1
MJN,92890,58283910,19FEB2009,30DEC2016,1
MKC,47837,56971310,15JAN1976,03DEC1989,1
MKC,47837,56979010,14DEC1989,18JUL1995,1
ML,20562,57327510,15JAN1976,07APR1993,1
ML,20562,57290010,15APR1993,15MAR1995,1
MLL,27027,55479010,20JAN1977,16DEC1988,1
MLM,80204,57328410,19MAY1994,30DEC2016,1
MLP,68566,59064810,31DEC1985,16OCT1991,1
MLP,68566,59091110,02JAN1992,07AUG1997,1
MMC,45751,57174810,15JAN1976,30DEC2016,1
MMIW,12456,62009710,20JAN2011,21MAY2012,1
MML,51801,57542110,15JAN1976,25JUN1985,1
MMM,22592,60405910,15JAN1976,07APR2002,1
MMM,22592,88579Y10,18APR2002,30DEC2016,1
MMO,22023,60915010,20JUL1978,31AUG1999,1
MMO,22023,37184G10,16SEP1999,02JUN2000,1
MMO,,,15JUN2000,06AUG2007,6
MMR,22461,61579810,15JAN1976,19MAY1988,1
MN,24360,57061V10,18JUN1998,19OCT1998,1
MN,24360,49337K10,19NOV1998,15JUN1999,1
MN,24360,49337W10,17JUN1999,24AUG2007,1
MNC,20386,57537920,30AUG1982,26APR1984,1
MNKP,14011,G5785G10,18JUL2013,30DEC2016,1
MNR,59926,56405410,18DEC1980,25SEP1998,1
MO,13901,71816710,15JAN1976,24APR1985,1
MO,13901,71815410,15AUG1985,26JAN2003,1
MO,13901,02209S10,20FEB2003,30DEC2016,1
MOB,15966,60705910,22JUN1976,30NOV1999,1
MOH,22760,60803010,15JAN1976,22SEP1989,1
MOHK,77496,60819010,16JUL1992,30DEC2016,1
MOLX,54827,60855410,15JAN1976,19JUN1991,1
MOLX,76234,60855420,20JUN1991,15JAN1992,1
MOLX,54827,60855410,16JAN1992,06DEC2013,1
MONN,88668,61166W10,16NOV2000,30DEC2016,1
MOSC,90386,61945A10,18NOV2004,24MAY2011,1
MOSC,90386,61945C10,16JUN2011,30DEC2016,1
MOT,22779,62007610,15JAN1976,03JAN2011,1
MOT,22779,62007630,20JAN2011,30DEC2016,1
MPCS,,,19AUG2004,18APR2007,6
MPCS,91937,59170810,19APR2007,30APR2013,1
MPCS,91937,87259010,16MAY2013,30DEC2016,1
MPCW,12872,56585A10,14JUL2011,30DEC2016,1
MPH,20095,62664310,15JAN1976,22MAY1985,1
MPTR,81262,58496210,20APR1995,30NOV1995,1
MPTR,81262,58496810,14DEC1995,05SEP1996,1
MPTR,81262,58503X10,19SEP1996,19SEP1999,1
MPTR,81262,14170510,14OCT1999,21MAR2007,1
MRIS,51706,57183410,15JAN1976,01NOV2007,1
MRIS,51706,57183710,15NOV2007,05JUL2011,1
MRK,22752,58933110,15JAN1976,03NOV2009,1
MRK,22752,58933Y10,19NOV2009,30DEC2016,1
MRKT,14704,G5824910,19JUN2014,12JUL2016,1
MRKT,14704,G4756710,14JUL2016,30DEC2016,1
MRN,55079,61844810,18AUG1977,05MAY1985,1
MRN,55079,61844710,16MAY1985,28JUN1996,1
MRN,,,15AUG1996,31DEC1998,6
MRO,13047,56584510,15JAN1976,11MAR1982,1
MRO1,15069,90290582,16MAY1991,01JAN2002,1
MRO1,15069,56584910,17JAN2002,30DEC2016,1
MS,69032,61744610,21MAR1986,01JUN1997,1
MSA,45065,59065510,15JAN1976,19JAN1987,1
MSE,34040,57621610,15JAN1976,16JUN1986,1
MSE,34040,92224R10,17JUL1986,31JUL1991,1
MSE,34040,92224R60,15AUG1991,05SEP1996,1
MSFT,10107,59491810,13MAR1986,30DEC2016,1
MSRC,10693,42192410,20NOV1986,25OCT2006,1
MSRC,10693,42192430,16NOV2006,30DEC2016,1
MST,22891,58753310,15JAN1976,18AUG1998,1
MSU,24010,59583210,15JAN1976,21MAY1989,1
MSU,24010,29364F10,15JUN1989,02JAN1994,1
MSU,24010,29364G10,17FEB1994,30DEC2016,1
MTC,18382,61166210,15JAN1976,02APR2000,1
MTC,18382,71713U10,20APR2000,15APR2003,1
MTD,85621,59268810,14NOV1997,30DEC2016,1
MTG1,76804,55284810,19SEP1991,30DEC2016,1
MTI,21290,61942610,27SEP1982,02JUL1989,1
MTI,21290,88410310,20JUL1989,06MAY1998,1
MTI,21290,21841210,14MAY1998,24MAY2000,1
MTRC,52821,58734210,17AUG1978,17SEP1999,1
MUN,13290,62632010,15JAN1976,21OCT1991,1
MUN,13290,74090910,19SEP1996,14JUL2000,1
MUR,28345,62671710,15JAN1976,30DEC2016,1
MXIM,11896,57772K10,15SEP1988,30DEC2016,1
MYG,13119,57859210,15JAN1976,31MAR2006,1
MYLN,69550,62853010,18AUG1983,01MAR2015,1
MYLN,69550,N5946510,19MAR2015,30DEC2016,1
MZ,12976,55613910,15JAN1976,15JUL1986,1
N,12546,45325840,15MAR1979,16NOV2006,1
N,,,14DEC2006,31DEC2012,6
NAC,16803,63512810,17JUN1976,01MAY1985,1
NAL,22189,63243110,15JAN1976,07JAN1980,1
NAVIV,14601,63938C10,15MAY2014,30DEC2016,1
NB,63255,62952510,20AUG1981,09SEP1985,1
NBD,56450,63563210,17MAR1977,16APR1980,5
NBD,56450,62890010,01MAY1981,30NOV1995,1
NBD,56450,31945A10,14DEC1995,01OCT1998,1
NBL,61815,65489410,15JAN1976,12MAY2002,1
NBL,61815,65504410,16MAY2002,30DEC2016,1
NC1,28118,65678010,19AUG1976,08JUN1986,1
NC1,28118,62957910,09JUN1986,30DEC2016,1
NCB,59408,62885510,15JAN1976,18DEC1991,1
NCB,59408,63858510,02JAN1992,30SEP1998,1
NCB,59408,06605F10,15OCT1998,28APR1999,1
NCB,59408,06050510,20MAY1999,30DEC2016,1
NCE,22613,64352U10,14AUG1997,18AUG2000,1
NCLH,13760,G6672110,14FEB2013,30DEC2016,1
NCR,19537,62886210,15JAN1976,19SEP1991,1
NCR,84372,62886E10,16JAN1997,30DEC2016,1
NCTY,56232,63540510,15JAN1976,31DEC2008,1
NDAQ,,,18JUL2002,13NOV2002,6
NDAQ,90601,63110310,10FEB2005,30DEC2016,1
NDCO,90537,65504210,18SEP1986,30APR2002,1
