TICKER,CUSIP,OFTIC,CNAME,ACTDATS,ANALYS,FPI,MEASURE,VALUE,FPEDATS
AA,02224910,AA,ALCOA,19980709,000478,6,EPS,0.675,19980930
AA,01381710,AA,ALCOA INC.,19990409,000297,6,EPS,0.75,19990630
AA,01381710,AA,ALCOA INC.,19991011,056581,6,EPS,1.41,19991231
AA,01381710,AA,ALCOA INC.,20010212,000610,6,EPS,1.32,20010331
AA,01381710,AA,ALCOA INC.,20011031,040316,6,EPS,1.05,20011231
AA,01381710,AA,ALCOA INC.,20020109,000478,6,EPS,0.87,20020331
AA,01381710,AA,ALCOA INC.,20021120,017860,6,EPS,0.72,20021231
AA,01381710,AA,ALCOA INC.,20030115,000478,6,EPS,0.66,20030331
AA,01381710,AA,ALCOA INC.,20030424,000478,6,EPS,0.75,20030630
AA,01381710,AA,ALCOA INC.,20030709,000478,6,EPS,0.75,20030930
AA,01381710,AA,ALCOA INC.,20031008,000478,6,EPS,0.87,20031231
AA,01381710,AA,ALCOA INC.,20040211,000478,6,EPS,1.26,20040331
AA,01381710,AA,ALCOA INC.,20040402,020310,6,EPS,1.17,20040331
AA,01381710,AA,ALCOA INC.,20040405,080731,6,EPS,1.26,20040331
AA,01381710,AA,ALCOA INC.,20040408,000478,6,EPS,1.41,20040630
AA,01381710,AA,ALCOA INC.,20040408,020310,6,EPS,1.5,20040630
AA,01381710,AA,ALCOA INC.,20040518,080731,6,EPS,1.38,20040630
AA,01381710,AA,ALCOA INC.,20040708,080731,6,EPS,1.5,20040930
AA,01381710,AA,ALCOA INC.,20040708,000478,6,EPS,1.38,20040930
AA,01381710,AA,ALCOA INC.,20040825,000478,6,EPS,1.14,20040930
AA,01381710,AA,ALCOA INC.,20040831,048907,6,EPS,1.14,20040930
AA,01381710,AA,ALCOA INC.,20040831,018826,6,EPS,1.14,20040930
AA,01381710,AA,ALCOA INC.,20040910,077011,6,EPS,1.17,20040930
AA,01381710,AA,ALCOA INC.,20040913,084627,6,EPS,1.32,20040930
AA,01381710,AA,ALCOA INC.,20040913,021126,6,EPS,1.29,20040930
AA,01381710,AA,ALCOA INC.,20040920,020310,6,EPS,1.14,20040930
AA,01381710,AA,ALCOA INC.,20050407,000478,6,EPS,2.01,20050630
AA,01381710,AA,ALCOA INC.,20050524,000478,6,EPS,1.89,20050630
AA,01381710,AA,ALCOA INC.,20050711,076852,6,EPS,1.2,20050930
AA,01381710,AA,ALCOA INC.,20050713,093327,6,EPS,1.02,20050930
AA,01381710,AA,ALCOA INC.,20050923,093327,6,EPS,0.915,20050930
AA,01381710,AA,ALCOA INC.,20060110,052285,6,EPS,1.548,20060331
AA,01381710,AA,ALCOA INC.,20060110,051732,6,EPS,1.35,20060331
AA,01381710,AA,ALCOA INC.,20060110,021126,6,EPS,1.68,20060331
AA,01381710,AA,ALCOA INC.,20060125,051732,6,EPS,1.56,20060331
AA,01381710,AA,ALCOA INC.,20060126,049831,6,EPS,1.74,20060331
AA,01381710,AA,ALCOA INC.,20060327,051732,6,EPS,1.74,20060331
AA,01381710,AA,ALCOA INC.,20060411,021126,6,EPS,2.19,20060630
AA,01381710,AA,ALCOA INC.,20060625,021126,6,EPS,2.67,20060630
AA,01381710,AA,ALCOA INC.,20061129,000478,6,EPS,0.99,20061231
AA,01381710,AA,ALCOA INC.,20080411,076852,6,EPS,2.19,20080630
AA,01381710,AA,ALCOA INC.,20080411,018826,6,EPS,2.4,20080630
AA,01381710,AA,ALCOA INC.,20080411,051732,6,EPS,2.28,20080630
AA,01381710,AA,ALCOA INC.,20080411,114556,6,EPS,3.06,20080630
AA,01381710,AA,ALCOA INC.,20080710,078362,6,EPS,2.1,20080930
AA,01381710,AA,ALCOA INC.,20081006,078362,6,EPS,1.74,20080930
AA,01381710,AA,ALCOA INC.,20081006,078362,6,EPS,1.62,20081231
AA,01381710,AA,ALCOA INC.,20081208,000476,6,EPS,-1.35,20081231
AA,01381710,AA,ALCOA INC.,20090112,073867,6,EPS,-2.79,20081231
AA,01381710,AA,ALCOA INC.,20090127,073867,6,EPS,-0.96,20090331
AA,01381710,AA,ALCOA INC.,20110111,073367,6,EPS,0.57,20110331
AA,01381710,AA,ALCOA INC.,20110606,130416,6,EPS,1.08,20110630
AA,01381710,AA,ALCOA INC.,20111020,146094,6,EPS,0.51,20111231
AA,01381710,AA,ALCOA INC.,20120109,146094,6,EPS,0.21,20111231
AA,01381710,AA,ALCOA INC.,20120111,048907,6,EPS,-0.03,20120331
AA,01381710,AA,ALCOA INC.,20120515,048907,6,EPS,0.6,20120630
AA,01381710,AA,ALCOA INC.,20120712,073867,6,EPS,0.03,20120930
AA,01381710,AA,ALCOA INC.,20120712,049831,6,EPS,0,20120930
AA,01381710,AA,ALCOA INC.,20121108,049831,6,EPS,0.54,20121231
AA,01381710,AA,ALCOA INC,20130404,073867,6,EPS,0.18,20130331
AA,01381710,AA,ALCOA INC,20130412,131893,6,EPS,0.54,20130630
AA,01381710,AA,ALCOA INC,20130709,022282,6,EPS,0.03,20130930
AA,01381710,AA,ALCOA INC,20130716,073867,6,EPS,0.36,20130930
AA,01381710,AA,ALCOA INC,20130815,073867,6,EPS,0.3,20130930
AA,01381710,AA,ALCOA INC,20140110,073867,6,EPS,0.12,20140331
AA,01381710,AA,ALCOA INC,20140407,084007,6,EPS,-0.06,20140331
AA,01381710,AA,ALCOA INC,20140714,122030,6,EPS,0.51,20140930
AA,01381710,AA,ALCOA INC,20150113,119644,6,EPS,0.84,20150331
AA,01381710,AA,ALCOA,20150422,156230,6,EPS,0.81,20150630
AA,01381710,AA,ALCOA,20151008,124721,6,EPS,0.42,20151231
AA,01381710,AA,ALCOA,20151009,183539,6,EPS,0.21,20151231
AA,01381710,AA,ALCOA,20160408,127695,6,EPS,-0.03,20160331
AA,01381710,AA,ALCOA,20160412,114449,6,EPS,0.111,20160630
AA,01381710,AA,ALCOA,20160619,076852,6,EPS,0.36,20160630
AA,01381710,AA,ALCOA,20160623,114449,6,EPS,0.213,20160630
AA,01381710,AA,ALCOA,20160713,114449,6,EPS,0.093,20160930
AA,01381710,AA,ALCOA,20160920,114449,6,EPS,0.117,20160930
AA,01381710,AA,ALCOA,20161006,073367,6,EPS,0.07,20160930
AA,01381710,AA,ALCOA,20161011,097236,6,EPS,0.253,20161231
AA,01381710,AA,ALCOA,20161011,018826,6,EPS,0.24,20161231
AA,01381710,AA,ALCOA,20161012,084007,6,EPS,0.236,20161231
AA,01381710,AA,ALCOA,20161012,136726,6,EPS,0.2,20161231
AA,01381710,AA,ALCOA,20161012,073867,6,EPS,0.18,20161231
AA,01381710,AA,ALCOA,20161016,073367,6,EPS,0.38,20161231
AA,01381710,AA,ALCOA,20161018,125794,6,EPS,0.25,20161231
AA,01381750,AA,ALCOA,20161102,114449,6,EPS,0.547,20161231
AAPL,03783310,AAPL,APPLE COMPUTER,19950907,000678,6,EPS,0.0364,19950930
AAPL,03783310,AAPL,APPLE COMPUTER,19951109,007988,6,EPS,0.0236,19951231
AAPL,03783310,AAPL,APPLE COMPUTER,19960119,018367,6,EPS,-0.0107,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960124,006867,6,EPS,-0.0161,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960124,031901,6,EPS,-0.0221,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960129,009834,6,EPS,-0.0179,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960226,000054,6,EPS,-0.0286,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960328,009236,6,EPS,-0.1511,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960329,000689,6,EPS,-0.1696,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960329,008487,6,EPS,-0.2036,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960329,004299,6,EPS,-0.1561,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960329,003810,6,EPS,-0.1482,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19960409,005166,6,EPS,-0.1511,19960331
AAPL,03783310,AAPL,APPLE COMPUTER,19961001,009077,6,EPS,-0.0054,19960930
AAPL,03783310,AAPL,APPLE COMPUTER,19961017,001028,6,EPS,0.0018,19961231
AAPL,03783310,AAPL,APPLE COMPUTER,19961022,008487,6,EPS,0,19961231
AAPL,03783310,AAPL,APPLE COMPUTER,19961023,009834,6,EPS,0.0014,19961231
AAPL,03783310,AAPL,APPLE COMPUTER,19970812,005166,6,EPS,-0.0261,19970930
AAPL,03783310,AAPL,APPLE COMPUTER,19971016,001997,6,EPS,-0.0043,19971231
AAPL,03783310,AAPL,APPLE COMPUTER,19971021,005166,6,EPS,-0.0057,19971231
AAPL,03783310,AAPL,APPLE COMPUTER,19971023,001830,6,EPS,-0.0021,19971231
AAPL,03783310,AAPL,APPLE COMPUTER,19971029,010229,6,EPS,-0.0021,19971231
AAPL,03783310,AAPL,APPLE COMPUTER,19971112,010211,6,EPS,-0.0021,19971231
AAPL,03783310,AAPL,APPLE COMPUTER,19971120,000054,6,EPS,-0.0054,19971231
AAPL,03783310,AAPL,APPLE COMPUTER,19971120,007919,6,EPS,-0.005,19971231
AAPL,03783310,AAPL,APPLE COMPUTER,19971202,001028,6,EPS,-0.0114,19971231
AAPL,03783310,AAPL,APPLE COMPUTER,19980108,005668,6,EPS,0,19971231
AAPL,03783310,AAPL,APPLE COMPUTER,19990716,005668,6,EPS,0.0271,19990930
AAPL,03783310,AAPL,APPLE COMPUTER,19990720,051021,6,EPS,0.0271,19990930
AAPL,03783310,AAPL,APPLE COMPUTER,19990723,044283,6,EPS,0.0275,19990930
AAPL,03783310,AAPL,APPLE COMPUTER,19990922,044283,6,EPS,0.0179,19990930
AAPL,03783310,AAPL,APPLE COMPUTER,19991015,044283,6,EPS,0.0282,19991231
AAPL,03783310,AAPL,APPLE COMPUTER,20000719,092159,6,EPS,0.0286,20000930
AAPL,03783310,AAPL,APPLE COMPUTER,20000720,040586,6,EPS,0.0314,20000930
AAPL,03783310,AAPL,APPLE COMPUTER,20000929,044283,6,EPS,0.0229,20000930
AAPL,03783310,AAPL,APPLE COMPUTER,20001019,009077,6,EPS,0.0036,20001231
AAPL,03783310,AAPL,APPLE COMPUTER,20001019,001041,6,EPS,0.0036,20001231
AAPL,03783310,AAPL,APPLE COMPUTER,20001020,044283,6,EPS,0.0029,20001231
AAPL,03783310,AAPL,APPLE COMPUTER,20001027,071453,6,EPS,0.0021,20001231
AAPL,03783310,AAPL,APPLE COMPUTER,20001120,001048,6,EPS,0.0021,20001231
AAPL,03783310,AAPL,APPLE COMPUTER,20040107,047225,6,EPS,0.0114,20031231
AAPL,03783310,AAPL,APPLE COMPUTER,20040401,047225,6,EPS,0.0079,20040331
AAPL,03783310,AAPL,APPLE COMPUTER,20051012,010014,6,EPS,0.0714,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20051012,108616,6,EPS,0.0686,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20051012,047225,6,EPS,0.0671,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20051108,010362,6,EPS,0.0743,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20051129,001997,6,EPS,0.0929,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20051205,070648,6,EPS,0.0699,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20051207,047225,6,EPS,0.0857,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20051216,085160,6,EPS,0.0786,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20051219,070706,6,EPS,0.08,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20051221,070648,6,EPS,0.0753,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,070850,6,EPS,0.0857,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,001032,6,EPS,0.0914,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,056181,6,EPS,0.0986,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,049595,6,EPS,0.0971,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,111945,6,EPS,0.0929,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,078117,6,EPS,0.0914,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,072446,6,EPS,0.0929,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,053315,6,EPS,0.0829,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,001924,6,EPS,0.0829,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,108616,6,EPS,0.0886,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,091167,6,EPS,0.0886,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,070706,6,EPS,0.0843,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,010163,6,EPS,0.0843,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,047225,6,EPS,0.09,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060112,070745,6,EPS,0.0957,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060113,059325,6,EPS,0.0871,20051231
AAPL,03783310,AAPL,APPLE COMPUTER,20060120,010362,6,EPS,0.0614,20060331
AAPL,03783310,AAPL,APPLE COMPUTER,20060301,089770,6,EPS,0.06,20060331
AAPL,03783310,AAPL,APPLE COMPUTER,20060420,089770,6,EPS,0.0657,20060630
AAPL,03783310,AAPL,APPLE COMPUTER,20060420,059325,6,EPS,0.0629,20060630
AAPL,03783310,AAPL,APPLE COMPUTER,20060721,089770,6,EPS,0.0729,20060930
AAPL,03783310,AAPL,APPLE COMPUTER,20060721,059325,6,EPS,0.0714,20060930
AAPL,03783310,AAPL,APPLE COMPUTER,20061019,089770,6,EPS,0.1071,20061231
AAPL,03783310,AAPL,APPLE COMPUTER,20061019,059325,6,EPS,0.1043,20061231
AAPL,03783310,AAPL,APPLE INC,20070118,089770,6,EPS,0.0857,20070331
AAPL,03783310,AAPL,APPLE INC,20070426,089770,6,EPS,0.0986,20070630
AAPL,03783310,AAPL,APPLE INC,20081022,071466,6,EPS,0.2171,20081231
AAPL,03783310,AAPL,APPLE INC,20090122,091167,6,EPS,0.1657,20090331
AAPL,03783310,AAPL,APPLE INC,20090715,124973,6,EPS,0.1776,20090630
AAPL,03783310,AAPL,APPLE INC,20090803,123335,6,EPS,0.2269,20090930
AAPL,03783310,AAPL,APPLE INC,20101019,058377,6,EPS,0.7943,20101231
AAPL,03783310,AAPL,APPLE INC,20110119,058377,6,EPS,0.8214,20110331
AAPL,03783310,AAPL,APPLE INC,20110119,070850,6,EPS,0.7143,20110331
AAPL,03783310,AAPL,APPLE INC,20110422,076979,6,EPS,0.9229,20110630
AAPL,03783310,AAPL,APPLE INC,20110511,118153,6,EPS,0.7429,20110630
AAPL,03783310,AAPL,APPLE INC,20110720,076979,6,EPS,1.0371,20110930
AAPL,03783310,AAPL,APPLE INC,20110720,058499,6,EPS,1.0714,20110930
AAPL,03783310,AAPL,APPLE INC,20110907,076979,6,EPS,1.0514,20110930
AAPL,03783310,AAPL,APPLE INC,20111013,076979,6,EPS,1.1186,20110930
AAPL,03783310,AAPL,APPLE INC,20111019,058499,6,EPS,1.3786,20111231
AAPL,03783310,AAPL,APPLE INC,20111020,076979,6,EPS,1.54,20111231
AAPL,03783310,AAPL,APPLE INC,20120104,076979,6,EPS,1.57,20111231
AAPL,03783310,AAPL,APPLE INC,20120125,076979,6,EPS,1.5429,20120331
AAPL,03783310,AAPL,APPLE INC,20120320,076979,6,EPS,1.4943,20120331
AAPL,03783310,AAPL,APPLE INC,20120412,076979,6,EPS,1.5414,20120331
AAPL,03783310,AAPL,APPLE INC,20120422,134165,6,EPS,1.4686,20120331
AAPL,03783310,AAPL,APPLE INC,20120425,076979,6,EPS,1.5771,20120630
AAPL,03783310,AAPL,APPLE INC,20120511,076979,6,EPS,1.45,20120630
AAPL,03783310,AAPL,APPLE INC,20120913,086653,6,EPS,1.3371,20120930
AAPL,03783310,AAPL,APPLE INC,20130724,132104,6,EPS,1.0286,20130930
AAPL,03783310,AAPL,APPLE INC,20140107,076979,6,EPS,2.1433,20131231
AAPL,03783310,AAPL,APPLE INC,20140121,056181,6,EPS,2.0571,20131231
AAPL,03783310,AAPL,APPLE INC,20140128,076979,6,EPS,1.3806,20140331
AAPL,03783310,AAPL,APPLE INC,20140417,056181,6,EPS,1.5157,20140331
AAPL,03783310,AAPL,APPLE INC,20140424,076979,6,EPS,1.232,20140630
AAPL,03783310,AAPL,APPLE INC,20140625,076979,6,EPS,1.218,20140630
AAPL,03783310,AAPL,APPLE INC,20140717,056181,6,EPS,1.27,20140630
AAPL,03783310,AAPL,APPLE INC,20141021,077028,6,EPS,2.48,20141231
AAPL,03783310,AAPL,APPLE INC,20141021,108873,6,EPS,2.44,20141231
AAPL,03783310,AAPL,APPLE INC,20150116,043767,6,EPS,2.81,20141231
AAPL,03783310,AAPL,APPLE INC,20150128,077028,6,EPS,2.06,20150331
AAPL,03783310,AAPL,APPLE,20160525,182826,6,EPS,1.18,20160630
AAPL,03783310,AAPL,APPLE,20170314,182826,6,EPS,2.13,20170331
ABBV,00287Y10,ABBV,ABBVIE,20130124,009815,6,EPS,1.51,20121231
ABBV,00287Y10,ABBV,ABBVIE,20150130,171887,6,EPS,0.83,20150331
ABBV,00287Y10,ABBV,ABBVIE,20150203,109306,6,EPS,0.84,20150331
ABBV,00287Y10,ABBV,ABBVIE,20150205,084063,6,EPS,0.83,20150331
ABBV,00287Y10,ABBV,ABBVIE,20161018,105436,6,EPS,1.29,20160930
ABBV,00287Y10,ABBV,ABBVIE,20161025,130921,6,EPS,1.23,20160930
ABT,00282410,ABT,ABBOTT LABS,20001114,000072,6,EPS,0.47,20001231
ABT,00282410,ABT,ABBOTT LABS,20010117,005116,6,EPS,0.49,20010331
ABT,00282410,ABT,ABBOTT LABS,20020410,032786,6,EPS,0.53,20020630
ABT,00282410,ABT,ABBOTT LABS,20040120,043721,6,EPS,0.57,20040331
ABT,00282410,ABT,ABBOTT LABS,20040121,031054,6,EPS,0.56,20040331
ABT,00282410,ABT,ABBOTT LABS,20040413,031054,6,EPS,0.53,20040630
ABT,00282410,ABT,ABBOTT LABS,20040413,051519,6,EPS,0.54,20040630
ABT,00282410,ABT,ABBOTT LABS,20040624,086535,6,EPS,0.55,20040630
ABT,00282410,ABT,ABBOTT LABS,20040628,043721,6,EPS,0.54,20040630
ABT,00282410,ABT,ABBOTT LABS,20051020,054459,6,EPS,0.76,20051231
ABT,00282410,ABT,ABBOTT LABS,20051215,054459,6,EPS,0.72,20051231
ABT,00282410,ABT,ABBOTT LABS,20060125,056138,6,EPS,0.56,20060331
ABT,00282410,ABT,ABBOTT LABS,20060126,025205,6,EPS,0.57,20060331
ABT,00282410,ABT,ABBOTT LABS,20060126,051519,6,EPS,0.57,20060331
ABT,00282410,ABT,ABBOTT LABS,20060126,005116,6,EPS,0.57,20060331
ABT,00282410,ABT,ABBOTT LABS,20060126,053779,6,EPS,0.6,20060331
ABT,00282410,ABT,ABBOTT LABS,20060126,056138,6,EPS,0.57,20060331
ABT,00282410,ABT,ABBOTT LABS,20060126,054459,6,EPS,0.6,20060331
ABT,00282410,ABT,ABBOTT LABS,20060126,045121,6,EPS,0.6,20060331
ABT,00282410,ABT,ABBOTT LABS,20060130,043721,6,EPS,0.64,20060331
ABT,00282410,ABT,ABBOTT LABS,20060201,112967,6,EPS,0.58,20060331
ABT,00282410,ABT,ABBOTT LABS,20060201,001755,6,EPS,0.57,20060331
ABT,00282410,ABT,ABBOTT LABS,20060201,001075,6,EPS,0.57,20060331
ABT,00282410,ABT,ABBOTT LABS,20060201,003107,6,EPS,0.57,20060331
ABT,00282410,ABT,ABBOTT LABS,20060201,032786,6,EPS,0.58,20060331
ABT,00282410,ABT,ABBOTT LABS,20060420,045121,6,EPS,0.59,20060630
ABT,00282410,ABT,ABBOTT LABS,20070125,051519,6,EPS,0.52,20070331
ABT,00282410,ABT,ABBOTT LABS,20070126,025205,6,EPS,0.53,20070331
ABT,00282410,ABT,ABBOTT LABS,20070419,020011,6,EPS,0.68,20070630
ABT,00282410,ABT,ABBOTT LABS,20070419,032786,6,EPS,0.68,20070630
ABT,00282410,ABT,ABBOTT LABS,20070716,001075,6,EPS,0.68,20070630
ABT,00282410,ABT,ABBOTT LABS,20100127,077012,6,EPS,0.82,20100331
ABT,00282410,ABT,ABBOTT LABS,20100129,112967,6,EPS,0.81,20100331
ABT,00282410,ABT,ABBOTT LABS,20110202,075200,6,EPS,0.99,20110331
ABT,00282410,ABT,ABBOTT LABS,20121228,004358,6,EPS,0.44,20121231
ABT,00282410,ABT,ABBOTT LABS,20130102,076732,6,EPS,0.51,20121231
ABT,00282410,ABT,ABBOTT LABS,20130102,112967,6,EPS,0.43,20121231
ABT,00282410,ABT,ABBOTT LABS,20130103,077247,6,EPS,0.45,20121231
ABT,00282410,ABT,ABBOTT LABS,20130104,081947,6,EPS,0.45,20121231
ABT,00282410,ABT,ABBOTT LABS,20130111,120181,6,EPS,0.51,20121231
ABT,00282410,ABT,ABBOTT LABS,20130111,138123,6,EPS,0.44,20121231
ABT,00282410,ABT,ABBOTT LABS,20130124,045121,6,EPS,0.31,20130331
ABT,00282410,ABT,ABBOTT LABS,20130416,045121,6,EPS,0.32,20130331
ABT,00282410,ABT,ABBOTT LABS,20130717,052706,6,EPS,0.52,20130930
ABT,00282410,ABT,ABBOTT LABS,20140416,109556,6,EPS,0.52,20140630
ABT,00282410,ABT,ABBOTT LABS,20140519,157871,6,EPS,0.5,20140630
ABT,00282410,ABT,ABBOTT LABS,20140714,091113,6,EPS,0.52,20140630
ABT,00282410,ABT,ABBOTT LABS,20140716,054459,6,EPS,0.6,20140930
ABT,00282410,ABT,ABBOTT LABS,20140716,001755,6,EPS,0.59,20140930
ABT,00282410,ABT,ABBOTT LABS,20140717,076732,6,EPS,0.6,20140930
ABT,00282410,ABT,ABBOTT LABS,20140717,138123,6,EPS,0.6,20140930
ABT,00282410,ABT,ABBOTT LABS,20140717,137577,6,EPS,0.6,20140930
ABT,00282410,ABT,ABBOTT LABS,20140717,157816,6,EPS,0.49,20140930
ABT,00282410,ABT,ABBOTT LABS,20140728,131128,6,EPS,0.61,20140930
ABT,00282410,ABT,ABBOTT LABS,20141013,118329,6,EPS,0.6,20140930
ABT,00282410,ABT,ABBOTT LABS,20141022,157871,6,EPS,0.69,20141231
ABT,00282410,ABT,ABBOTT LABS,20141022,001755,6,EPS,0.68,20141231
ABT,00282410,ABT,ABBOTT LABS,20141023,076900,6,EPS,0.601,20141231
ABT,00282410,ABT,ABBOTT LABS,20141023,138123,6,EPS,0.68,20141231
ABT,00282410,ABT,ABBOTT LABS,20141023,125715,6,EPS,0.61,20141231
ABT,00282410,ABT,ABBOTT LABS,20141023,077247,6,EPS,0.61,20141231
ABT,00282410,ABT,ABBOTT LABS,20141023,157816,6,EPS,0.65,20141231
ABT,00282410,ABT,ABBOTT LABS,20141023,112967,6,EPS,0.6,20141231
ABT,00282410,ABT,ABBOTT LABS,20141029,118329,6,EPS,0.6,20141231
ABT,00282410,ABT,ABBOTT LABS,20141209,075200,6,EPS,0.69,20141231
ABT,00282410,ABT,ABBOTT LABS,20150109,052706,6,EPS,0.61,20141231
ABT,00282410,ABT,ABBOTT LABS,20150122,076900,6,EPS,0.587,20141231
ABT,00282410,ABT,ABBOTT LABS,20150130,076732,6,EPS,0.42,20150331
ABT,00282410,ABT,ABBOTT,20150413,091113,6,EPS,0.42,20150331
ABT,00282410,ABT,ABBOTT,20151021,137206,6,EPS,0.61,20151231
ABT,00282410,ABT,ABBOTT,20151021,150020,6,EPS,0.59,20151231
ABT,00282410,ABT,ABBOTT,20151022,183735,6,EPS,0.62,20151231
ABT,00282410,ABT,ABBOTT,20151103,075200,6,EPS,0.62,20151231
ABT,00282410,ABT,ABBOTT,20161214,076732,6,EPS,0.61,20161231
ABX,00922R10,ATSG,AIR TRANSPORT SE,20140414,075110,6,EPS,0.12,20140331
ABX,00922R10,ATSG,AIR TRANSPORT SE,20140428,126642,6,EPS,0.1,20140331
ACAS,02493710,ACAS,AMERICN CAPTL ST,20000503,009613,6,EPS,0.5,20000630
ACAS,02493710,ACAS,AMERICN CAPTL ST,20020207,049481,6,EPS,0.59,20020331
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040211,009613,6,EPS,0.7,20040331
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040211,054542,6,EPS,0.7,20040331
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040212,077891,6,EPS,0.7,20040331
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040212,077679,6,EPS,0.77,20040331
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040506,077891,6,EPS,0.68,20040630
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040507,009613,6,EPS,0.62,20040630
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040617,072093,6,EPS,0.64,20040630
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040706,077679,6,EPS,0.7,20040630
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040808,072093,6,EPS,0.78,20040930
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040808,077679,6,EPS,0.74,20040930
ACAS,02493710,ACAS,AMERICN CAPTL ST,20040808,009613,6,EPS,0.73,20040930
ACAS,02493710,ACAS,AMERICN CAPTL ST,20041007,072093,6,EPS,0.78,20040930
ACAS,02493710,ACAS,AMERICN CAPTL ST,20041105,072093,6,EPS,1.02,20041231
ACAS,02493710,ACAS,AMERICN CAPTL ST,20050217,072093,6,EPS,0.82,20050331
ACAS,02493710,ACAS,AMERICN CAPTL ST,20050505,072093,6,EPS,0.77,20050630
ACAS,02493710,ACAS,AMERICN CAPTL ST,20050804,072093,6,EPS,0.81,20050930
ACAS,02493710,ACAS,AMERICN CAPTL ST,20070727,083652,6,EPS,0.77,20070630
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20090310,084131,6,EPS,0.23,20090331
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20090508,084131,6,EPS,0.17,20090630
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20091107,117227,6,EPS,-0.02,20091231
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20110504,021848,6,EPS,0.21,20110630
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20130212,110558,6,EPS,0.27,20130331
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20130502,139569,6,EPS,0.17,20130630
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20130801,153892,6,EPS,0.16,20130930
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20131107,021848,6,EPS,0.25,20131231
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20131107,153892,6,EPS,0.21,20131231
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20131107,009613,6,EPS,0.26,20131231
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20140215,009613,6,EPS,0.14,20140331
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20140402,153892,6,EPS,0.2,20140331
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20140509,106095,6,EPS,0.22,20140630
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20140509,009613,6,EPS,0.09,20140630
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20140810,164767,6,EPS,0.14,20140930
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20140811,009613,6,EPS,0.15,20140930
ACAS,02503Y10,ACAS,AMERICAN CAPITAL,20150225,009613,6,EPS,0.21,20150331
