DATE,SPX,VIX,(JCJ) January 2008,(KCJ) January 2009,(ICJ) January 2010,(JCJ) January 2011,(KCJ) January 2012,(ICJ-E) JANUARY 2013,(JCJ-E) JANUARY 2014,(KCJ) JANUARY 2015,(ICJ) JANUARY 2016,(JCJ) JANUARY 2017,(KCJ) JANUARY 2018,(ICJ) JANUARY 2019,(JCJ) JANUARY 2020,(KCJ) JANUARY 2020
2011-12-19,1205.35,24.92,,,,,,82.95,86.36,,,,,,,
2011-12-16,1219.66,24.29,,,,,,83.94,87.05,,,,,,,
2011-12-15,1215.75,25.11,,,,,,83.47,86.92,,,,,,,
2011-12-14,1211.82,26.04,,,,,,83.28,87.1,,,,,,,
2011-12-13,1225.73,25.41,,,,,,83.07,86.47,,,,,,,
2011-12-12,1236.47,25.67,,,,,,80.49,83.53,,,,,,,
2011-12-09,1255.19,26.38,,,,,,78.93,80.89,,,,,,,
2011-12-08,1234.35,30.59,,,,,,82.1,83.96,,,,,,,
2011-12-07,1261.01,28.67,,,,,,80.27,83.29,,,,,,,
2011-12-06,1258.47,28.13,,,,,,81.37,83.29,,,,,,,
2011-12-05,1257.08,27.84,,,,,,78.06,83.29,,,,,,,
2011-12-02,1244.28,27.52,,,,,,77.88,83.29,,,,,,,
2011-12-01,1244.58,27.41,,,,,,76.77,83.29,,,,,,,
2011-11-30,1246.96,27.8,,,,,,77.22,83.29,,,,,,,
2011-11-29,1195.19,30.64,,,,,,79.05,83.29,,,,,,,
2011-11-28,1192.55,32.13,,,,,,79.85,83.29,,,,,,,
2011-11-25,1158.67,34.47,,,,,,82.5,83.29,,,,,,,
2011-11-23,1161.79,33.98,,,,,,82.35,83.29,,,,,,,
2011-11-22,1188.04,31.97,,,,,,81.12,83.29,,,,,,,
2011-11-21,1192.98,32.91,,,,,,81.8,44.73,,,,,,,
2011-11-18,1215.65,32.0,,,,,81.66,80.5,,,,,,,,
2011-11-17,1216.13,34.51,,,,,85.83,80.44,,,,,,,,
2011-11-16,1236.91,33.51,,,,,88.55,80.18,,,,,,,,
2011-11-15,1257.81,31.22,,,,,82.74,77.3,,,,,,,,
2011-11-14,1251.78,31.13,,,,,79.68,76.89,,,,,,,,
2011-11-11,1263.85,30.04,,,,,76.8,75.45,,,,,,,,
2011-11-10,1239.7,32.81,,,,,81.1,78.08,,,,,,,,
2011-11-09,1229.1,36.16,,,,,91.54,81.17,,,,,,,,
2011-11-08,1275.92,27.48,,,,,74.36,76.4,,,,,,,,
2011-11-07,1261.12,29.85,,,,,78.55,77.06,,,,,,,,
2011-11-04,1253.23,30.16,,,,,78.33,78.05,,,,,,,,
2011-11-03,1261.15,30.5,,,,,81.85,77.14,,,,,,,,
2011-11-02,1237.9,32.74,,,,,83.57,78.79,,,,,,,,
2011-11-01,1218.28,34.77,,,,,81.43,78.66,,,,,,,,
2011-10-31,1253.3,29.96,,,,,85.24,77.15,,,,,,,,
2011-10-28,1285.09,24.53,,,,,71.18,71.0,,,,,,,,
2011-10-27,1284.59,25.46,,,,,72.21,72.01,,,,,,,,
2011-10-26,1242.0,29.86,,,,,80.26,75.67,,,,,,,,
2011-10-25,1229.05,32.22,,,,,85.68,77.44,,,,,,,,
2011-10-24,1254.19,29.26,,,,,78.87,76.21,,,,,,,,
2011-10-21,1238.25,31.32,,,,,79.19,75.89,,,,,,,,
2011-10-20,1215.39,34.78,,,,,83.83,78.3,,,,,,,,
2011-10-19,1209.88,34.44,,,,,83.02,78.25,,,,,,,,
2011-10-18,1225.38,31.56,,,,,74.89,75.01,,,,,,,,
2011-10-17,1200.86,33.39,,,,,78.95,74.22,,,,,,,,
2011-10-14,1224.58,28.24,,,,,69.04,71.55,,,,,,,,
2011-10-13,1203.66,30.7,,,,,74.42,73.44,,,,,,,,
2011-10-12,1207.25,31.26,,,,,75.3,74.33,,,,,,,,
2011-10-11,1195.54,32.86,,,,,77.8,74.31,,,,,,,,
2011-10-10,1194.89,33.02,,,,,79.21,74.14,,,,,,,,
2011-10-07,1155.46,36.2,,,,,82.32,75.59,,,,,,,,
2011-10-06,1164.97,36.27,,,,,81.97,74.61,,,,,,,,
2011-10-05,1144.03,37.81,,,,,80.25,73.67,,,,,,,,
2011-10-04,1123.95,40.82,,,,,80.65,73.17,,,,,,,,
2011-10-03,1099.23,45.45,,,,,88.12,78.53,,,,,,,,
2011-09-30,1131.42,42.96,,,,,90.28,78.55,,,,,,,,
2011-09-29,1160.4,38.84,,,,,83.59,74.54,,,,,,,,
2011-09-28,1151.06,41.08,,,,,90.14,77.41,,,,,,,,
2011-09-27,1175.38,37.71,,,,,82.52,74.39,,,,,,,,
2011-09-26,1162.95,39.02,,,,,83.08,75.08,,,,,,,,
2011-09-23,1136.43,41.25,,,,,83.17,74.83,,,,,,,,
2011-09-22,1129.56,41.35,,,,,83.93,76.19,,,,,,,,
2011-09-21,1166.76,37.32,,,,,84.73,76.92,,,,,,,,
2011-09-20,1202.09,32.86,,,,,81.74,73.53,,,,,,,,
2011-09-19,1204.09,32.73,,,,,81.74,73.51,,,,,,,,
2011-09-16,1216.01,30.98,,,,,79.54,73.23,,,,,,,,
2011-09-15,1209.11,31.97,,,,,79.31,71.82,,,,,,,,
2011-09-14,1188.68,34.6,,,,,81.52,72.27,,,,,,,,
2011-09-13,1172.87,36.91,,,,,80.73,70.78,,,,,,,,
2011-09-12,1162.27,38.59,,,,,77.52,70.68,,,,,,,,
2011-09-09,1154.23,38.52,,,,,77.51,70.23,,,,,,,,
2011-09-08,1185.9,34.32,,,,,77.38,70.01,,,,,,,,
2011-09-07,1198.62,33.38,,,,,73.25,69.1,,,,,,,,
2011-09-06,1165.24,37.0,,,,,76.68,70.09,,,,,,,,
2011-09-02,1173.97,33.92,,,,,77.31,71.56,,,,,,,,
2011-09-01,1204.42,31.82,,,,,77.59,72.34,,,,,,,,
2011-08-31,1218.89,31.62,,,,,74.38,69.07,,,,,,,,
2011-08-30,1212.92,32.89,,,,,78.65,72.09,,,,,,,,
2011-08-29,1210.08,32.28,,,,,74.28,70.82,,,,,,,,
2011-08-26,1176.8,35.59,,,,,72.93,70.14,,,,,,,,
2011-08-25,1159.27,39.76,,,,,75.69,69.91,,,,,,,,
2011-08-24,1177.6,35.9,,,,,74.54,69.42,,,,,,,,
2011-08-23,1162.35,36.27,,,,,73.03,68.0,,,,,,,,
2011-08-22,1123.82,42.44,,,,,78.47,71.94,,,,,,,,
2011-08-19,1123.53,43.05,,,,,77.13,70.75,,,,,,,,
2011-08-18,1140.65,42.67,,,,,76.6,70.29,,,,,,,,
2011-08-17,1193.89,31.58,,,,,72.84,68.17,,,,,,,,
2011-08-16,1192.76,32.85,,,,,71.48,67.62,,,,,,,,
2011-08-15,1204.49,31.87,,,,,70.65,65.9,,,,,,,,
2011-08-12,1178.81,36.36,,,,,72.32,66.36,,,,,,,,
2011-08-11,1172.64,39.0,,,,,70.42,63.2,,,,,,,,
2011-08-10,1120.76,42.99,,,,,71.86,65.54,,,,,,,,
2011-08-09,1172.53,35.06,,,,,65.24,63.23,,,,,,,,
2011-08-08,1119.46,48.0,,,,,76.26,68.11,,,,,,,,
2011-08-05,1199.38,32.0,,,,,69.93,69.02,,,,,,,,
2011-08-04,1200.07,31.66,,,,,72.51,72.01,,,,,,,,
2011-08-03,1260.34,23.38,,,,,63.31,67.31,,,,,,,,
2011-08-02,1254.05,24.79,,,,,64.8,66.04,,,,,,,,
2011-08-01,1286.94,23.66,,,,,60.13,62.81,,,,,,,,
2011-07-29,1292.28,25.25,,,,,59.41,63.46,,,,,,,,
2011-07-28,1300.67,23.74,,,,,63.75,67.5,,,,,,,,
2011-07-27,1304.89,22.98,,,,,64.75,68.17,,,,,,,,
2011-07-26,1331.94,20.23,,,,,62.67,68.71,,,,,,,,
2011-07-25,1337.43,19.35,,,,,60.55,68.48,,,,,,,,
2011-07-22,1345.02,17.52,,,,,55.93,62.79,,,,,,,,
2011-07-21,1343.8,17.56,,,,,55.45,61.63,,,,,,,,
2011-07-20,1325.84,19.09,,,,,59.55,65.47,,,,,,,,
2011-07-19,1326.73,19.21,,,,,58.68,65.63,,,,,,,,
2011-07-18,1305.44,20.95,,,,,60.01,66.13,,,,,,,,
2011-07-15,1316.14,19.53,,,,,58.7,65.77,,,,,,,,
2011-07-14,1308.87,20.8,,,,,62.79,69.82,,,,,,,,
2011-07-13,1317.72,19.91,,,,,61.97,68.67,,,,,,,,
2011-07-12,1313.64,19.87,,,,,62.4,68.36,,,,,,,,
2011-07-11,1319.49,18.39,,,,,59.54,65.33,,,,,,,,
2011-07-08,1343.8,15.95,,,,,54.61,63.29,,,,,,,,
2011-07-07,1353.22,15.95,,,,,54.13,62.27,,,,,,,,
2011-07-06,1339.22,16.34,,,,,55.53,62.3,,,,,,,,
2011-07-05,1337.88,16.06,,,,,55.53,64.09,,,,,,,,
2011-07-01,1339.67,15.87,,,,,55.61,63.55,,,,,,,,
2011-06-30,1320.64,16.52,,,,,55.88,64.26,,,,,,,,
2011-06-29,1307.41,17.27,,,,,55.26,64.14,,,,,,,,
2011-06-28,1296.67,19.17,,,,,58.64,66.55,,,,,,,,
2011-06-27,1280.1,20.56,,,,,59.6,66.26,,,,,,,,
2011-06-24,1268.45,21.1,,,,,62.1,66.07,,,,,,,,
2011-06-23,1283.5,19.29,,,,,60.34,66.61,,,,,,,,
2011-06-22,1287.14,18.52,,,,,63.24,66.86,,,,,,,,
2011-06-21,1295.52,18.86,,,,,59.63,64.47,,,,,,,,
2011-06-20,1278.36,19.99,,,,,60.76,64.56,,,,,,,,
2011-06-17,1271.5,21.85,,,,,62.13,66.85,,,,,,,,
2011-06-16,1267.64,22.73,,,,,61.82,65.72,,,,,,,,
2011-06-15,1265.42,21.32,,,,,60.99,63.79,,,,,,,,
2011-06-14,1287.87,18.26,,,,,59.53,62.81,,,,,,,,
2011-06-13,1271.83,19.61,,,,,61.51,64.32,,,,,,,,
2011-06-10,1270.98,18.86,,,,,61.1,63.02,,,,,,,,
2011-06-09,1289.0,17.77,,,,,59.04,60.86,,,,,,,,
2011-06-08,1279.56,18.79,,,,,61.14,62.55,,,,,,,,
2011-06-07,1284.94,18.07,,,,,57.7,59.81,,,,,,,,
2011-06-06,1286.17,18.49,,,,,58.22,60.12,,,,,,,,
2011-06-03,1300.16,17.95,,,,,61.16,61.47,,,,,,,,
2011-06-02,1312.94,18.09,,,,,60.32,62.56,,,,,,,,
2011-06-01,1314.55,18.3,,,,,60.2,62.57,,,,,,,,
2011-05-31,1345.2,15.45,,,,,55.75,60.24,,,,,,,,
2011-05-27,1331.1,15.98,,,,,56.84,61.3,,,,,,,,
2011-05-26,1325.69,16.09,,,,,57.2,61.46,,,,,,,,
2011-05-25,1320.47,17.07,,,,,60.47,65.71,,,,,,,,
2011-05-24,1316.28,17.82,,,,,61.22,66.35,,,,,,,,
2011-05-23,1317.37,18.27,,,,,60.85,64.76,,,,,,,,
2011-05-20,1333.27,17.43,,,,,60.45,64.25,,,,,,,,
2011-05-19,1343.6,15.52,,,,,57.77,62.81,,,,,,,,
2011-05-18,1340.68,16.23,,,,,57.61,62.92,,,,,,,,
2011-05-17,1328.98,17.55,,,,,58.75,62.67,,,,,,,,
2011-05-16,1329.47,18.24,,,,,60.48,65.66,,,,,,,,
2011-05-13,1337.77,17.07,,,,,58.96,62.21,,,,,,,,
2011-05-12,1348.65,16.03,,,,,57.89,61.66,,,,,,,,
2011-05-11,1342.08,16.95,,,,,58.23,61.75,,,,,,,,
2011-05-10,1357.16,15.91,,,,,52.61,55.53,,,,,,,,
2011-05-09,1346.29,17.16,,,,,57.02,61.18,,,,,,,,
2011-05-06,1340.2,18.4,,,,,57.19,61.24,,,,,,,,
2011-05-05,1335.1,18.2,,,,,56.82,61.13,,,,,,,,
2011-05-04,1347.32,17.08,,,,,61.8,64.95,,,,,,,,
2011-05-03,1356.62,16.7,,,,,60.93,62.5,,,,,,,,
2011-05-02,1361.22,15.99,,,,,61.0,62.34,,,,,,,,
2011-04-29,1363.61,14.75,,,,,59.83,63.61,,,,,,,,
2011-04-28,1360.48,14.62,,,,,61.25,63.68,,,,,,,,
2011-04-27,1355.66,15.35,,,,,60.46,62.81,,,,,,,,
2011-04-26,1347.24,15.62,,,,,62.57,61.36,,,,,,,,
2011-04-25,1335.25,15.77,,,,,59.8,61.02,,,,,,,,
2011-04-21,1337.38,14.69,,,,,61.34,62.47,,,,,,,,
2011-04-20,1330.36,15.07,,,,,59.17,59.15,,,,,,,,
2011-04-19,1312.62,15.83,,,,,59.86,60.69,,,,,,,,
2011-04-18,1305.14,16.96,,,,,60.48,61.22,,,,,,,,
2011-04-15,1319.68,15.32,,,,,61.0,62.01,,,,,,,,
2011-04-14,1314.52,16.27,,,,,59.6,61.57,,,,,,,,
2011-04-13,1314.41,16.92,,,,,59.14,62.71,,,,,,,,
2011-04-12,1314.16,17.09,,,,,61.59,63.29,,,,,,,,
2011-04-11,1324.46,16.59,,,,,61.82,61.4,,,,,,,,
2011-04-08,1328.17,17.87,,,,,61.65,60.8,,,,,,,,
2011-04-07,1333.51,17.11,,,,,59.95,59.33,,,,,,,,
2011-04-06,1335.54,16.9,,,,,59.85,57.9,,,,,,,,
2011-04-05,1332.63,17.25,,,,,58.7,57.78,,,,,,,,
2011-04-04,1332.87,17.5,,,,,61.49,61.62,,,,,,,,
2011-04-01,1332.41,17.4,,,,,62.46,61.84,,,,,,,,
2011-03-31,1325.83,17.74,,,,,61.77,60.87,,,,,,,,
2011-03-30,1328.26,17.71,,,,,61.36,59.97,,,,,,,,
2011-03-29,1319.44,18.16,,,,,59.44,59.46,,,,,,,,
2011-03-28,1310.19,19.44,,,,,63.89,63.12,,,,,,,,
2011-03-25,1313.8,17.91,,,,,61.47,59.69,,,,,,,,
2011-03-24,1309.66,18.0,,,,,59.9,61.26,,,,,,,,
2011-03-23,1297.54,19.17,,,,,63.06,64.51,,,,,,,,
2011-03-22,1293.77,20.21,,,,,64.64,64.98,,,,,,,,
2011-03-21,1298.38,20.61,,,,,62.96,63.67,,,,,,,,
2011-03-18,1279.2,24.44,,,,,62.67,61.27,,,,,,,,
2011-03-17,1273.72,26.37,,,,,62.78,61.26,,,,,,,,
2011-03-16,1256.88,29.4,,,,,68.24,69.18,,,,,,,,
2011-03-15,1281.87,24.32,,,,,64.79,64.93,,,,,,,,
2011-03-14,1296.39,21.13,,,,,62.74,64.16,,,,,,,,
2011-03-11,1304.28,20.08,,,,,62.92,64.24,,,,,,,,
2011-03-10,1295.11,21.88,,,,,64.08,65.36,,,,,,,,
2011-03-09,1320.02,20.22,,,,,65.99,67.72,,,,,,,,
2011-03-08,1321.82,19.82,,,,,64.46,65.51,,,,,,,,
2011-03-07,1310.13,20.66,,,,,62.7,63.44,,,,,,,,
2011-03-04,1321.15,19.06,,,,,59.25,60.5,,,,,,,,
2011-03-03,1330.97,18.6,,,,,59.02,60.48,,,,,,,,
2011-03-02,1308.44,20.7,,,,,60.73,60.17,,,,,,,,
2011-03-01,1306.33,21.01,,,,,62.15,62.54,,,,,,,,
2011-02-28,1327.22,18.35,,,,,56.42,58.25,,,,,,,,
2011-02-25,1319.88,19.22,,,,,56.88,57.91,,,,,,,,
2011-02-24,1306.1,21.32,,,,,60.84,60.7,,,,,,,,
2011-02-23,1307.4,22.13,,,,,61.65,62.1,,,,,,,,
2011-02-22,1315.44,20.8,,,,,60.53,61.23,,,,,,,,
2011-02-18,1343.01,16.43,,,,,61.12,61.43,,,,,,,,
2011-02-17,1340.43,16.59,,,,,60.39,60.19,,,,,,,,
2011-02-16,1336.32,16.72,,,,,58.33,57.99,,,,,,,,
2011-02-15,1328.01,16.37,,,,,58.24,59.84,,,,,,,,
2011-02-14,1332.32,15.95,,,,,58.09,58.73,,,,,,,,
2011-02-11,1329.15,15.69,,,,,56.79,57.41,,,,,,,,
2011-02-10,1321.87,16.09,,,,,57.91,58.71,,,,,,,,
2011-02-09,1320.88,15.87,,,,,57.55,58.52,,,,,,,,
2011-02-08,1324.57,15.81,,,,,58.12,58.64,,,,,,,,
2011-02-07,1319.05,16.28,,,,,58.75,59.25,,,,,,,,
2011-02-04,1310.87,15.93,,,,,58.93,59.41,,,,,,,,
2011-02-03,1307.1,16.69,,,,,59.33,60.36,,,,,,,,
2011-02-02,1304.03,17.3,,,,,59.01,60.67,,,,,,,,
2011-02-01,1307.59,17.63,,,,,58.63,59.88,,,,,,,,
2011-01-31,1286.12,19.53,,,,,59.46,59.51,,,,,,,,
2011-01-28,1276.34,20.04,,,,,63.22,63.91,,,,,,,,
2011-01-27,1299.54,16.15,,,,,59.51,61.11,,,,,,,,
2011-01-26,1296.63,16.64,,,,,61.55,61.84,,,,,,,,
2011-01-25,1291.18,17.59,,,,,61.71,63.52,,,,,,,,
2011-01-24,1290.84,17.65,,,,,64.18,64.63,,,,,,,,
2011-01-21,1283.35,18.47,,,,,64.95,66.15,,,,,,,,
2011-01-20,1280.26,17.99,,,,,61.8,63.25,,,,,,,,
2011-01-19,1281.92,17.31,,,,,63.48,63.9,,,,,,,,
2011-01-18,1295.02,15.87,,,,,61.05,61.83,,,,,,,,
2011-01-14,1293.24,15.46,,,,,60.58,61.33,,,,,,,,
2011-01-13,1283.76,16.39,,,,,61.35,61.44,,,,,,,,
2011-01-12,1285.96,16.24,,,,,61.45,60.94,,,,,,,,
2011-01-11,1274.48,16.89,,,,,61.16,61.56,,,,,,,,
2011-01-10,1269.75,17.54,,,,,61.47,61.87,,,,,,,,
2011-01-07,1271.5,17.14,,,,,62.78,62.81,,,,,,,,
2011-01-06,1273.85,17.4,,,,,62.0,63.46,,,,,,,,
2011-01-05,1276.56,17.02,,,,,65.4,67.58,,,,,,,,
2011-01-04,1270.2,17.38,,,,,66.43,69.15,,,,,,,,
2011-01-03,1271.89,17.61,,,,,66.45,67.61,,,,,,,,
2010-12-31,1257.64,17.75,,,,,66.34,67.18,,,,,,,,
2010-12-30,1257.88,17.52,,,,,67.67,68.55,,,,,,,,
2010-12-29,1259.78,17.28,,,,,68.04,68.2,,,,,,,,
2010-12-28,1258.51,17.52,,,,,67.42,67.6,,,,,,,,
2010-12-27,1257.54,17.67,,,,,67.88,68.38,,,,,,,,
2010-12-23,1256.77,16.47,,,,,68.16,67.65,,,,,,,,
2010-12-22,1258.84,15.45,,,,,66.03,66.1,,,,,,,,
2010-12-21,1254.6,16.49,,,,,66.36,65.81,,,,,,,,
2010-12-20,1247.08,16.41,,,,,65.92,65.55,,,,,,,,
2010-12-17,1243.91,16.11,,,,,66.12,65.16,,,,,,,,
2010-12-16,1242.87,17.39,,,,,65.94,65.94,,,,,,,,
2010-12-15,1235.23,17.94,,,,,64.78,63.91,,,,,,,,
2010-12-14,1241.59,17.61,,,,,63.03,62.19,,,,,,,,
2010-12-13,1240.46,17.55,,,,,61.86,62.26,,,,,,,,
2010-12-10,1240.4,17.61,,,,,61.56,62.29,,,,,,,,
2010-12-09,1233.0,17.25,,,,,61.87,62.68,,,,,,,,
2010-12-08,1228.28,17.74,,,,,63.74,64.97,,,,,,,,
2010-12-07,1223.75,17.99,,,,,64.45,65.73,,,,,,,,
2010-12-06,1223.12,18.02,,,,,64.12,66.32,,,,,,,,
2010-12-03,1224.71,18.01,,,,,64.08,66.5,,,,,,,,
2010-12-02,1221.53,19.39,,,,,65.49,67.16,,,,,,,,
2010-12-01,1206.07,21.36,,,,,69.18,70.51,,,,,,,,
2010-11-30,1180.55,23.54,,,,,71.08,72.42,,,,,,,,
2010-11-29,1187.76,21.53,,,,,69.0,70.55,,,,,,,,
2010-11-26,1189.4,22.22,,,,,71.41,72.98,,,,,,,,
2010-11-24,1198.35,19.56,,,,,68.86,70.63,,,,,,,,
2010-11-23,1180.73,20.63,,,,,68.68,70.52,,,,,,,,
2010-11-22,1197.84,18.37,,,,,66.12,68.88,,,,,,,,
2010-11-19,1199.73,18.04,,,,44.73,68.08,,,,,,,,,
2010-11-18,1196.69,18.75,,,,45.54,68.51,,,,,,,,,
2010-11-17,1178.59,21.76,,,,56.15,69.26,,,,,,,,,
2010-11-16,1178.34,22.58,,,,59.76,70.29,,,,,,,,,
2010-11-15,1197.75,20.2,,,,53.75,68.71,,,,,,,,,
2010-11-12,1199.21,20.61,,,,54.54,69.01,,,,,,,,,
2010-11-11,1213.54,18.64,,,,46.56,67.6,,,,,,,,,
2010-11-10,1218.71,18.47,,,,48.08,68.05,,,,,,,,,
2010-11-09,1213.4,19.08,,,,52.51,68.71,,,,,,,,,
2010-11-08,1223.25,18.29,,,,49.09,67.31,,,,,,,,,
2010-11-05,1225.85,18.26,,,,51.91,67.5,,,,,,,,,
2010-11-04,1221.06,18.52,,,,52.99,65.18,,,,,,,,,
2010-11-03,1197.96,19.56,,,,57.51,67.64,,,,,,,,,
2010-11-02,1193.57,21.57,,,,65.8,71.88,,,,,,,,,
2010-11-01,1184.38,21.83,,,,65.45,71.45,,,,,,,,,
2010-10-29,1183.26,21.2,,,,65.06,70.56,,,,,,,,,
2010-10-28,1183.78,20.88,,,,63.33,70.35,,,,,,,,,
2010-10-27,1182.45,20.71,,,,62.8,69.86,,,,,,,,,
2010-10-26,1185.64,20.22,,,,63.2,69.54,,,,,,,,,
2010-10-25,1185.62,19.85,,,,60.95,69.91,,,,,,,,,
2010-10-22,1183.08,18.78,,,,59.97,70.61,,,,,,,,,
2010-10-21,1180.26,19.27,,,,60.52,70.36,,,,,,,,,
2010-10-20,1178.17,19.79,,,,61.97,72.74,,,,,,,,,
2010-10-19,1165.9,20.63,,,,63.49,73.14,,,,,,,,,
2010-10-18,1184.71,19.09,,,,58.94,72.06,,,,,,,,,
2010-10-15,1176.19,19.03,,,,61.04,73.19,,,,,,,,,
2010-10-14,1173.81,19.88,,,,61.99,72.38,,,,,,,,,
2010-10-13,1178.1,19.07,,,,63.98,73.0,,,,,,,,,
2010-10-12,1169.77,18.93,,,,63.96,74.49,,,,,,,,,
2010-10-11,1165.32,18.96,,,,64.33,75.95,,,,,,,,,
2010-10-08,1165.15,20.71,,,,66.44,77.55,,,,,,,,,
2010-10-07,1158.06,21.56,,,,67.47,78.88,,,,,,,,,
2010-10-06,1159.97,21.49,,,,67.69,78.78,,,,,,,,,
2010-10-05,1160.75,21.76,,,,70.24,77.8,,,,,,,,,
2010-10-04,1137.03,23.53,,,,71.92,78.57,,,,,,,,,
2010-10-01,1146.24,22.5,,,,70.54,78.98,,,,,,,,,
2010-09-30,1141.2,23.7,,,,75.31,81.15,,,,,,,,,
2010-09-29,1144.73,23.25,,,,73.34,80.57,,,,,,,,,
2010-09-28,1147.7,22.6,,,,70.54,79.87,,,,,,,,,
2010-09-27,1142.16,22.54,,,,71.04,80.6,,,,,,,,,
2010-09-24,1148.67,21.71,,,,69.4,78.54,,,,,,,,,
2010-09-23,1124.83,23.87,,,,75.19,80.86,,,,,,,,,
2010-09-22,1134.28,22.51,,,,70.83,78.29,,,,,,,,,
2010-09-21,1139.78,22.35,,,,72.71,78.1,,,,,,,,,
2010-09-20,1142.71,21.5,,,,71.79,75.94,,,,,,,,,
2010-09-17,1125.59,22.01,,,,72.25,76.77,,,,,,,,,
2010-09-16,1124.66,21.72,,,,70.16,75.23,,,,,,,,,
2010-09-15,1125.07,22.1,,,,69.19,75.07,,,,,,,,,
2010-09-14,1121.1,21.56,,,,69.18,75.59,,,,,,,,,
2010-09-13,1121.9,21.21,,,,68.54,74.61,,,,,,,,,
2010-09-10,1109.55,21.99,,,,70.61,74.54,,,,,,,,,
2010-09-09,1104.18,22.81,,,,72.49,75.44,,,,,,,,,
2010-09-08,1098.87,23.25,,,,72.1,74.7,,,,,,,,,
2010-09-07,1091.84,23.8,,,,72.95,75.73,,,,,,,,,
2010-09-03,1104.51,21.31,,,,68.78,73.03,,,,,,,,,
2010-09-02,1090.1,23.19,,,,72.46,74.95,,,,,,,,,
2010-09-01,1080.29,23.89,,,,73.21,75.67,,,,,,,,,
2010-08-31,1049.33,26.05,,,,74.21,75.17,,,,,,,,,
2010-08-30,1048.92,27.21,,,,78.15,76.83,,,,,,,,,
2010-08-27,1064.59,24.45,,,,72.11,73.35,,,,,,,,,
2010-08-26,1047.22,27.37,,,,78.01,76.3,,,,,,,,,
2010-08-25,1055.33,26.7,,,,77.54,74.48,,,,,,,,,
2010-08-24,1051.87,27.46,,,,81.09,75.54,,,,,,,,,
2010-08-23,1067.36,25.66,,,,78.23,75.68,,,,,,,,,
2010-08-20,1071.69,25.49,,,,77.92,74.84,,,,,,,,,
2010-08-19,1075.63,26.44,,,,77.99,73.82,,,,,,,,,
2010-08-18,1094.16,24.59,,,,77.62,75.91,,,,,,,,,
2010-08-17,1092.54,24.33,,,,77.44,75.2,,,,,,,,,
2010-08-16,1079.38,26.1,,,,78.42,75.17,,,,,,,,,
2010-08-13,1079.25,26.24,,,,79.71,76.6,,,,,,,,,
2010-08-12,1083.61,25.73,,,,77.8,76.29,,,,,,,,,
2010-08-11,1089.47,25.39,,,,76.48,74.32,,,,,,,,,
2010-08-10,1121.06,22.37,,,,74.0,71.88,,,,,,,,,
2010-08-09,1127.79,22.14,,,,73.09,71.8,,,,,,,,,
2010-08-06,1121.64,21.74,,,,73.31,71.06,,,,,,,,,
2010-08-05,1125.81,22.1,,,,72.87,71.1,,,,,,,,,
2010-08-04,1127.24,22.21,,,,72.41,69.0,,,,,,,,,
2010-08-03,1120.46,22.63,,,,72.9,70.4,,,,,,,,,
2010-08-02,1125.86,22.01,,,,69.55,69.06,,,,,,,,,
2010-07-30,1101.6,23.5,,,,73.85,71.04,,,,,,,,,
2010-07-29,1101.53,24.13,,,,75.12,72.55,,,,,,,,,
2010-07-28,1106.13,24.25,,,,75.36,71.93,,,,,,,,,
2010-07-27,1113.84,23.19,,,,73.43,71.6,,,,,,,,,
2010-07-26,1115.01,22.73,,,,72.62,71.05,,,,,,,,,
2010-07-23,1102.66,23.47,,,,73.09,70.8,,,,,,,,,
2010-07-22,1093.67,24.63,,,,75.22,73.16,,,,,,,,,
2010-07-21,1069.59,25.64,,,,74.84,73.39,,,,,,,,,
2010-07-20,1083.48,23.93,,,,74.43,71.38,,,,,,,,,
2010-07-19,1071.25,25.97,,,,78.27,74.2,,,,,,,,,
2010-07-16,1064.88,26.25,,,,74.59,72.25,,,,,,,,,
2010-07-15,1096.48,25.14,,,,75.38,75.2,,,,,,,,,
2010-07-14,1095.17,24.89,,,,72.1,73.01,,,,,,,,,
2010-07-13,1095.34,24.56,,,,70.89,72.02,,,,,,,,,
2010-07-12,1078.75,24.43,,,,70.28,70.6,,,,,,,,,
2010-07-09,1077.96,24.98,,,,69.26,70.84,,,,,,,,,
2010-07-08,1070.25,25.71,,,,69.52,71.2,,,,,,,,,
2010-07-07,1060.27,26.84,,,,71.36,72.3,,,,,,,,,
2010-07-06,1028.06,29.65,,,,75.03,72.24,,,,,,,,,
2010-07-02,1022.58,30.12,,,,68.15,70.65,,,,,,,,,
2010-07-01,1027.37,32.86,,,,69.18,70.43,,,,,,,,,
2010-06-30,1030.71,34.54,,,,75.02,75.25,,,,,,,,,
2010-06-29,1041.24,34.13,,,,74.88,75.4,,,,,,,,,
2010-06-28,1074.57,29.0,,,,72.66,71.95,,,,,,,,,
2010-06-25,1076.76,28.53,,,,71.77,70.78,,,,,,,,,
2010-06-24,1073.69,29.74,,,,74.23,71.62,,,,,,,,,
2010-06-23,1092.04,26.91,,,,72.44,70.37,,,,,,,,,
2010-06-22,1095.31,27.05,,,,72.39,70.26,,,,,,,,,
2010-06-21,1113.2,24.88,,,,69.61,67.91,,,,,,,,,
2010-06-18,1117.51,23.95,,,,69.27,67.0,,,,,,,,,
2010-06-17,1116.04,25.05,,,,67.79,66.31,,,,,,,,,
2010-06-16,1114.61,25.92,,,,68.67,66.58,,,,,,,,,
