DATE,SPX,VIX,(JCJ) January 2008,(KCJ) January 2009,(ICJ) January 2010,(JCJ) January 2011,(KCJ) January 2012,(ICJ-E) JANUARY 2013,(JCJ-E) JANUARY 2014,(KCJ) JANUARY 2015,(ICJ) JANUARY 2016,(JCJ) JANUARY 2017,(KCJ) JANUARY 2018,(ICJ) JANUARY 2019,(JCJ) JANUARY 2020,(KCJ) JANUARY 2020
2013-07-01,1614.96,16.37,,,,,,,58.05,59.0,,,,,,
2013-06-28,1606.28,16.86,,,,,,,58.05,59.0,,,,,,
2013-06-27,1613.2,16.86,,,,,,,59.32,59.76,,,,,,
2013-06-26,1603.26,17.21,,,,,,,59.2,59.82,,,,,,
2013-06-25,1588.03,18.47,,,,,,,60.36,60.69,,,,,,
2013-06-24,1573.09,20.11,,,,,,,61.32,61.42,,,,,,
2013-06-21,1592.43,18.9,,,,,,,57.62,59.13,,,,,,
2013-06-20,1588.19,20.49,,,,,,,59.15,60.36,,,,,,
2013-06-19,1628.93,16.64,,,,,,,55.94,58.5,,,,,,
2013-06-18,1651.81,16.61,,,,,,,56.22,59.12,,,,,,
2013-06-17,1639.04,16.8,,,,,,,55.78,59.84,,,,,,
2013-06-14,1626.73,17.15,,,,,,,56.6,60.84,,,,,,
2013-06-13,1636.36,16.41,,,,,,,54.97,60.91,,,,,,
2013-06-12,1612.52,18.59,,,,,,,59.3,62.96,,,,,,
2013-06-11,1626.13,17.07,,,,,,,56.2,60.96,,,,,,
2013-06-10,1642.81,15.44,,,,,,,52.55,58.84,,,,,,
2013-06-07,1643.38,15.14,,,,,,,52.67,58.84,,,,,,
2013-06-06,1622.56,16.63,,,,,,,52.65,58.81,,,,,,
2013-06-05,1608.9,17.5,,,,,,,55.07,59.7,,,,,,
2013-06-04,1631.38,16.27,,,,,,,54.44,59.6,,,,,,
2013-06-03,1640.42,16.28,,,,,,,55.02,59.89,,,,,,
2013-05-31,1630.74,16.3,,,,,,,55.15,59.14,,,,,,
2013-05-30,1654.41,14.53,,,,,,,52.88,58.34,,,,,,
2013-05-29,1648.36,14.83,,,,,,,53.41,59.55,,,,,,
2013-05-28,1660.06,14.48,,,,,,,53.85,59.14,,,,,,
2013-05-24,1649.6,13.99,,,,,,,53.74,60.13,,,,,,
2013-05-23,1650.51,14.07,,,,,,,55.21,61.08,,,,,,
2013-05-22,1655.35,13.82,,,,,,,54.88,61.23,,,,,,
2013-05-21,1669.16,13.37,,,,,,,56.7,62.32,,,,,,
2013-05-20,1666.29,13.02,,,,,,,55.93,61.56,,,,,,
2013-05-17,1667.47,12.45,,,,,,,56.74,62.48,,,,,,
2013-05-16,1650.47,13.07,,,,,,,57.21,62.37,,,,,,
2013-05-15,1658.78,12.81,,,,,,,56.75,62.93,,,,,,
2013-05-14,1650.34,12.77,,,,,,,56.46,62.51,,,,,,
2013-05-13,1633.77,12.55,,,,,,,56.09,62.24,,,,,,
2013-05-10,1633.7,12.59,,,,,,,56.71,61.08,,,,,,
2013-05-09,1626.67,13.13,,,,,,,55.34,61.74,,,,,,
2013-05-08,1632.69,12.66,,,,,,,52.51,58.66,,,,,,
2013-05-07,1625.96,12.83,,,,,,,51.8,59.45,,,,,,
2013-05-06,1617.5,12.66,,,,,,,51.5,58.92,,,,,,
2013-05-03,1614.42,12.85,,,,,,,52.04,58.33,,,,,,
2013-05-02,1597.59,13.59,,,,,,,52.75,58.5,,,,,,
2013-05-01,1582.7,14.49,,,,,,,54.14,58.91,,,,,,
2013-04-30,1597.57,13.52,,,,,,,51.52,56.86,,,,,,
2013-04-29,1593.61,13.71,,,,,,,51.92,58.92,,,,,,
2013-04-26,1582.24,13.61,,,,,,,52.79,59.68,,,,,,
2013-04-25,1585.16,13.62,,,,,,,51.65,58.64,,,,,,
2013-04-24,1578.79,13.61,,,,,,,51.83,59.85,,,,,,
2013-04-23,1578.78,13.48,,,,,,,51.06,59.18,,,,,,
2013-04-22,1562.5,14.39,,,,,,,55.11,62.69,,,,,,
2013-04-19,1555.25,14.97,,,,,,,56.01,63.75,,,,,,
2013-04-18,1541.61,17.56,,,,,,,58.28,66.04,,,,,,
2013-04-17,1552.01,16.51,,,,,,,56.05,63.78,,,,,,
2013-04-16,1574.57,13.96,,,,,,,52.83,60.24,,,,,,
2013-04-15,1552.36,17.27,,,,,,,58.06,63.95,,,,,,
2013-04-12,1588.85,12.06,,,,,,,51.59,59.53,,,,,,
2013-04-11,1593.37,12.24,,,,,,,50.97,59.73,,,,,,
2013-04-10,1587.73,12.36,,,,,,,51.27,59.94,,,,,,
2013-04-09,1568.61,12.84,,,,,,,52.97,61.08,,,,,,
2013-04-08,1563.07,13.19,,,,,,,52.76,61.66,,,,,,
2013-04-05,1553.28,13.92,,,,,,,55.49,63.39,,,,,,
2013-04-04,1559.98,13.89,,,,,,,56.08,62.98,,,,,,
2013-04-03,1553.69,14.21,,,,,,,57.61,62.9,,,,,,
2013-04-02,1570.25,12.78,,,,,,,55.93,63.85,,,,,,
2013-04-01,1562.17,13.58,,,,,,,57.56,63.91,,,,,,
2013-03-28,1569.19,12.7,,,,,,,55.79,62.38,,,,,,
2013-03-27,1562.85,13.15,,,,,,,55.71,62.05,,,,,,
2013-03-26,1563.77,12.77,,,,,,,54.84,60.37,,,,,,
2013-03-25,1551.69,13.74,,,,,,,54.82,61.39,,,,,,
2013-03-22,1556.89,13.57,,,,,,,55.18,61.42,,,,,,
2013-03-21,1545.8,13.99,,,,,,,55.7,61.46,,,,,,
2013-03-20,1558.71,12.67,,,,,,,55.16,60.32,,,,,,
2013-03-19,1548.34,14.39,,,,,,,57.16,62.25,,,,,,
2013-03-18,1552.1,13.36,,,,,,,58.04,62.17,,,,,,
2013-03-15,1560.7,11.3,,,,,,,55.49,60.7,,,,,,
2013-03-14,1563.23,11.3,,,,,,,53.63,59.68,,,,,,
2013-03-13,1554.52,11.83,,,,,,,54.96,60.26,,,,,,
2013-03-12,1552.48,12.27,,,,,,,55.75,61.46,,,,,,
2013-03-11,1556.22,11.56,,,,,,,54.62,62.71,,,,,,
2013-03-08,1551.18,12.59,,,,,,,55.44,62.19,,,,,,
2013-03-07,1544.26,13.06,,,,,,,55.11,62.97,,,,,,
2013-03-06,1541.46,13.53,,,,,,,56.03,63.19,,,,,,
2013-03-05,1539.79,13.48,,,,,,,55.44,63.46,,,,,,
2013-03-04,1525.2,14.01,,,,,,,55.98,63.27,,,,,,
2013-03-01,1518.2,15.36,,,,,,,59.94,66.04,,,,,,
2013-02-28,1514.68,15.51,,,,,,,60.02,67.23,,,,,,
2013-02-27,1515.99,14.73,,,,,,,59.23,66.07,,,,,,
2013-02-26,1496.94,16.87,,,,,,,60.98,69.28,,,,,,
2013-02-25,1487.85,18.99,,,,,,,63.86,70.17,,,,,,
2013-02-22,1515.6,14.17,,,,,,,58.24,67.08,,,,,,
2013-02-21,1502.42,15.22,,,,,,,60.07,67.42,,,,,,
2013-02-20,1511.95,14.68,,,,,,,60.73,69.47,,,,,,
2013-02-19,1530.94,12.31,,,,,,,57.46,66.03,,,,,,
2013-02-15,1519.79,12.46,,,,,,,57.77,67.03,,,,,,
2013-02-14,1521.38,12.66,,,,,,,57.78,65.78,,,,,,
2013-02-13,1520.33,12.98,,,,,,,58.61,65.59,,,,,,
2013-02-12,1519.43,12.64,,,,,,,57.54,66.04,,,,,,
2013-02-11,1517.01,12.94,,,,,,,57.03,64.26,,,,,,
2013-02-08,1517.93,13.02,,,,,,,57.61,65.18,,,,,,
2013-02-07,1509.39,13.5,,,,,,,58.88,66.11,,,,,,
2013-02-06,1512.12,13.41,,,,,,,60.24,66.59,,,,,,
2013-02-05,1511.29,13.72,,,,,,,61.12,67.66,,,,,,
2013-02-04,1495.71,14.67,,,,,,,62.57,67.59,,,,,,
2013-02-01,1513.17,12.9,,,,,,,60.42,66.84,,,,,,
2013-01-31,1498.11,14.28,,,,,,,62.87,67.54,,,,,,
2013-01-30,1501.96,14.32,,,,,,,61.42,66.36,,,,,,
2013-01-29,1507.84,13.31,,,,,,,59.54,65.84,,,,,,
2013-01-28,1500.18,13.57,,,,,,,60.84,66.69,,,,,,
2013-01-25,1502.96,12.89,,,,,,,61.41,68.48,,,,,,
2013-01-24,1494.82,12.69,,,,,,,61.6,67.13,,,,,,
2013-01-23,1494.81,12.46,,,,,,,60.44,65.07,,,,,,
2013-01-22,1492.56,12.43,,,,,,,60.84,67.39,,,,,,
2013-01-18,1485.98,12.46,,,,,,,62.49,70.87,,,,,,
2013-01-17,1480.94,13.57,,,,,,,62.63,70.47,,,,,,
2013-01-16,1472.63,13.42,,,,,,,63.08,69.78,,,,,,
2013-01-15,1472.34,13.55,,,,,,,63.01,70.11,,,,,,
2013-01-14,1470.68,13.52,,,,,,,62.16,69.38,,,,,,
2013-01-11,1472.05,13.36,,,,,,,61.41,68.86,,,,,,
2013-01-10,1472.12,13.49,,,,,,,61.07,67.96,,,,,,
2013-01-09,1461.02,13.81,,,,,,,63.61,71.01,,,,,,
2013-01-08,1457.15,13.62,,,,,,,62.87,70.6,,,,,,
2013-01-07,1461.89,13.79,,,,,,,62.01,69.75,,,,,,
2013-01-04,1466.47,13.83,,,,,,,61.39,68.71,,,,,,
2013-01-03,1459.37,14.56,,,,,,,61.61,68.44,,,,,,
2013-01-02,1462.42,14.68,,,,,,,59.76,67.57,,,,,,
2012-12-31,1426.19,18.02,,,,,,,60.84,68.16,,,,,,
2012-12-28,1402.43,22.72,,,,,,,71.38,74.79,,,,,,
2012-12-27,1418.1,19.47,,,,,,,68.15,73.21,,,,,,
2012-12-26,1419.83,19.48,,,,,,,68.74,73.85,,,,,,
2012-12-24,1426.66,18.59,,,,,,,67.56,73.22,,,,,,
2012-12-21,1430.15,17.84,,,,,,,65.59,72.54,,,,,,
2012-12-20,1443.69,17.67,,,,,,,64.58,71.8,,,,,,
2012-12-19,1435.81,17.36,,,,,,,65.8,72.36,,,,,,
2012-12-18,1446.79,15.57,,,,,,,62.99,69.48,,,,,,
2012-12-17,1430.36,16.34,,,,,,,64.86,71.06,,,,,,
2012-12-14,1413.58,17.0,,,,,,,65.78,71.49,,,,,,
2012-12-13,1419.45,16.56,,,,,,,65.92,71.34,,,,,,
2012-12-12,1428.48,15.95,,,,,,,65.87,70.08,,,,,,
2012-12-11,1427.84,15.57,,,,,,,63.81,67.72,,,,,,
2012-12-10,1418.55,16.05,,,,,,,62.3,66.02,,,,,,
2012-12-07,1418.07,15.9,,,,,,,63.33,67.23,,,,,,
2012-12-06,1413.94,16.58,,,,,,,63.83,67.63,,,,,,
2012-12-05,1409.28,16.46,,,,,,,63.83,67.79,,,,,,
2012-12-04,1407.05,17.12,,,,,,,65.12,67.66,,,,,,
2012-12-03,1409.46,16.64,,,,,,,64.16,67.24,,,,,,
2012-11-30,1416.18,15.87,,,,,,,62.64,65.95,,,,,,
2012-11-29,1415.95,15.06,,,,,,,61.71,65.13,,,,,,
2012-11-28,1409.93,15.51,,,,,,,62.58,65.16,,,,,,
2012-11-27,1398.94,15.92,,,,,,,63.81,66.41,,,,,,
2012-11-26,1406.29,15.5,,,,,,,62.47,65.25,,,,,,
2012-11-23,1409.15,15.14,,,,,,,62.03,64.78,,,,,,
2012-11-21,1391.03,15.31,,,,,,,63.02,65.52,,,,,,
2012-11-20,1387.81,15.08,,,,,,,61.54,64.65,,,,,,
2012-11-19,1386.89,15.24,,,,,,,61.89,,,,,,,
2012-11-16,1359.88,16.41,,,,,,47.1,63.48,,,,,,,
2012-11-15,1353.33,17.99,,,,,,55.3,66.53,,,,,,,
2012-11-14,1355.49,17.92,,,,,,56.2,67.19,,,,,,,
2012-11-13,1374.53,16.65,,,,,,51.61,65.76,,,,,,,
2012-11-12,1380.03,16.68,,,,,,51.41,65.16,,,,,,,
2012-11-09,1379.85,18.61,,,,,,56.7,67.12,,,,,,,
2012-11-08,1377.51,18.49,,,,,,53.57,66.32,,,,,,,
2012-11-07,1394.53,19.08,,,,,,58.23,66.6,,,,,,,
2012-11-06,1428.39,17.58,,,,,,51.6,63.09,,,,,,,
2012-11-05,1417.26,18.42,,,,,,55.69,64.72,,,,,,,
2012-11-02,1414.2,17.59,,,,,,53.05,63.85,,,,,,,
2012-11-01,1427.59,16.69,,,,,,48.99,62.95,,,,,,,
2012-10-31,1412.16,18.6,,,,,,56.83,67.22,,,,,,,
2012-10-26,1411.94,17.81,,,,,,52.28,65.66,,,,,,,
2012-10-25,1412.97,18.12,,,,,,52.78,65.39,,,,,,,
2012-10-24,1408.75,18.33,,,,,,54.54,67.76,,,,,,,
2012-10-23,1413.11,18.83,,,,,,55.2,67.01,,,,,,,
2012-10-22,1433.82,16.62,,,,,,47.2,64.24,,,,,,,
2012-10-19,1433.19,17.06,,,,,,49.31,65.2,,,,,,,
2012-10-18,1457.34,15.03,,,,,,43.75,61.91,,,,,,,
2012-10-17,1460.91,15.07,,,,,,45.23,61.21,,,,,,,
2012-10-16,1454.92,15.22,,,,,,46.95,61.39,,,,,,,
2012-10-15,1440.13,15.27,,,,,,46.18,61.68,,,,,,,
2012-10-12,1428.59,16.14,,,,,,49.26,63.23,,,,,,,
2012-10-11,1432.84,15.59,,,,,,47.42,63.1,,,,,,,
2012-10-10,1432.56,16.29,,,,,,49.58,65.16,,,,,,,
2012-10-09,1441.48,16.37,,,,,,50.72,65.88,,,,,,,
2012-10-08,1455.88,15.11,,,,,,46.09,64.83,,,,,,,
2012-10-05,1460.93,14.33,,,,,,45.42,64.25,,,,,,,
2012-10-04,1461.4,14.55,,,,,,45.78,66.02,,,,,,,
2012-10-03,1450.99,15.43,,,,,,47.64,66.76,,,,,,,
2012-10-02,1445.75,15.71,,,,,,49.15,67.36,,,,,,,
2012-10-01,1444.49,16.32,,,,,,50.04,67.69,,,,,,,
2012-09-28,1440.67,15.73,,,,,,48.83,67.38,,,,,,,
2012-09-27,1447.15,14.84,,,,,,47.09,67.19,,,,,,,
2012-09-26,1433.32,16.81,,,,,,54.87,70.15,,,,,,,
2012-09-25,1441.59,15.43,,,,,,52.15,68.19,,,,,,,
2012-09-24,1456.89,14.15,,,,,,48.48,66.29,,,,,,,
2012-09-21,1460.15,13.98,,,,,,50.85,68.12,,,,,,,
2012-09-20,1460.26,14.07,,,,,,48.78,66.47,,,,,,,
2012-09-19,1461.05,13.88,,,,,,49.29,65.07,,,,,,,
2012-09-18,1459.32,14.18,,,,,,50.06,64.97,,,,,,,
2012-09-17,1461.19,14.59,,,,,,52.94,65.92,,,,,,,
2012-09-14,1465.77,14.51,,,,,,53.16,66.21,,,,,,,
2012-09-13,1459.99,14.05,,,,,,50.97,62.76,,,,,,,
2012-09-12,1436.56,15.8,,,,,,54.13,66.27,,,,,,,
2012-09-11,1433.56,16.41,,,,,,57.11,67.61,,,,,,,
2012-09-10,1429.08,16.28,,,,,,56.82,67.74,,,,,,,
2012-09-07,1437.92,14.38,,,,,,52.37,67.85,,,,,,,
2012-09-06,1432.12,15.6,,,,,,54.07,68.64,,,,,,,
2012-09-05,1403.44,17.74,,,,,,58.36,68.16,,,,,,,
2012-09-04,1404.94,17.98,,,,,,58.24,69.86,,,,,,,
2012-08-31,1406.58,17.47,,,,,,60.9,71.83,,,,,,,
2012-08-30,1399.48,17.83,,,,,,62.41,71.87,,,,,,,
2012-08-29,1410.49,17.06,,,,,,63.26,73.88,,,,,,,
2012-08-28,1409.3,16.49,,,,,,60.91,70.73,,,,,,,
2012-08-27,1410.44,16.35,,,,,,61.72,73.42,,,,,,,
2012-08-24,1411.13,15.18,,,,,,58.71,70.97,,,,,,,
2012-08-23,1402.08,15.96,,,,,,62.2,74.76,,,,,,,
2012-08-22,1413.49,15.11,,,,,,60.1,74.75,,,,,,,
2012-08-21,1413.17,15.02,,,,,,61.29,74.87,,,,,,,
2012-08-20,1418.13,14.02,,,,,,60.44,73.32,,,,,,,
2012-08-17,1418.16,13.45,,,,,,60.33,72.96,,,,,,,
2012-08-16,1415.51,14.29,,,,,,61.98,74.19,,,,,,,
2012-08-15,1405.53,14.63,,,,,,65.18,75.3,,,,,,,
2012-08-14,1403.93,14.85,,,,,,63.12,74.86,,,,,,,
2012-08-13,1404.11,13.7,,,,,,61.69,71.99,,,,,,,
2012-08-10,1405.87,14.74,,,,,,64.14,74.55,,,,,,,
2012-08-09,1402.8,15.28,,,,,,63.14,73.56,,,,,,,
2012-08-08,1402.22,15.32,,,,,,64.06,73.01,,,,,,,
2012-08-07,1401.35,15.99,,,,,,65.24,74.37,,,,,,,
2012-08-06,1394.23,15.95,,,,,,65.12,72.69,,,,,,,
2012-08-03,1390.99,15.64,,,,,,64.32,72.24,,,,,,,
2012-08-02,1365.0,17.57,,,,,,66.17,72.73,,,,,,,
2012-08-01,1375.32,18.96,,,,,,69.65,74.09,,,,,,,
2012-07-31,1379.32,18.93,,,,,,70.76,74.64,,,,,,,
2012-07-30,1385.3,18.03,,,,,,69.21,73.8,,,,,,,
2012-07-27,1385.97,16.7,,,,,,66.85,73.19,,,,,,,
2012-07-26,1360.02,17.53,,,,,,64.55,73.31,,,,,,,
2012-07-25,1337.89,19.34,,,,,,70.6,74.33,,,,,,,
2012-07-24,1338.31,20.47,,,,,,72.21,77.3,,,,,,,
2012-07-23,1350.52,18.62,,,,,,70.03,75.0,,,,,,,
2012-07-20,1362.66,16.27,,,,,,67.4,72.21,,,,,,,
2012-07-19,1376.51,15.45,,,,,,64.39,70.94,,,,,,,
2012-07-18,1372.78,16.16,,,,,,65.96,71.17,,,,,,,
2012-07-17,1363.67,16.48,,,,,,63.97,70.61,,,,,,,
2012-07-16,1353.64,17.11,,,,,,66.13,73.33,,,,,,,
2012-07-13,1356.78,16.74,,,,,,65.4,73.55,,,,,,,
2012-07-12,1334.76,18.33,,,,,,67.51,74.42,,,,,,,
2012-07-11,1341.45,17.95,,,,,,66.34,74.39,,,,,,,
2012-07-10,1341.47,18.72,,,,,,68.1,75.07,,,,,,,
2012-07-09,1352.46,17.98,,,,,,66.61,73.98,,,,,,,
2012-07-06,1354.68,17.1,,,,,,66.01,73.71,,,,,,,
2012-07-05,1367.58,17.5,,,,,,67.61,74.04,,,,,,,
2012-07-03,1374.02,16.66,,,,,,63.51,71.85,,,,,,,
2012-07-02,1365.51,16.8,,,,,,64.68,71.74,,,,,,,
2012-06-29,1362.16,17.08,,,,,,64.05,70.49,,,,,,,
2012-06-28,1329.04,19.71,,,,,,68.37,73.14,,,,,,,
2012-06-27,1331.85,19.45,,,,,,68.64,72.84,,,,,,,
2012-06-26,1319.99,19.72,,,,,,68.75,73.4,,,,,,,
2012-06-25,1313.72,20.38,,,,,,71.59,75.51,,,,,,,
2012-06-22,1335.02,18.11,,,,,,69.18,74.84,,,,,,,
2012-06-21,1325.51,20.08,,,,,,72.33,75.57,,,,,,,
2012-06-20,1355.69,17.24,,,,,,67.58,73.53,,,,,,,
2012-06-19,1357.98,18.38,,,,,,69.57,74.54,,,,,,,
2012-06-18,1344.78,18.32,,,,,,67.31,74.03,,,,,,,
2012-06-15,1342.84,21.11,,,,,,70.32,73.19,,,,,,,
2012-06-14,1329.1,21.68,,,,,,70.07,73.57,,,,,,,
2012-06-13,1314.88,24.27,,,,,,74.97,76.51,,,,,,,
2012-06-12,1324.18,22.09,,,,,,71.86,75.15,,,,,,,
2012-06-11,1308.93,23.56,,,,,,74.25,78.79,,,,,,,
2012-06-08,1325.66,21.23,,,,,,68.45,76.54,,,,,,,
2012-06-07,1314.99,21.72,,,,,,71.05,76.07,,,,,,,
2012-06-06,1315.13,22.16,,,,,,69.26,75.04,,,,,,,
2012-06-05,1285.5,24.68,,,,,,71.28,75.64,,,,,,,
2012-06-04,1278.18,26.12,,,,,,72.67,76.47,,,,,,,
2012-06-01,1278.04,26.66,,,,,,73.32,77.29,,,,,,,
2012-05-31,1310.33,24.06,,,,,,70.79,74.47,,,,,,,
2012-05-30,1313.32,24.14,,,,,,71.25,75.11,,,,,,,
2012-05-29,1332.42,21.03,,,,,,66.6,71.84,,,,,,,
2012-05-25,1317.82,21.76,,,,,,68.52,73.26,,,,,,,
2012-05-24,1320.68,21.54,,,,,,66.91,71.8,,,,,,,
2012-05-23,1318.86,22.33,,,,,,69.99,72.29,,,,,,,
2012-05-22,1316.63,22.48,,,,,,71.75,72.35,,,,,,,
2012-05-21,1315.99,22.01,,,,,,70.13,72.64,,,,,,,
2012-05-18,1295.22,25.1,,,,,,72.56,74.79,,,,,,,
2012-05-17,1304.86,24.49,,,,,,70.74,73.64,,,,,,,
2012-05-16,1324.8,22.27,,,,,,69.6,72.93,,,,,,,
2012-05-15,1330.66,21.97,,,,,,70.05,74.3,,,,,,,
2012-05-14,1338.35,21.87,,,,,,70.17,75.35,,,,,,,
2012-05-11,1353.39,19.89,,,,,,68.98,74.21,,,,,,,
2012-05-10,1357.99,18.83,,,,,,66.02,72.18,,,,,,,
2012-05-09,1354.58,20.08,,,,,,67.09,73.46,,,,,,,
2012-05-08,1363.72,19.05,,,,,,66.37,72.29,,,,,,,
2012-05-07,1369.58,18.94,,,,,,66.7,73.17,,,,,,,
2012-05-04,1369.1,19.16,,,,,,68.05,74.97,,,,,,,
2012-05-03,1391.57,17.56,,,,,,65.19,72.73,,,,,,,
2012-05-02,1402.31,16.88,,,,,,64.36,72.17,,,,,,,
2012-05-01,1405.82,16.6,,,,,,64.17,72.31,,,,,,,
2012-04-30,1397.91,17.15,,,,,,63.94,72.82,,,,,,,
2012-04-27,1403.36,16.32,,,,,,63.0,72.06,,,,,,,
2012-04-26,1399.98,16.24,,,,,,62.89,73.09,,,,,,,
2012-04-25,1390.69,16.82,,,,,,63.91,73.51,,,,,,,
2012-04-24,1371.97,18.1,,,,,,67.64,77.06,,,,,,,
2012-04-23,1366.94,18.97,,,,,,69.65,76.94,,,,,,,
2012-04-20,1378.53,17.44,,,,,,66.0,74.94,,,,,,,
2012-04-19,1376.92,18.36,,,,,,66.16,75.73,,,,,,,
2012-04-18,1385.14,18.64,,,,,,65.42,74.94,,,,,,,
2012-04-17,1390.78,18.46,,,,,,64.41,74.6,,,,,,,
2012-04-16,1369.57,19.55,,,,,,67.38,75.1,,,,,,,
2012-04-13,1370.26,19.55,,,,,,66.17,74.61,,,,,,,
2012-04-12,1387.57,17.2,,,,,,62.07,70.86,,,,,,,
2012-04-11,1368.71,20.02,,,,,,68.54,75.66,,,,,,,
2012-04-10,1358.59,20.39,,,,,,68.14,74.24,,,,,,,
2012-04-09,1382.2,18.81,,,,,,66.64,72.57,,,,,,,
2012-04-05,1398.08,16.7,,,,,,64.35,71.82,,,,,,,
2012-04-04,1398.96,16.44,,,,,,63.36,70.58,,,,,,,
2012-04-03,1413.38,15.66,,,,,,61.39,68.48,,,,,,,
2012-04-02,1419.04,15.64,,,,,,62.32,69.01,,,,,,,
2012-03-30,1408.47,15.5,,,,,,61.09,68.55,,,,,,,
2012-03-29,1403.28,15.48,,,,,,61.15,68.47,,,,,,,
2012-03-28,1405.54,15.47,,,,,,60.97,68.46,,,,,,,
2012-03-27,1412.52,15.59,,,,,,62.34,68.37,,,,,,,
2012-03-26,1416.51,14.26,,,,,,58.26,67.35,,,,,,,
2012-03-23,1397.11,14.82,,,,,,62.36,70.54,,,,,,,
2012-03-22,1392.78,15.57,,,,,,64.06,73.16,,,,,,,
2012-03-21,1402.89,15.13,,,,,,65.36,73.37,,,,,,,
2012-03-20,1405.52,15.58,,,,,,66.2,75.65,,,,,,,
2012-03-19,1409.75,15.04,,,,,,66.91,75.47,,,,,,,
2012-03-16,1404.17,14.47,,,,,,68.34,76.9,,,,,,,
2012-03-15,1402.6,15.42,,,,,,67.31,76.8,,,,,,,
2012-03-14,1394.28,15.31,,,,,,67.56,76.48,,,,,,,
2012-03-13,1395.95,14.8,,,,,,66.65,75.22,,,,,,,
2012-03-12,1371.09,15.64,,,,,,68.68,77.31,,,,,,,
2012-03-09,1370.87,17.11,,,,,,68.99,77.67,,,,,,,
2012-03-08,1365.91,17.95,,,,,,70.09,78.2,,,,,,,
2012-03-07,1352.63,19.07,,,,,,72.17,80.05,,,,,,,
2012-03-06,1343.36,20.87,,,,,,73.61,80.18,,,,,,,
2012-03-05,1364.33,18.05,,,,,,71.33,79.46,,,,,,,
2012-03-02,1369.63,17.29,,,,,,70.67,80.08,,,,,,,
2012-03-01,1374.09,17.26,,,,,,69.56,78.64,,,,,,,
2012-02-29,1365.68,18.43,,,,,,72.77,81.84,,,,,,,
2012-02-28,1372.18,17.96,,,,,,72.03,81.94,,,,,,,
2012-02-27,1367.59,18.19,,,,,,72.26,82.14,,,,,,,
2012-02-24,1365.74,17.31,,,,,,71.39,80.43,,,,,,,
2012-02-23,1363.46,16.8,,,,,,70.73,80.55,,,,,,,
2012-02-22,1357.66,18.19,,,,,,72.74,82.6,,,,,,,
2012-02-21,1362.21,18.19,,,,,,71.96,82.08,,,,,,,
2012-02-17,1361.23,17.78,,,,,,71.35,80.82,,,,,,,
2012-02-16,1358.04,19.22,,,,,,70.12,77.56,,,,,,,
2012-02-15,1343.23,21.14,,,,,,73.33,83.37,,,,,,,
2012-02-14,1350.5,19.54,,,,,,72.17,80.52,,,,,,,
2012-02-13,1351.77,19.04,,,,,,71.51,79.63,,,,,,,
2012-02-10,1342.64,20.79,,,,,,73.15,79.22,,,,,,,
2012-02-09,1351.95,18.63,,,,,,73.85,80.17,,,,,,,
2012-02-08,1349.96,18.16,,,,,,73.08,78.54,,,,,,,
2012-02-07,1347.05,17.65,,,,,,71.73,78.0,,,,,,,
2012-02-06,1344.33,17.76,,,,,,71.14,77.55,,,,,,,
2012-02-03,1344.9,17.1,,,,,,70.88,77.4,,,,,,,
2012-02-02,1325.54,17.98,,,,,,72.33,79.45,,,,,,,
2012-02-01,1324.09,18.55,,,,,,74.79,79.99,,,,,,,
2012-01-31,1312.41,19.44,,,,,,75.53,80.55,,,,,,,
2012-01-30,1313.01,19.4,,,,,,74.49,79.73,,,,,,,
2012-01-27,1316.33,18.53,,,,,,73.79,78.48,,,,,,,
2012-01-26,1318.43,18.57,,,,,,74.74,79.48,,,,,,,
2012-01-25,1326.06,18.31,,,,,,75.34,78.98,,,,,,,
2012-01-24,1314.65,18.91,,,,,,76.44,78.59,,,,,,,
2012-01-23,1316.0,18.67,,,,,,75.82,79.17,,,,,,,
2012-01-20,1315.38,18.28,,,,,,76.29,78.63,,,,,,,
2012-01-19,1314.5,19.87,,,,,,76.5,78.26,,,,,,,
2012-01-18,1308.04,20.89,,,,,,77.24,78.01,,,,,,,
2012-01-17,1293.67,22.2,,,,,,78.75,79.9,,,,,,,
2012-01-13,1289.09,20.91,,,,,,76.58,78.71,,,,,,,
2012-01-12,1295.5,20.47,,,,,,76.76,77.77,,,,,,,
2012-01-11,1292.48,21.05,,,,,,76.65,78.3,,,,,,,
2012-01-10,1292.08,20.69,,,,,,75.97,77.72,,,,,,,
2012-01-09,1280.7,21.07,,,,,,76.46,78.8,,,,,,,
2012-01-06,1277.81,20.63,,,,,,75.05,77.36,,,,,,,
2012-01-05,1281.06,21.48,,,,,,75.03,77.1,,,,,,,
2012-01-04,1277.3,22.22,,,,,,75.73,77.42,,,,,,,
2012-01-03,1277.06,22.97,,,,,,78.73,78.86,,,,,,,
2011-12-30,1257.6,23.4,,,,,,78.4,79.36,,,,,,,
2011-12-29,1263.02,22.65,,,,,,79.26,79.55,,,,,,,
2011-12-28,1249.64,23.52,,,,,,80.42,81.34,,,,,,,
2011-12-27,1265.43,21.91,,,,,,79.31,79.67,,,,,,,
2011-12-23,1265.33,20.73,,,,,,80.61,82.79,,,,,,,
2011-12-22,1254.0,21.16,,,,,,78.33,79.69,,,,,,,
2011-12-21,1243.72,21.43,,,,,,77.34,78.89,,,,,,,
2011-12-20,1241.3,23.22,,,,,,79.36,81.41,,,,,,,
