Date,ShortVolume,ShortExemptVolume,TotalVolume
2018-06-01,9712659.0,7938.0,17290013.0
2018-05-31,11808339.0,4928.0,20034959.0
2018-05-30,11098772.0,7528.0,16573670.0
2018-05-29,13631258.0,28801.0,27739921.0
2018-05-25,8791071.0,3648.0,11602415.0
2018-05-24,10099863.0,2328.0,18561785.0
2018-05-23,9749790.0,1248.0,12881645.0
2018-05-22,5945919.0,4357.0,12048732.0
2018-05-21,6646481.0,5579.0,14474534.0
2018-05-18,15178946.0,1141.0,24097490.0
2018-05-17,8391409.0,4884.0,13537518.0
2018-05-16,5211726.0,4504.0,9926755.0
2018-05-15,11905644.0,8188.0,20681328.0
2018-05-14,8487868.0,1540.0,11752688.0
2018-05-11,7876893.0,2023.0,12055985.0
2018-05-10,13180233.0,1182.0,18938750.0
2018-05-09,7887386.0,5215.0,12666069.0
2018-05-08,6627036.0,6477.0,14169956.0
2018-05-07,5807434.0,1572.0,11287074.0
2018-05-04,7904845.0,6444.0,16088104.0
2018-05-03,14724279.0,1830.0,29197007.0
2018-05-02,7003179.0,1113.0,18711194.0
2018-05-01,6622354.0,2497.0,14079715.0
2018-04-30,5770358.0,6848.0,15237037.0
2018-04-27,5881292.0,1517.0,11003445.0
2018-04-26,7359189.0,8786.0,15574804.0
2018-04-25,9920542.0,3308.0,23933696.0
2018-04-24,14840629.0,21046.0,26093424.0
2018-04-23,8984818.0,1512.0,14833470.0
2018-04-20,22942273.0,1143.0,33528392.0
2018-04-19,9290087.0,16529.0,16428324.0
2018-04-18,7865986.0,3300.0,16374072.0
2018-04-17,10098506.0,1830.0,16091098.0
2018-04-16,7213564.0,5520.0,13752880.0
2018-04-13,12020521.0,21508.0,19105057.0
2018-04-12,6281406.0,5527.0,16048534.0
2018-04-11,11358334.0,1281.0,24985051.0
2018-04-10,10552046.0,9877.0,26024259.0
2018-04-09,11871782.0,9994.0,29083866.0
2018-04-06,16449104.0,12733.0,37592340.0
2018-04-05,7645939.0,389.0,21462014.0
2018-04-04,11862238.0,42230.0,25025374.0
2018-04-03,10418178.0,2438.0,35163725.0
2018-04-02,24441908.0,3331.0,48070641.0
2018-03-29,12015870.0,600.0,26966773.0
2018-03-28,11595263.0,131.0,33800047.0
2018-03-27,12032135.0,4582.0,24411555.0
2018-03-26,21074646.0,5939.0,43722603.0
2018-03-23,21005324.0,11240.0,53020661.0
2018-03-22,17687583.0,11713.0,35469362.0
2018-03-21,9810852.0,11688.0,21430425.0
2018-03-20,8463860.0,8070.0,18299137.0
2018-03-19,14782110.0,20234.0,26604255.0
2018-03-16,13552970.0,15901.0,38394091.0
2018-03-15,13800733.0,16056.0,22209740.0
2018-03-14,9096467.0,2528.0,31287498.0
2018-03-13,11563571.0,13605.0,25815616.0
2018-03-12,11586608.0,20381.0,22590832.0
2018-03-09,23367271.0,6158.0,38308785.0
2018-03-08,6693893.0,14500.0,12407395.0
2018-03-07,14552075.0,5483.0,20982739.0
2018-03-06,12538492.0,9515.0,22579061.0
2018-03-05,16043766.0,4498.0,26107667.0
2018-03-02,14815871.0,100.0,29892881.0
2018-03-01,18132355.0,6423.0,42742033.0
2018-02-28,10427000.0,800.0,21465067.0
2018-02-27,11941004.0,5458.0,19347603.0
2018-02-26,15695694.0,12770.0,25439678.0
2018-02-23,13673356.0,0.0,19362659.0
2018-02-22,16369469.0,1553.0,28194692.0
2018-02-21,8598205.0,0.0,18646071.0
2018-02-20,11979691.0,2506.0,20325093.0
2018-02-16,35836380.0,3718.0,61421567.0
2018-02-15,21750374.0,7790.0,31723235.0
2018-02-14,16090652.0,208.0,27972754.0
2018-02-13,10077829.0,727.0,22773426.0
2018-02-12,22189888.0,0.0,38939700.0
2018-02-09,45519357.0,8.0,75739267.0
2018-02-08,39086991.0,900.0,71365675.0
2018-02-07,26153725.0,10893.0,43304391.0
2018-02-06,44058949.0,7331.0,96474268.0
2018-02-05,25774610.0,2249.0,65065339.0
2018-02-02,15123058.0,2672.0,37374628.0
2018-02-01,7103933.0,1671.0,16483085.0
2018-01-31,8795134.0,625.0,23546749.0
2018-01-30,15500344.0,7020.0,34272907.0
2018-01-29,10015032.0,8336.0,19969240.0
2018-01-26,11049079.0,2863.0,30110003.0
2018-01-25,12141822.0,1146.0,22017052.0
2018-01-24,18978057.0,8438.0,39344746.0
2018-01-23,13639280.0,14028.0,31567848.0
2018-01-22,8165234.0,13844.0,16436835.0
2018-01-19,32455032.0,17800.0,64018990.0
2018-01-18,19314551.0,9990.0,36677857.0
2018-01-17,15790801.0,14572.0,33267096.0
2018-01-16,17729787.0,25895.0,35310501.0
2018-01-12,7282430.0,19114.0,25072915.0
2018-01-11,7327339.0,9061.0,17215257.0
2018-01-10,8760393.0,8988.0,17051216.0
2018-01-09,6629447.0,13826.0,14573385.0
2018-01-08,4026399.0,15667.0,9469338.0
2018-01-05,6529367.0,9698.0,16880210.0
2018-01-04,10607302.0,643.0,20883664.0
2018-01-03,10016961.0,1766.0,20776233.0
2018-01-02,9728031.0,100353.0,18273052.0
2017-12-29,8790117.0,0.0,15105615.0
2017-12-28,7164419.0,896.0,15648124.0
2017-12-27,8757742.0,42431.0,13409182.0
2017-12-26,4676677.0,10784.0,12995946.0
2017-12-22,5980684.0,2827.0,13011974.0
2017-12-21,9787060.0,14910.0,17788031.0
2017-12-20,11337002.0,7355.0,19318299.0
2017-12-19,9222149.0,20031.0,20383605.0
2017-12-18,12801479.0,10599.0,18868144.0
2017-12-15,26089958.0,16863.0,62134027.0
2017-12-14,14761046.0,6455.0,26022277.0
2017-12-13,16777117.0,46368.0,36956582.0
2017-12-12,21402769.0,16398.0,33300662.0
2017-12-11,19211470.0,21494.0,25727923.0
2017-12-08,11769221.0,20821.0,22704393.0
2017-12-07,12912568.0,2182.0,27192398.0
2017-12-06,11170634.0,7140.0,20553022.0
2017-12-05,11745321.0,13670.0,20308187.0
2017-12-04,10678876.0,34523.0,20831689.0
2017-11-30,15294409.0,3899.0,25252942.0
2017-11-29,16567512.0,33656.0,24346433.0
2017-11-28,17996330.0,9883.0,29445040.0
2017-11-27,4966664.0,4713.0,15379770.0
2017-11-24,5729134.0,100.0,9112491.0
2017-11-22,5232366.0,1017.0,11347324.0
2017-11-21,12459613.0,2318.0,17164601.0
2017-11-20,6884347.0,605.0,12190902.0
2017-11-17,14680156.0,6776.0,22333684.0
2017-11-16,8617238.0,45990.0,15657655.0
2017-11-15,8980502.0,15819.0,17901223.0
2017-11-14,5130453.0,5037.0,9408274.0
2017-11-13,5880486.0,7338.0,11568907.0
2017-11-10,5421729.0,6347.0,8878531.0
2017-11-09,6883230.0,11539.0,19968601.0
2017-11-08,3987871.0,693.0,11358013.0
2017-11-07,5263219.0,200.0,15079093.0
2017-11-06,5845660.0,4729.0,16908130.0
2017-11-03,8480169.0,1280.0,11116382.0
2017-11-02,3734667.0,4576.0,9843022.0
2017-11-01,7279321.0,562.0,10766756.0
2017-10-31,4987351.0,3000.0,8185602.0
2017-10-30,3563785.0,1905.0,9996073.0
2017-10-27,11258876.0,28231.0,17952965.0
2017-10-26,13025450.0,7040.0,21567022.0
2017-10-25,11414656.0,10696.0,20850617.0
2017-10-24,8289231.0,13884.0,14985765.0
2017-10-23,5465607.0,5285.0,17671352.0
2017-10-20,18993556.0,12831.0,31071722.0
2017-10-19,6998842.0,6735.0,15989392.0
2017-10-18,3621505.0,3465.0,8151107.0
2017-10-17,5021906.0,3000.0,6873502.0
2017-10-16,5339539.0,9905.0,8432993.0
2017-10-13,5995666.0,11526.0,8317631.0
2017-10-12,5735557.0,4169.0,9602221.0
2017-10-11,9676964.0,9269.0,13176868.0
2017-10-10,4847090.0,9046.0,8642812.0
2017-10-09,5104197.0,5173.0,6908967.0
2017-10-06,10240361.0,16497.0,25182680.0
2017-10-05,6578985.0,10539.0,14405444.0
2017-10-04,6340905.0,2616.0,10874578.0
2017-10-03,5588542.0,7100.0,18268620.0
2017-10-02,4826899.0,67.0,9363025.0
2017-09-29,9825366.0,1232.0,20541289.0
2017-09-28,5447520.0,2401.0,12480549.0
2017-09-27,7485590.0,8812.0,16340198.0
2017-09-26,4511665.0,6442.0,10878918.0
2017-09-25,5859597.0,12283.0,11798191.0
2017-09-22,4924323.0,17813.0,9036720.0
2017-09-21,7747714.0,10670.0,14861788.0
2017-09-20,5633433.0,5889.0,13448669.0
2017-09-19,5711871.0,14470.0,13485721.0
2017-09-18,3503440.0,3429.0,10772417.0
2017-09-15,7847676.0,2438.0,30855310.0
2017-09-14,16649398.0,14870.0,28292319.0
2017-09-13,4928916.0,59925.0,15218865.0
2017-09-12,6905971.0,21335.0,12034083.0
2017-09-11,7889319.0,10915.0,14126822.0
2017-09-08,7470813.0,4461.0,13090525.0
2017-09-07,9553475.0,8761.0,15446089.0
2017-09-06,5783815.0,22154.0,10616722.0
2017-09-05,9199223.0,22071.0,21546826.0
2017-09-01,6186618.0,5702.0,12220850.0
2017-08-31,11539374.0,2695.0,26776221.0
2017-08-30,4738424.0,2600.0,12568000.0
2017-08-29,6508294.0,1200.0,10899470.0
2017-08-28,3006420.0,3860.0,7107610.0
2017-08-25,5122087.0,8559.0,11159189.0
2017-08-24,3165951.0,25166.0,9067977.0
2017-08-23,4456835.0,8618.0,8883582.0
2017-08-22,9111192.0,25873.0,11831235.0
2017-08-21,7358204.0,18003.0,10550180.0
2017-08-18,21352831.0,20086.0,38490075.0
2017-08-17,15976201.0,22752.0,31572977.0
2017-08-16,5706500.0,14536.0,9398423.0
2017-08-15,9750062.0,6424.0,15009726.0
2017-08-14,7712629.0,12806.0,11778784.0
2017-08-11,5457689.0,13237.0,10406810.0
2017-08-10,12768237.0,21195.0,22646179.0
2017-08-09,8371692.0,27237.0,12118285.0
2017-08-08,7759149.0,5940.0,12678482.0
2017-08-07,5849713.0,2658.0,7417792.0
2017-08-04,4842867.0,1642.0,12314776.0
2017-08-03,4263024.0,5702.0,7693432.0
2017-08-02,5260200.0,7975.0,7803338.0
2017-08-01,5124551.0,15906.0,10340483.0
2017-07-31,5146697.0,13340.0,9039921.0
2017-07-28,4380818.0,24709.0,8242301.0
2017-07-27,7582367.0,6794.0,13533555.0
2017-07-26,4771525.0,14254.0,8445777.0
2017-07-25,10504577.0,19272.0,15457335.0
2017-07-24,3993978.0,3970.0,6798105.0
2017-07-21,12934764.0,413305.0,39660098.0
2017-07-20,5639352.0,6979.0,9060266.0
2017-07-19,3977688.0,3022.0,12850237.0
2017-07-18,3974262.0,9201.0,7928446.0
2017-07-17,3425086.0,7689.0,6773774.0
2017-07-14,6036304.0,3350.0,11659802.0
2017-07-13,4093628.0,2830.0,8495965.0
2017-07-12,6108447.0,7493.0,11828727.0
2017-07-11,7369416.0,18322.0,11580981.0
2017-07-10,5328513.0,9276.0,7347558.0
2017-07-07,5122934.0,20112.0,11511466.0
2017-07-06,5342123.0,17324.0,10499337.0
2017-07-05,6035645.0,21722.0,12497467.0
2017-07-03,3051264.0,47556.0,11011490.0
2017-06-30,6269486.0,14091.0,12339905.0
2017-06-29,8050697.0,19574.0,19430928.0
2017-06-28,9618215.0,8039.0,15704789.0
2017-06-27,6427419.0,3700.0,18955427.0
2017-06-26,4167558.0,4649.0,11184538.0
2017-06-23,6366967.0,10808.0,12019001.0
2017-06-22,4059057.0,400.0,7824474.0
2017-06-21,4251964.0,10114.0,11659973.0
2017-06-20,4153702.0,30671.0,11030373.0
2017-06-19,5927426.0,9779.0,14456514.0
2017-06-16,11875863.0,29454.0,22776242.0
2017-06-15,7593006.0,6577.0,12995411.0
2017-06-14,11001410.0,1377.0,18245513.0
2017-06-13,9013441.0,3028.0,15313645.0
2017-06-12,16254956.0,53280.0,24294113.0
2017-06-09,15266720.0,78247.0,27972865.0
2017-06-08,9844934.0,2824.0,18265174.0
2017-06-07,5069505.0,21080.0,10221792.0
2017-06-06,6089367.0,21411.0,12109393.0
2017-06-05,3378472.0,7950.0,7811554.0
2017-06-02,7024064.0,8289.0,12709282.0
2017-06-01,6501501.0,30533.0,13364317.0
2017-05-31,10336143.0,22739.0,17694839.0
2017-05-30,3769659.0,3233.0,6266935.0
2017-05-26,3521857.0,300.0,6001775.0
2017-05-25,11207069.0,7350.0,17614746.0
2017-05-24,7954499.0,10188.0,10350958.0
2017-05-23,7729338.0,18728.0,12440388.0
2017-05-22,8138769.0,27574.0,12757524.0
2017-05-19,17700806.0,33325.0,36075193.0
2017-05-18,11489567.0,28053.0,21777504.0
2017-05-17,19176974.0,14643.0,41367560.0
2017-05-16,6138542.0,5612.0,11113202.0
2017-05-15,6039251.0,6327.0,14057250.0
2017-05-12,4644414.0,9628.0,10570835.0
2017-05-11,6868745.0,16582.0,14614697.0
2017-05-10,7300311.0,8431.0,15911918.0
2017-05-09,7854514.0,9507.0,11510552.0
2017-05-08,5046241.0,8129.0,14349518.0
2017-05-05,5714671.0,8568.0,10220141.0
2017-05-04,5222848.0,8806.0,16312910.0
2017-05-03,6606017.0,35085.0,18341752.0
2017-05-02,6745324.0,17438.0,15016710.0
2017-05-01,5890556.0,10315.0,9101869.0
2017-04-28,6248204.0,88231.0,10971705.0
2017-04-27,6410867.0,54520.0,10719889.0
2017-04-26,10577951.0,47001.0,19871379.0
2017-04-25,9465652.0,59579.0,16667454.0
2017-04-24,18735245.0,35389.0,37253531.0
2017-04-21,21213109.0,58030.0,41825354.0
2017-04-20,14759089.0,39165.0,24426901.0
2017-04-19,5638153.0,1908.0,12608430.0
2017-04-18,9820338.0,5900.0,27408896.0
2017-04-17,9203783.0,8000.0,16461218.0
2017-04-13,6748191.0,11068.0,16354678.0
2017-04-12,10580629.0,15099.0,17744376.0
2017-04-11,7880535.0,3471.0,21328876.0
2017-04-10,8694327.0,19809.0,19817721.0
2017-04-07,5740764.0,5833.0,11391263.0
2017-04-06,8790943.0,2100.0,15792211.0
2017-04-05,10030411.0,48620.0,18185697.0
2017-04-04,5037370.0,51231.0,10076203.0
2017-04-03,7793632.0,8359.0,20294360.0
2017-03-31,7250427.0,80734.0,13181839.0
2017-03-30,3699473.0,41001.0,12529605.0
2017-03-29,4792696.0,91262.0,11924672.0
2017-03-28,9741013.0,39465.0,21458383.0
2017-03-27,9669456.0,77699.0,21056900.0
2017-03-24,7755010.0,1500.0,19335725.0
2017-03-23,10942973.0,77207.0,21198617.0
2017-03-22,15298592.0,64730.0,25611452.0
2017-03-21,18406241.0,80509.0,35401105.0
2017-03-20,5994240.0,11058.0,13737013.0
2017-03-17,11799231.0,222044.0,25173179.0
2017-03-16,8833472.0,68582.0,24849682.0
2017-03-15,10703384.0,27951.0,18344859.0
2017-03-14,8050727.0,41128.0,15025892.0
2017-03-13,6653468.0,23803.0,11167987.0
2017-03-10,9276112.0,31508.0,18719877.0
2017-03-09,12847006.0,111547.0,21403048.0
2017-03-08,9508428.0,52773.0,15541336.0
2017-03-07,6601903.0,29351.0,12678411.0
2017-03-06,6184240.0,2000.0,14422495.0
2017-03-03,7682988.0,1384.0,17657585.0
2017-03-02,7359569.0,31262.0,14410123.0
2017-03-01,27515757.0,71070.0,44775443.0
2017-02-28,11198166.0,89166.0,15774008.0
2017-02-27,6985114.0,35178.0,10187878.0
2017-02-24,9019795.0,66520.0,14151067.0
2017-02-23,9379441.0,32485.0,14373330.0
2017-02-22,6536222.0,10318.0,13574086.0
2017-02-17,9852858.0,33213.0,14730375.0
2017-02-16,9783557.0,25440.0,18580537.0
2017-02-15,12275197.0,5200.0,21508623.0
2017-02-14,8275433.0,59387.0,18396078.0
2017-02-13,7859082.0,75237.0,11349436.0
2017-02-10,10841963.0,67456.0,15002622.0
2017-02-09,9381158.0,57694.0,18881340.0
2017-02-08,6250385.0,12444.0,12003897.0
2017-02-07,10288321.0,8967.0,20684341.0
2017-02-06,5950177.0,9366.0,16862637.0
2017-02-03,12346991.0,13780.0,18014080.0
2017-02-02,10398508.0,7073.0,21348639.0
2017-02-01,7255429.0,3550.0,16587494.0
2017-01-31,5935137.0,3210.0,16697221.0
2017-01-30,9601178.0,41278.0,15664301.0
2017-01-27,7734597.0,10637.0,14626942.0
2017-01-26,10115342.0,53089.0,17213204.0
2017-01-25,10730292.0,34164.0,15773957.0
2017-01-24,12888119.0,14368.0,34860231.0
2017-01-23,11233865.0,12782.0,22177532.0
2017-01-20,18203071.0,4745.0,41681511.0
2017-01-19,11315200.0,700.0,18906386.0
2017-01-18,6688341.0,1687.0,11223440.0
2017-01-17,5318940.0,6656.0,14282646.0
2017-01-13,4787723.0,9344.0,11717793.0
2017-01-12,6859617.0,9961.0,16489029.0
2017-01-11,5419788.0,3038.0,14452116.0
2017-01-10,5894865.0,800.0,14909091.0
2017-01-09,5324274.0,887.0,13050022.0
2017-01-06,8758065.0,12789.0,18630932.0
2017-01-05,8132555.0,3003.0,22666652.0
2017-01-04,11731951.0,26894.0,24978986.0
2017-01-03,11132720.0,29281.0,21110871.0
2016-12-30,11503207.0,17521.0,19885438.0
2016-12-29,9908085.0,9647.0,15561676.0
2016-12-28,8744452.0,13421.0,15669098.0
2016-12-27,3870454.0,12861.0,10426296.0
2016-12-23,4046051.0,9546.0,8405625.0
2016-12-22,6868143.0,14903.0,13923895.0
2016-12-21,12006539.0,12353.0,23001227.0
2016-12-20,17786062.0,59181.0,39014105.0
2016-12-19,11347011.0,51476.0,33405127.0
2016-12-16,18767005.0,90615.0,65187940.0
2016-12-15,14547318.0,37355.0,34891272.0
2016-12-14,29435295.0,51149.0,40514051.0
2016-12-13,14602759.0,8648.0,39450450.0
2016-12-12,9412927.0,14204.0,23507301.0
2016-12-09,12040887.0,14879.0,23255343.0
2016-12-08,15913684.0,69091.0,24765276.0
2016-12-07,20189497.0,4298.0,28103605.0
2016-12-06,9740369.0,4244.0,15345364.0
2016-12-05,9487688.0,2834.0,17007488.0
2016-12-02,7737361.0,2094.0,17493889.0
2016-12-01,8756232.0,33097.0,17897916.0
2016-11-30,676130.0,0.0,1470201.0
2016-11-29,10630119.0,9315.0,21399902.0
2016-11-28,10450242.0,3038.0,19542988.0
2016-11-25,6196589.0,7687.0,12583280.0
2016-11-23,8555011.0,27409.0,13424126.0
2016-11-22,9805056.0,26251.0,16171515.0
2016-11-21,7938229.0,4838.0,15549706.0
2016-11-18,18419691.0,14143.0,32152435.0
2016-11-17,9416046.0,39055.0,17418585.0
2016-11-16,9529619.0,12291.0,17588194.0
2016-11-15,9364864.0,11673.0,22204960.0
2016-11-14,9759954.0,11607.0,18091700.0
2016-11-11,9988883.0,31471.0,20150487.0
2016-11-10,16848470.0,66143.0,28555163.0
2016-11-09,21474301.0,24688.0,44196339.0
2016-11-08,15402991.0,31756.0,22559951.0
2016-11-07,18413182.0,104376.0,26612584.0
2016-11-04,20374032.0,44308.0,28194041.0
2016-11-03,15812219.0,55953.0,22078676.0
2016-11-02,12800979.0,51870.0,22205557.0
2016-11-01,1865162.0,6515.0,3326807.0
2016-10-31,11095823.0,38898.0,13635802.0
2016-10-28,19744712.0,56397.0,32752639.0
2016-10-27,11140786.0,49271.0,18367693.0
2016-10-26,9827207.0,40746.0,16620844.0
2016-10-25,10018265.0,18312.0,15801999.0
2016-10-24,8842324.0,12393.0,15114936.0
2016-10-21,15235053.0,3331.0,35900079.0
2016-10-20,12083888.0,51691.0,17864075.0
2016-10-19,8366314.0,34014.0,12486418.0
2016-10-18,12391244.0,27795.0,19825332.0
2016-10-17,7775925.0,27958.0,10638495.0
2016-10-14,14198172.0,29427.0,20331068.0
2016-10-13,14303376.0,19702.0,22599775.0
2016-10-12,7097813.0,9281.0,15193979.0
2016-10-11,13880821.0,31557.0,32785802.0
2016-10-10,8687023.0,27926.0,13319784.0
2016-10-07,10097399.0,138638.0,15316135.0
2016-10-06,6377768.0,64354.0,10973198.0
2016-10-05,7863479.0,41207.0,15137727.0
2016-10-04,18660145.0,25142.0,39086527.0
2016-10-03,12903624.0,25527.0,26457253.0
2016-09-30,14811839.0,36827.0,24400376.0
2016-09-29,15304246.0,36855.0,23629329.0
2016-09-28,9593585.0,41333.0,22151618.0
2016-09-27,9108352.0,50503.0,18913854.0
2016-09-26,10672191.0,61136.0,19912416.0
2016-09-23,10888164.0,78826.0,17490593.0
2016-09-22,11989936.0,64053.0,17783432.0
2016-09-21,12364577.0,68320.0,22836481.0
2016-09-20,8891943.0,7151.0,20930540.0
2016-09-19,16710649.0,40167.0,22059259.0
2016-09-16,21361462.0,37210.0,57499665.0
2016-09-15,19577489.0,16708.0,38036366.0
2016-09-14,19919733.0,36378.0,34165322.0
2016-09-13,23359238.0,12148.0,47902587.0
2016-09-12,22156122.0,2484.0,42860041.0
2016-09-09,23970328.0,7152.0,52455397.0
2016-09-08,8543565.0,11757.0,17539912.0
2016-09-07,12531678.0,600.0,26248877.0
2016-09-06,6219473.0,4664.0,10759680.0
2016-09-02,8285464.0,3588.0,13348394.0
2016-09-01,1018713.0,0.0,2319051.0
2016-08-31,7675925.0,39108.0,16240996.0
2016-08-30,9470478.0,27265.0,13160298.0
2016-08-29,10630955.0,19450.0,18165938.0
2016-08-26,15237985.0,77080.0,25465159.0
2016-08-25,8474148.0,5350.0,18327084.0
2016-08-24,8692268.0,23036.0,18565887.0
2016-08-23,7254942.0,29429.0,12017342.0
2016-08-22,6217204.0,47822.0,15470487.0
2016-08-19,9765287.0,2590.0,19361923.0
2016-08-18,5774158.0,8492.0,11417878.0
2016-08-17,10267505.0,41445.0,15358193.0
2016-08-16,6066442.0,17618.0,9329483.0
2016-08-15,4490051.0,16697.0,9351685.0
2016-08-12,7163332.0,11833.0,11682856.0
2016-08-11,12494951.0,23448.0,21517113.0
2016-08-10,6610867.0,15923.0,10813254.0
2016-08-09,8447458.0,17797.0,12153696.0
2016-08-08,5886313.0,28696.0,8027445.0
2016-08-05,11221626.0,30024.0,17332382.0
2016-08-04,5779645.0,27530.0,8703166.0
2016-08-03,5640923.0,47979.0,9994178.0
2016-08-02,11144943.0,130818.0,24794944.0
2016-08-01,1260524.0,627.0,1980157.0
2016-07-29,9117797.0,49952.0,14666529.0
