Cboe data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.  Your use of Cboe data is subject to the Terms and Conditions for use of Cboe Websites.,,,,,,,,,,,,,,,,
DATE,SPX,VIX,(JCJ) January 2008,(KCJ) January 2009,(ICJ) January 2010,(JCJ) January 2011,(KCJ) January 2012, (ICJ-E) JANUARY 2013, (JCJ-E) JANUARY 2014, (KCJ) JANUARY 2015, (ICJ) JANUARY 2016, (JCJ) JANUARY 2017, (KCJ) JANUARY 2018, (ICJ) JANUARY 2019, (JCJ) JANUARY 2020, (KCJ) JANUARY 2020
3-Nov-09,1045.41,28.81,,,60.44,59.45,,,,,,,,,,
4-Nov-09,1046.5,27.72,,,59.92,60.82,,,,,,,,,,
5-Nov-09,1066.63,25.43,,,56.39,59.19,,,,,,,,,,
6-Nov-09,1069.3,24.19,,,52.75,59.12,,,,,,,,,,
9-Nov-09,1093.08,23.15,,,50.68,58.19,,,,,,,,,,
10-Nov-09,1093.01,22.84,,,49.68,59.41,,,,,,,,,,
11-Nov-09,1098.51,23.04,,,51.46,60.97,,,,,,,,,,
12-Nov-09,1087.24,24.24,,,56.51,63.06,,,,,,,,,,
13-Nov-09,1093.48,23.36,,,53.89,62.67,,,,,,,,,,
16-Nov-09,1109.3,22.89,,,52.96,61.98,,,,,,,,,,
17-Nov-09,1110.32,22.41,,,51.79,62.84,,,,,,,,,,
18-Nov-09,1109.8,21.63,,,48.98,62.93,,,,,,,,,,
19-Nov-09,1094.9,22.63,,,49.14,62.93,,,,,,,,,,
20-Nov-09,1091.38,22.19,,,46.86,63.74,,,,,,,,,,
23-Nov-09,1106.24,21.16,,,46.86,63.87,66.28,,,,,,,,,
24-Nov-09,1105.65,20.47,,,,63.8,66.45,,,,,,,,,
25-Nov-09,1110.63,20.48,,,,64.46,66.11,,,,,,,,,
27-Nov-09,1091.49,24.74,,,,66.55,68.25,,,,,,,,,
30-Nov-09,1095.63,24.51,,,,65.72,67.62,,,,,,,,,
1-Dec-09,1108.86,21.92,,,,64.41,66.69,,,,,,,,,
2-Dec-09,1109.24,21.12,,,,64.11,66.07,,,,,,,,,
3-Dec-09,1099.92,22.46,,,,65.24,67.6,,,,,,,,,
4-Dec-09,1105.98,21.25,,,,63.28,66.69,,,,,,,,,
7-Dec-09,1103.25,22.1,,,,63.64,66.11,,,,,,,,,
8-Dec-09,1091.94,23.69,,,,63.81,66.44,,,,,,,,,
9-Dec-09,1095.95,22.66,,,,62.83,66.56,,,,,,,,,
10-Dec-09,1102.35,22.32,,,,63.41,67,,,,,,,,,
11-Dec-09,1106.41,21.59,,,,62.83,65.16,,,,,,,,,
14-Dec-09,1114.11,21.15,,,,63.29,64.66,,,,,,,,,
15-Dec-09,1107.93,21.49,,,,63.45,65.21,,,,,,,,,
16-Dec-09,1109.18,20.54,,,,62.33,64.13,,,,,,,,,
17-Dec-09,1096.08,22.51,,,,62.48,64.55,,,,,,,,,
18-Dec-09,1102.47,21.68,,,,62.52,64.18,,,,,,,,,
21-Dec-09,1114.05,20.49,,,,63.47,64.73,,,,,,,,,
22-Dec-09,1118.02,19.54,,,,62.07,63.77,,,,,,,,,
23-Dec-09,1120.59,19.71,,,,62.76,63.99,,,,,,,,,
24-Dec-09,1126.48,19.47,,,,62.13,63.42,,,,,,,,,
28-Dec-09,1127.78,19.93,,,,62.13,62.78,,,,,,,,,
29-Dec-09,1126.2,20.01,,,,63.15,64.04,,,,,,,,,
30-Dec-09,1126.42,19.96,,,,63.24,64.26,,,,,,,,,
31-Dec-09,1115.1,21.68,,,,64.21,65.73,,,,,,,,,
4-Jan-10,1132.99,20.04,,,,64.06,63.94,,,,,,,,,
5-Jan-10,1136.52,19.35,,,,63.32,63.75,,,,,,,,,
6-Jan-10,1137.14,19.16,,,,62.56,63.24,,,,,,,,,
7-Jan-10,1141.69,19.06,,,,61.2,60.61,,,,,,,,,
8-Jan-10,1144.98,18.13,,,,59.33,59.07,,,,,,,,,
11-Jan-10,1146.98,17.55,,,,59.33,60.62,,,,,,,,,
12-Jan-10,1136.22,18.25,,,,60.47,58.57,,,,,,,,,
13-Jan-10,1145.68,17.85,,,,60.06,58.36,,,,,,,,,
14-Jan-10,1148.46,17.63,,,,60.03,57.55,,,,,,,,,
15-Jan-10,1136.03,17.91,,,,62.88,61.6,,,,,,,,,
19-Jan-10,1150.23,17.58,,,,64.17,61.15,,,,,,,,,
20-Jan-10,1138.04,18.68,,,,64.07,62.52,,,,,,,,,
21-Jan-10,1116.48,22.27,,,,65.81,63.85,,,,,,,,,
22-Jan-10,1091.76,27.31,,,,65.63,65.43,,,,,,,,,
25-Jan-10,1096.78,25.41,,,,64.34,65.44,,,,,,,,,
26-Jan-10,1092.17,24.55,,,,64.27,65.1,,,,,,,,,
27-Jan-10,1097.5,23.14,,,,62.71,64.17,,,,,,,,,
28-Jan-10,1084.53,23.73,,,,62.21,63.48,,,,,,,,,
29-Jan-10,1073.87,24.62,,,,63.16,65.12,,,,,,,,,
1-Feb-10,1089.19,22.59,,,,60.49,62.09,,,,,,,,,
2-Feb-10,1103.32,21.48,,,,61.55,62.13,,,,,,,,,
3-Feb-10,1097.28,21.6,,,,62.77,61.31,,,,,,,,,
4-Feb-10,1063.11,26.08,,,,64.02,65.26,,,,,,,,,
5-Feb-10,1066.19,26.11,,,,63.34,64.54,,,,,,,,,
8-Feb-10,1056.74,26.51,,,,63.09,65.87,,,,,,,,,
9-Feb-10,1070.52,26,,,,64.38,66.59,,,,,,,,,
10-Feb-10,1068.13,25.4,,,,64.26,66.01,,,,,,,,,
11-Feb-10,1078.47,23.96,,,,62.71,64.44,,,,,,,,,
12-Feb-10,1075.51,22.73,,,,62.11,63.77,,,,,,,,,
16-Feb-10,1094.87,22.25,,,,63.08,63.66,,,,,,,,,
17-Feb-10,1099.51,21.72,,,,62.54,63.77,,,,,,,,,
18-Feb-10,1106.75,20.63,,,,61.56,62.66,,,,,,,,,
19-Feb-10,1109.17,20.02,,,,61.08,62.81,,,,,,,,,
22-Feb-10,1108.01,19.94,,,,61.46,62.46,,,,,,,,,
23-Feb-10,1094.6,21.37,,,,63.05,62.22,,,,,,,,,
24-Feb-10,1105.24,20.27,,,,63.03,63.12,,,,,,,,,
25-Feb-10,1102.94,20.1,,,,62.51,62.38,,,,,,,,,
26-Feb-10,1104.49,19.5,,,,62.6,62.26,,,,,,,,,
1-Mar-10,1115.71,19.26,,,,62.6,62.46,,,,,,,,,
2-Mar-10,1118.31,19.06,,,,61.94,62.06,,,,,,,,,
3-Mar-10,1118.79,18.83,,,,19.92,20.39,,,,,,,,,
4-Mar-10,1122.97,18.72,,,,62.27,62.64,,,,,,,,,
5-Mar-10,1138.7,17.42,,,,61.05,61.34,,,,,,,,,
8-Mar-10,1138.5,17.79,,,,61.28,61.6,,,,,,,,,
9-Mar-10,1140.45,17.92,,,,61.43,61.71,,,,,,,,,
10-Mar-10,1145.61,18.57,,,,62.36,62.74,,,,,,,,,
11-Mar-10,1150.24,18.06,,,,61.17,62.79,,,,,,,,,
12-Mar-10,1149.99,17.58,,,,60.67,62.2,,,,,,,,,
15-Mar-10,1150.51,18,,,,62.21,63.49,,,,,,,,,
16-Mar-10,1159.46,17.69,,,,61.24,63.31,,,,,,,,,
17-Mar-10,1166.21,16.91,,,,59.76,62.16,,,,,,,,,
18-Mar-10,1165.83,16.62,,,,60.73,62.9,,,,,,,,,
19-Mar-10,1159.9,16.97,,,,62.3,64.37,,,,,,,,,
22-Mar-10,1165.81,16.87,,,,62.11,64.98,,,,,,,,,
23-Mar-10,1174.17,16.35,,,,62.47,65.09,,,,,,,,,
24-Mar-10,1167.72,17.55,,,,62.22,65.77,,,,,,,,,
25-Mar-10,1165.73,18.4,,,,63.53,67.04,,,,,,,,,
26-Mar-10,1166.59,17.77,,,,60.5,65.39,,,,,,,,,
29-Mar-10,1173.22,17.59,,,,59.88,64.42,,,,,,,,,
30-Mar-10,1173.27,17.13,,,,59.56,64.59,,,,,,,,,
31-Mar-10,1169.43,17.59,,,,60.66,65.85,,,,,,,,,
1-Apr-10,1178.1,17.47,,,,60.36,65.83,,,,,,,,,
5-Apr-10,1187.44,17.02,,,,57.15,61.86,,,,,,,,,
6-Apr-10,1189.44,16.23,,,,56.14,61.61,,,,,,,,,
7-Apr-10,1182.45,16.62,,,,56.6,62.73,,,,,,,,,
8-Apr-10,1186.44,16.48,,,,56.51,61.13,,,,,,,,,
9-Apr-10,1194.37,16.14,,,,55.95,61.68,,,,,,,,,
12-Apr-10,1196.48,15.58,,,,55.97,61.68,,,,,,,,,
13-Apr-10,1197.3,16.2,,,,57.23,64.28,,,,,,,,,
14-Apr-10,1210.65,15.59,,,,58.66,62.54,,,,,,,,,
15-Apr-10,1211.67,15.89,,,,58.75,62.9,,,,,,,,,
16-Apr-10,1192.13,18.36,,,,56.98,64.47,,,,,,,,,
19-Apr-10,1197.52,17.34,,,,57.35,64.56,,,,,,,,,
20-Apr-10,1207.17,15.73,,,,57.39,63.26,,,,,,,,,
21-Apr-10,1205.94,16.32,,,,57.33,63.74,,,,,,,,,
22-Apr-10,1208.67,16.47,,,,56.58,61.82,,,,,,,,,
23-Apr-10,1217.28,16.62,,,,55.33,60.06,,,,,,,,,
26-Apr-10,1212.05,17.47,,,,55.29,59.33,,,,,,,,,
27-Apr-10,1183.71,22.81,,,,60.53,62.17,,,,,,,,,
28-Apr-10,1191.36,21.08,,,,57.45,61.26,,,,,,,,,
29-Apr-10,1206.78,18.44,,,,55.76,60.05,,,,,,,,,
30-Apr-10,1186.69,22.05,,,,58.37,62.46,,,,,,,,,
3-May-10,1202.26,20.19,,,,56.83,59.96,,,,,,,,,
4-May-10,1173.6,23.84,,,,56.76,60.91,,,,,,,,,
5-May-10,1165.87,24.91,,,,59.01,63.71,,,,,,,,,
6-May-10,1128.15,32.8,,,,62.43,63.14,,,,,,,,,
7-May-10,1110.88,40.95,,,,67.79,66.93,,,,,,,,,
10-May-10,1159.73,28.84,,,,61.58,62.45,,,,,,,,,
11-May-10,1155.79,28.32,,,,61.72,62.16,,,,,,,,,
12-May-10,1171.67,25.52,,,,61.23,60.4,,,,,,,,,
13-May-10,1157.44,26.68,,,,61.95,60.85,,,,,,,,,
14-May-10,1135.68,31.24,,,,64.47,62.4,,,,,,,,,
17-May-10,1136.94,30.84,,,,64.36,63.45,,,,,,,,,
18-May-10,1120.8,33.55,,,,67.62,66.13,,,,,,,,,
19-May-10,1115.05,35.32,,,,70.28,68.24,,,,,,,,,
20-May-10,1071.59,45.79,,,,77.47,76.97,,,,,,,,,
21-May-10,1087.69,40.1,,,,69.16,75.52,,,,,,,,,
24-May-10,1073.65,38.32,,,,72.31,73,,,,,,,,,
25-May-10,1074.03,34.61,,,,67.86,69.03,,,,,,,,,
26-May-10,1067.95,35.02,,,,73.29,72.82,,,,,,,,,
27-May-10,1103.06,29.68,,,,69.57,69.76,,,,,,,,,
28-May-10,1089.41,32.07,,,,70.66,69.82,,,,,,,,,
1-Jun-10,1070.71,35.54,,,,72.59,70.2,,,,,,,,,
2-Jun-10,1098.38,30.17,,,,67.65,66.76,,,,,,,,,
3-Jun-10,1102.83,29.46,,,,68.2,65.35,,,,,,,,,
4-Jun-10,1064.88,35.48,,,,71.04,68.6,,,,,,,,,
7-Jun-10,1050.47,36.57,,,,74.46,70.12,,,,,,,,,
8-Jun-10,1062,33.7,,,,72.94,69.68,,,,,,,,,
9-Jun-10,1055.69,33.73,,,,72.56,70.57,,,,,,,,,
10-Jun-10,1086.84,30.57,,,,71.7,70.39,,,,,,,,,
11-Jun-10,1091.6,28.79,,,,70.77,69.77,,,,,,,,,
14-Jun-10,1089.63,28.58,,,,70.88,69.52,,,,,,,,,
15-Jun-10,1115.23,25.87,,,,67.65,65.31,,,,,,,,,
16-Jun-10,1114.61,25.92,,,,68.67,66.58,,,,,,,,,
17-Jun-10,1116.04,25.05,,,,67.79,66.31,,,,,,,,,
18-Jun-10,1117.51,23.95,,,,69.27,67,,,,,,,,,
21-Jun-10,1113.2,24.88,,,,69.61,67.91,,,,,,,,,
22-Jun-10,1095.31,27.05,,,,72.39,70.26,,,,,,,,,
23-Jun-10,1092.04,26.91,,,,72.44,70.37,,,,,,,,,
24-Jun-10,1073.69,29.74,,,,74.23,71.62,,,,,,,,,
25-Jun-10,1076.76,28.53,,,,71.77,70.78,,,,,,,,,
28-Jun-10,1074.57,29,,,,72.66,71.95,,,,,,,,,
29-Jun-10,1041.24,34.13,,,,74.88,75.4,,,,,,,,,
30-Jun-10,1030.71,34.54,,,,75.02,75.25,,,,,,,,,
1-Jul-10,1027.37,32.86,,,,69.18,70.43,,,,,,,,,
2-Jul-10,1022.58,30.12,,,,68.15,70.65,,,,,,,,,
6-Jul-10,1028.06,29.65,,,,75.03,72.24,,,,,,,,,
7-Jul-10,1060.27,26.84,,,,71.36,72.3,,,,,,,,,
8-Jul-10,1070.25,25.71,,,,69.52,71.2,,,,,,,,,
9-Jul-10,1077.96,24.98,,,,69.26,70.84,,,,,,,,,
12-Jul-10,1078.75,24.43,,,,70.28,70.6,,,,,,,,,
13-Jul-10,1095.34,24.56,,,,70.89,72.02,,,,,,,,,
14-Jul-10,1095.17,24.89,,,,72.1,73.01,,,,,,,,,
15-Jul-10,1096.48,25.14,,,,75.38,75.2,,,,,,,,,
16-Jul-10,1064.88,26.25,,,,74.59,72.25,,,,,,,,,
19-Jul-10,1071.25,25.97,,,,78.27,74.2,,,,,,,,,
20-Jul-10,1083.48,23.93,,,,74.43,71.38,,,,,,,,,
21-Jul-10,1069.59,25.64,,,,74.84,73.39,,,,,,,,,
22-Jul-10,1093.67,24.63,,,,75.22,73.16,,,,,,,,,
23-Jul-10,1102.66,23.47,,,,73.09,70.8,,,,,,,,,
26-Jul-10,1115.01,22.73,,,,72.62,71.05,,,,,,,,,
27-Jul-10,1113.84,23.19,,,,73.43,71.6,,,,,,,,,
28-Jul-10,1106.13,24.25,,,,75.36,71.93,,,,,,,,,
29-Jul-10,1101.53,24.13,,,,75.12,72.55,,,,,,,,,
30-Jul-10,1101.6,23.5,,,,73.85,71.04,,,,,,,,,
2-Aug-10,1125.86,22.01,,,,69.55,69.06,,,,,,,,,
3-Aug-10,1120.46,22.63,,,,72.9,70.4,,,,,,,,,
4-Aug-10,1127.24,22.21,,,,72.41,69,,,,,,,,,
5-Aug-10,1125.81,22.1,,,,72.87,71.1,,,,,,,,,
6-Aug-10,1121.64,21.74,,,,73.31,71.06,,,,,,,,,
9-Aug-10,1127.79,22.14,,,,73.09,71.8,,,,,,,,,
10-Aug-10,1121.06,22.37,,,,74,71.88,,,,,,,,,
11-Aug-10,1089.47,25.39,,,,76.48,74.32,,,,,,,,,
12-Aug-10,1083.61,25.73,,,,77.8,76.29,,,,,,,,,
13-Aug-10,1079.25,26.24,,,,79.71,76.6,,,,,,,,,
16-Aug-10,1079.38,26.1,,,,78.42,75.17,,,,,,,,,
17-Aug-10,1092.54,24.33,,,,77.44,75.2,,,,,,,,,
18-Aug-10,1094.16,24.59,,,,77.62,75.91,,,,,,,,,
19-Aug-10,1075.63,26.44,,,,77.99,73.82,,,,,,,,,
20-Aug-10,1071.69,25.49,,,,77.92,74.84,,,,,,,,,
23-Aug-10,1067.36,25.66,,,,78.23,75.68,,,,,,,,,
24-Aug-10,1051.87,27.46,,,,81.09,75.54,,,,,,,,,
25-Aug-10,1055.33,26.7,,,,77.54,74.48,,,,,,,,,
26-Aug-10,1047.22,27.37,,,,78.01,76.3,,,,,,,,,
27-Aug-10,1064.59,24.45,,,,72.11,73.35,,,,,,,,,
30-Aug-10,1048.92,27.21,,,,78.15,76.83,,,,,,,,,
31-Aug-10,1049.33,26.05,,,,74.21,75.17,,,,,,,,,
1-Sep-10,1080.29,23.89,,,,73.21,75.67,,,,,,,,,
2-Sep-10,1090.1,23.19,,,,72.46,74.95,,,,,,,,,
3-Sep-10,1104.51,21.31,,,,68.78,73.03,,,,,,,,,
7-Sep-10,1091.84,23.8,,,,72.95,75.73,,,,,,,,,
8-Sep-10,1098.87,23.25,,,,72.1,74.7,,,,,,,,,
9-Sep-10,1104.18,22.81,,,,72.49,75.44,,,,,,,,,
10-Sep-10,1109.55,21.99,,,,70.61,74.54,,,,,,,,,
13-Sep-10,1121.9,21.21,,,,68.54,74.61,,,,,,,,,
14-Sep-10,1121.1,21.56,,,,69.18,75.59,,,,,,,,,
15-Sep-10,1125.07,22.1,,,,69.19,75.07,,,,,,,,,
16-Sep-10,1124.66,21.72,,,,70.16,75.23,,,,,,,,,
17-Sep-10,1125.59,22.01,,,,72.25,76.77,,,,,,,,,
20-Sep-10,1142.71,21.5,,,,71.79,75.94,,,,,,,,,
21-Sep-10,1139.78,22.35,,,,72.71,78.1,,,,,,,,,
22-Sep-10,1134.28,22.51,,,,70.83,78.29,,,,,,,,,
23-Sep-10,1124.83,23.87,,,,75.19,80.86,,,,,,,,,
24-Sep-10,1148.67,21.71,,,,69.4,78.54,,,,,,,,,
27-Sep-10,1142.16,22.54,,,,71.04,80.6,,,,,,,,,
28-Sep-10,1147.7,22.6,,,,70.54,79.87,,,,,,,,,
29-Sep-10,1144.73,23.25,,,,73.34,80.57,,,,,,,,,
30-Sep-10,1141.2,23.7,,,,75.31,81.15,,,,,,,,,
1-Oct-10,1146.24,22.5,,,,70.54,78.98,,,,,,,,,
4-Oct-10,1137.03,23.53,,,,71.92,78.57,,,,,,,,,
5-Oct-10,1160.75,21.76,,,,70.24,77.8,,,,,,,,,
6-Oct-10,1159.97,21.49,,,,67.69,78.78,,,,,,,,,
7-Oct-10,1158.06,21.56,,,,67.47,78.88,,,,,,,,,
8-Oct-10,1165.15,20.71,,,,66.44,77.55,,,,,,,,,
11-Oct-10,1165.32,18.96,,,,64.33,75.95,,,,,,,,,
12-Oct-10,1169.77,18.93,,,,63.96,74.49,,,,,,,,,
13-Oct-10,1178.1,19.07,,,,63.98,73,,,,,,,,,
14-Oct-10,1173.81,19.88,,,,61.99,72.38,,,,,,,,,
15-Oct-10,1176.19,19.03,,,,61.04,73.19,,,,,,,,,
18-Oct-10,1184.71,19.09,,,,58.94,72.06,,,,,,,,,
19-Oct-10,1165.9,20.63,,,,63.49,73.14,,,,,,,,,
20-Oct-10,1178.17,19.79,,,,61.97,72.74,,,,,,,,,
21-Oct-10,1180.26,19.27,,,,60.52,70.36,,,,,,,,,
22-Oct-10,1183.08,18.78,,,,59.97,70.61,,,,,,,,,
25-Oct-10,1185.62,19.85,,,,60.95,69.91,,,,,,,,,
26-Oct-10,1185.64,20.22,,,,63.2,69.54,,,,,,,,,
27-Oct-10,1182.45,20.71,,,,62.8,69.86,,,,,,,,,
28-Oct-10,1183.78,20.88,,,,63.33,70.35,,,,,,,,,
29-Oct-10,1183.26,21.2,,,,65.06,70.56,,,,,,,,,
1-Nov-10,1184.38,21.83,,,,65.45,71.45,,,,,,,,,
2-Nov-10,1193.57,21.57,,,,65.8,71.88,,,,,,,,,
3-Nov-10,1197.96,19.56,,,,57.51,67.64,,,,,,,,,
4-Nov-10,1221.06,18.52,,,,52.99,65.18,,,,,,,,,
5-Nov-10,1225.85,18.26,,,,51.91,67.5,,,,,,,,,
8-Nov-10,1223.25,18.29,,,,49.09,67.31,,,,,,,,,
9-Nov-10,1213.4,19.08,,,,52.51,68.71,,,,,,,,,
10-Nov-10,1218.71,18.47,,,,48.08,68.05,,,,,,,,,
11-Nov-10,1213.54,18.64,,,,46.56,67.6,,,,,,,,,
12-Nov-10,1199.21,20.61,,,,54.54,69.01,,,,,,,,,
15-Nov-10,1197.75,20.2,,,,53.75,68.71,,,,,,,,,
16-Nov-10,1178.34,22.58,,,,59.76,70.29,,,,,,,,,
17-Nov-10,1178.59,21.76,,,,56.15,69.26,,,,,,,,,
18-Nov-10,1196.69,18.75,,,,45.54,68.51,,,,,,,,,
19-Nov-10,1199.73,18.04,,,,44.73,68.08,,,,,,,,,
22-Nov-10,1197.84,18.37,,,,,66.12,68.88,,,,,,,,
23-Nov-10,1180.73,20.63,,,,,68.68,70.52,,,,,,,,
24-Nov-10,1198.35,19.56,,,,,68.86,70.63,,,,,,,,
26-Nov-10,1189.4,22.22,,,,,71.41,72.98,,,,,,,,
29-Nov-10,1187.76,21.53,,,,,69,70.55,,,,,,,,
30-Nov-10,1180.55,23.54,,,,,71.08,72.42,,,,,,,,
1-Dec-10,1206.07,21.36,,,,,69.18,70.51,,,,,,,,
2-Dec-10,1221.53,19.39,,,,,65.49,67.16,,,,,,,,
3-Dec-10,1224.71,18.01,,,,,64.08,66.5,,,,,,,,
6-Dec-10,1223.12,18.02,,,,,64.12,66.32,,,,,,,,
7-Dec-10,1223.75,17.99,,,,,64.45,65.73,,,,,,,,
8-Dec-10,1228.28,17.74,,,,,63.74,64.97,,,,,,,,
9-Dec-10,1233,17.25,,,,,61.87,62.68,,,,,,,,
10-Dec-10,1240.4,17.61,,,,,61.56,62.29,,,,,,,,
13-Dec-10,1240.46,17.55,,,,,61.86,62.26,,,,,,,,
14-Dec-10,1241.59,17.61,,,,,63.03,62.19,,,,,,,,
15-Dec-10,1235.23,17.94,,,,,64.78,63.91,,,,,,,,
16-Dec-10,1242.87,17.39,,,,,65.94,65.94,,,,,,,,
17-Dec-10,1243.91,16.11,,,,,66.12,65.16,,,,,,,,
20-Dec-10,1247.08,16.41,,,,,65.92,65.55,,,,,,,,
21-Dec-10,1254.6,16.49,,,,,66.36,65.81,,,,,,,,
22-Dec-10,1258.84,15.45,,,,,66.03,66.1,,,,,,,,
23-Dec-10,1256.77,16.47,,,,,68.16,67.65,,,,,,,,
27-Dec-10,1257.54,17.67,,,,,67.88,68.38,,,,,,,,
28-Dec-10,1258.51,17.52,,,,,67.42,67.6,,,,,,,,
29-Dec-10,1259.78,17.28,,,,,68.04,68.2,,,,,,,,
30-Dec-10,1257.88,17.52,,,,,67.67,68.55,,,,,,,,
31-Dec-10,1257.64,17.75,,,,,66.34,67.18,,,,,,,,
3-Jan-11,1271.89,17.61,,,,,66.45,67.61,,,,,,,,
4-Jan-11,1270.2,17.38,,,,,66.43,69.15,,,,,,,,
5-Jan-11,1276.56,17.02,,,,,65.4,67.58,,,,,,,,
6-Jan-11,1273.85,17.4,,,,,62,63.46,,,,,,,,
7-Jan-11,1271.5,17.14,,,,,62.78,62.81,,,,,,,,
10-Jan-11,1269.75,17.54,,,,,61.47,61.87,,,,,,,,
11-Jan-11,1274.48,16.89,,,,,61.16,61.56,,,,,,,,
12-Jan-11,1285.96,16.24,,,,,61.45,60.94,,,,,,,,
13-Jan-11,1283.76,16.39,,,,,61.35,61.44,,,,,,,,
14-Jan-11,1293.24,15.46,,,,,60.58,61.33,,,,,,,,
18-Jan-11,1295.02,15.87,,,,,61.05,61.83,,,,,,,,
19-Jan-11,1281.92,17.31,,,,,63.48,63.9,,,,,,,,
20-Jan-11,1280.26,17.99,,,,,61.8,63.25,,,,,,,,
21-Jan-11,1283.35,18.47,,,,,64.95,66.15,,,,,,,,
24-Jan-11,1290.84,17.65,,,,,64.18,64.63,,,,,,,,
25-Jan-11,1291.18,17.59,,,,,61.71,63.52,,,,,,,,
26-Jan-11,1296.63,16.64,,,,,61.55,61.84,,,,,,,,
27-Jan-11,1299.54,16.15,,,,,59.51,61.11,,,,,,,,
28-Jan-11,1276.34,20.04,,,,,63.22,63.91,,,,,,,,
31-Jan-11,1286.12,19.53,,,,,59.46,59.51,,,,,,,,
1-Feb-11,1307.59,17.63,,,,,58.63,59.88,,,,,,,,
2-Feb-11,1304.03,17.3,,,,,59.01,60.67,,,,,,,,
3-Feb-11,1307.1,16.69,,,,,59.33,60.36,,,,,,,,
4-Feb-11,1310.87,15.93,,,,,58.93,59.41,,,,,,,,
7-Feb-11,1319.05,16.28,,,,,58.75,59.25,,,,,,,,
8-Feb-11,1324.57,15.81,,,,,58.12,58.64,,,,,,,,
9-Feb-11,1320.88,15.87,,,,,57.55,58.52,,,,,,,,
10-Feb-11,1321.87,16.09,,,,,57.91,58.71,,,,,,,,
11-Feb-11,1329.15,15.69,,,,,56.79,57.41,,,,,,,,
14-Feb-11,1332.32,15.95,,,,,58.09,58.73,,,,,,,,
15-Feb-11,1328.01,16.37,,,,,58.24,59.84,,,,,,,,
16-Feb-11,1336.32,16.72,,,,,58.33,57.99,,,,,,,,
17-Feb-11,1340.43,16.59,,,,,60.39,60.19,,,,,,,,
18-Feb-11,1343.01,16.43,,,,,61.12,61.43,,,,,,,,
22-Feb-11,1315.44,20.8,,,,,60.53,61.23,,,,,,,,
23-Feb-11,1307.4,22.13,,,,,61.65,62.1,,,,,,,,
24-Feb-11,1306.1,21.32,,,,,60.84,60.7,,,,,,,,
25-Feb-11,1319.88,19.22,,,,,56.88,57.91,,,,,,,,
28-Feb-11,1327.22,18.35,,,,,56.42,58.25,,,,,,,,
1-Mar-11,1306.33,21.01,,,,,62.15,62.54,,,,,,,,
2-Mar-11,1308.44,20.7,,,,,60.73,60.17,,,,,,,,
3-Mar-11,1330.97,18.6,,,,,59.02,60.48,,,,,,,,
4-Mar-11,1321.15,19.06,,,,,59.25,60.5,,,,,,,,
7-Mar-11,1310.13,20.66,,,,,62.7,63.44,,,,,,,,
8-Mar-11,1321.82,19.82,,,,,64.46,65.51,,,,,,,,
9-Mar-11,1320.02,20.22,,,,,65.99,67.72,,,,,,,,
10-Mar-11,1295.11,21.88,,,,,64.08,65.36,,,,,,,,
11-Mar-11,1304.28,20.08,,,,,62.92,64.24,,,,,,,,
14-Mar-11,1296.39,21.13,,,,,62.74,64.16,,,,,,,,
15-Mar-11,1281.87,24.32,,,,,64.79,64.93,,,,,,,,
16-Mar-11,1256.88,29.4,,,,,68.24,69.18,,,,,,,,
17-Mar-11,1273.72,26.37,,,,,62.78,61.26,,,,,,,,
18-Mar-11,1279.2,24.44,,,,,62.67,61.27,,,,,,,,
21-Mar-11,1298.38,20.61,,,,,62.96,63.67,,,,,,,,
22-Mar-11,1293.77,20.21,,,,,64.64,64.98,,,,,,,,
23-Mar-11,1297.54,19.17,,,,,63.06,64.51,,,,,,,,
24-Mar-11,1309.66,18,,,,,59.9,61.26,,,,,,,,
25-Mar-11,1313.8,17.91,,,,,61.47,59.69,,,,,,,,
28-Mar-11,1310.19,19.44,,,,,63.89,63.12,,,,,,,,
29-Mar-11,1319.44,18.16,,,,,59.44,59.46,,,,,,,,
30-Mar-11,1328.26,17.71,,,,,61.36,59.97,,,,,,,,
31-Mar-11,1325.83,17.74,,,,,61.77,60.87,,,,,,,,
1-Apr-11,1332.41,17.4,,,,,62.46,61.84,,,,,,,,
4-Apr-11,1332.87,17.5,,,,,61.49,61.62,,,,,,,,
5-Apr-11,1332.63,17.25,,,,,58.7,57.78,,,,,,,,
6-Apr-11,1335.54,16.9,,,,,59.85,57.9,,,,,,,,
7-Apr-11,1333.51,17.11,,,,,59.95,59.33,,,,,,,,
8-Apr-11,1328.17,17.87,,,,,61.65,60.8,,,,,,,,
11-Apr-11,1324.46,16.59,,,,,61.82,61.4,,,,,,,,
12-Apr-11,1314.16,17.09,,,,,61.59,63.29,,,,,,,,
13-Apr-11,1314.41,16.92,,,,,59.14,62.71,,,,,,,,
14-Apr-11,1314.52,16.27,,,,,59.6,61.57,,,,,,,,
15-Apr-11,1319.68,15.32,,,,,61,62.01,,,,,,,,
18-Apr-11,1305.14,16.96,,,,,60.48,61.22,,,,,,,,
19-Apr-11,1312.62,15.83,,,,,59.86,60.69,,,,,,,,
20-Apr-11,1330.36,15.07,,,,,59.17,59.15,,,,,,,,
21-Apr-11,1337.38,14.69,,,,,61.34,62.47,,,,,,,,
25-Apr-11,1335.25,15.77,,,,,59.8,61.02,,,,,,,,
