Date,Price,Open,High,Low,Vol.,Change %
2018-03-21,"1,117.00","1,117.00","1,117.00","1,117.00",-,-0.45%
2018-03-20,"1,122.00","1,122.00","1,122.00","1,122.00",-,-1.23%
2018-03-19,"1,136.00","1,136.00","1,136.00","1,136.00",-,-0.61%
2018-03-16,"1,143.00","1,143.00","1,143.00","1,143.00",-,-0.61%
2018-03-15,"1,150.00","1,150.00","1,150.00","1,150.00",-,-1.63%
2018-03-14,"1,169.00","1,169.00","1,169.00","1,169.00",-,-0.85%
2018-03-13,"1,179.00","1,179.00","1,179.00","1,179.00",-,-1.09%
2018-03-12,"1,192.00","1,192.00","1,192.00","1,192.00",-,-0.75%
2018-03-09,"1,201.00","1,201.00","1,201.00","1,201.00",-,0.33%
2018-03-08,"1,197.00","1,197.00","1,197.00","1,197.00",-,0.50%
2018-03-07,"1,191.00","1,191.00","1,191.00","1,191.00",-,-1.73%
2018-03-06,"1,212.00","1,212.00","1,212.00","1,212.00",-,0.17%
2018-03-05,"1,210.00","1,210.00","1,210.00","1,210.00",-,0.25%
2018-03-02,"1,207.00","1,207.00","1,207.00","1,207.00",-,0.92%
2018-03-01,"1,196.00","1,196.00","1,196.00","1,196.00",-,0.34%
2018-02-28,"1,192.00","1,192.00","1,192.00","1,192.00",-,0.34%
2018-02-27,"1,188.00","1,188.00","1,188.00","1,188.00",-,-0.25%
2018-02-26,"1,191.00","1,191.00","1,191.00","1,191.00",-,0.51%
2018-02-23,"1,185.00","1,185.00","1,185.00","1,185.00",-,1.54%
2018-02-22,"1,167.00","1,167.00","1,167.00","1,167.00",-,1.83%
2018-02-21,"1,146.00","1,146.00","1,146.00","1,146.00",-,2.60%
2018-02-20,"1,117.00","1,117.00","1,117.00","1,117.00",-,2.76%
2018-02-19,"1,087.00","1,087.00","1,087.00","1,087.00",-,0.28%
2018-02-16,"1,084.00","1,084.00","1,084.00","1,084.00",-,-0.46%
2018-02-15,"1,089.00","1,089.00","1,089.00","1,089.00",-,-0.55%
2018-02-14,"1,095.00","1,095.00","1,095.00","1,095.00",-,-1.71%
2018-02-13,"1,114.00","1,114.00","1,114.00","1,114.00",-,-0.80%
2018-02-12,"1,123.00","1,123.00","1,123.00","1,123.00",-,-0.18%
2018-02-09,"1,125.00","1,125.00","1,125.00","1,125.00",-,1.72%
2018-02-08,"1,106.00","1,106.00","1,106.00","1,106.00",-,0.82%
2018-02-07,"1,097.00","1,097.00","1,097.00","1,097.00",-,0.18%
2018-02-06,"1,095.00","1,095.00","1,095.00","1,095.00",-,1.20%
2018-02-05,"1,082.00","1,082.00","1,082.00","1,082.00",-,-1.19%
2018-02-02,"1,095.00","1,095.00","1,095.00","1,095.00",-,-1.71%
2018-02-01,"1,114.00","1,114.00","1,114.00","1,114.00",-,-3.30%
2018-01-31,"1,152.00","1,152.00","1,152.00","1,152.00",-,-3.27%
2018-01-30,"1,191.00","1,191.00","1,191.00","1,191.00",-,-1.89%
2018-01-29,"1,214.00","1,214.00","1,214.00","1,214.00",-,-0.41%
2018-01-26,"1,219.00","1,219.00","1,219.00","1,219.00",-,0.16%
2018-01-25,"1,217.00","1,217.00","1,217.00","1,217.00",-,1.42%
2018-01-24,"1,200.00","1,200.00","1,200.00","1,200.00",-,3.72%
2018-01-23,"1,157.00","1,157.00","1,157.00","1,157.00",-,2.48%
2018-01-22,"1,129.00","1,129.00","1,129.00","1,129.00",-,0.36%
2018-01-19,"1,125.00","1,125.00","1,125.00","1,125.00",-,-1.23%
2018-01-18,"1,139.00","1,139.00","1,139.00","1,139.00",-,-2.15%
2018-01-17,"1,164.00","1,164.00","1,164.00","1,164.00",-,-4.67%
2018-01-16,"1,221.00","1,221.00","1,221.00","1,221.00",-,-3.40%
2018-01-15,"1,264.00","1,264.00","1,264.00","1,264.00",-,-1.17%
2018-01-12,"1,279.00","1,279.00","1,279.00","1,279.00",-,-1.84%
2018-01-11,"1,303.00","1,303.00","1,303.00","1,303.00",-,-4.61%
2018-01-10,"1,366.00","1,366.00","1,366.00","1,366.00",-,-2.08%
2018-01-09,"1,395.00","1,395.00","1,395.00","1,395.00",-,0.72%
2018-01-08,"1,385.00","1,385.00","1,385.00","1,385.00",-,1.02%
2018-01-05,"1,371.00","1,371.00","1,371.00","1,371.00",-,2.24%
2018-01-04,"1,341.00","1,341.00","1,341.00","1,341.00",-,6.26%
2018-01-03,"1,262.00","1,262.00","1,262.00","1,262.00",-,2.60%
2018-01-02,"1,230.00","1,230.00","1,230.00","1,230.00",-,-9.96%
2017-12-22,"1,366.00","1,366.00","1,366.00","1,366.00",-,-4.48%
2017-12-21,"1,430.00","1,430.00","1,430.00","1,430.00",-,-3.12%
2017-12-20,"1,476.00","1,476.00","1,476.00","1,476.00",-,-4.59%
2017-12-19,"1,547.00","1,547.00","1,547.00","1,547.00",-,-2.58%
2017-12-18,"1,588.00","1,588.00","1,588.00","1,588.00",-,-1.91%
2017-12-15,"1,619.00","1,619.00","1,619.00","1,619.00",-,-2.94%
2017-12-14,"1,668.00","1,668.00","1,668.00","1,668.00",-,-3.58%
2017-12-13,"1,730.00","1,730.00","1,730.00","1,730.00",-,-0.75%
2017-12-12,"1,743.00","1,743.00","1,743.00","1,743.00",-,0.93%
2017-12-11,"1,727.00","1,727.00","1,727.00","1,727.00",-,1.47%
2017-12-08,"1,702.00","1,702.00","1,702.00","1,702.00",-,1.37%
2017-12-07,"1,679.00","1,679.00","1,679.00","1,679.00",-,0.54%
2017-12-06,"1,670.00","1,670.00","1,670.00","1,670.00",-,0.24%
2017-12-05,"1,666.00","1,666.00","1,666.00","1,666.00",-,0.24%
2017-12-04,"1,662.00","1,662.00","1,662.00","1,662.00",-,2.21%
2017-12-01,"1,626.00","1,626.00","1,626.00","1,626.00",-,3.04%
2017-11-30,"1,578.00","1,578.00","1,578.00","1,578.00",-,2.73%
2017-11-29,"1,536.00","1,536.00","1,536.00","1,536.00",-,1.99%
2017-11-28,"1,506.00","1,506.00","1,506.00","1,506.00",-,1.96%
2017-11-27,"1,477.00","1,477.00","1,477.00","1,477.00",-,1.30%
2017-11-24,"1,458.00","1,458.00","1,458.00","1,458.00",-,0.90%
2017-11-23,"1,445.00","1,445.00","1,445.00","1,445.00",-,2.26%
2017-11-22,"1,413.00","1,413.00","1,413.00","1,413.00",-,1.22%
2017-11-21,"1,396.00","1,396.00","1,396.00","1,396.00",-,0.79%
2017-11-20,"1,385.00","1,385.00","1,385.00","1,385.00",-,1.02%
2017-11-17,"1,371.00","1,371.00","1,371.00","1,371.00",-,0.73%
2017-11-16,"1,361.00","1,361.00","1,361.00","1,361.00",-,-0.95%
2017-11-15,"1,374.00","1,374.00","1,374.00","1,374.00",-,-2.21%
2017-11-14,"1,405.00","1,405.00","1,405.00","1,405.00",-,-2.77%
2017-11-13,"1,445.00","1,445.00","1,445.00","1,445.00",-,-1.30%
2017-11-10,"1,464.00","1,464.00","1,464.00","1,464.00",-,-1.15%
2017-11-09,"1,481.00","1,481.00","1,481.00","1,481.00",-,-0.34%
2017-11-08,"1,486.00","1,486.00","1,486.00","1,486.00",-,0.61%
2017-11-07,"1,477.00","1,477.00","1,477.00","1,477.00",-,0.27%
2017-11-06,"1,473.00","1,473.00","1,473.00","1,473.00",-,-0.20%
2017-11-03,"1,476.00","1,476.00","1,476.00","1,476.00",-,-0.40%
2017-11-02,"1,482.00","1,482.00","1,482.00","1,482.00",-,-0.94%
2017-11-01,"1,496.00","1,496.00","1,496.00","1,496.00",-,-1.71%
2017-10-31,"1,522.00","1,522.00","1,522.00","1,522.00",-,-0.78%
2017-10-30,"1,534.00","1,534.00","1,534.00","1,534.00",-,-0.78%
2017-10-27,"1,546.00","1,546.00","1,546.00","1,546.00",-,-0.58%
2017-10-26,"1,555.00","1,555.00","1,555.00","1,555.00",-,-1.14%
2017-10-25,"1,573.00","1,573.00","1,573.00","1,573.00",-,-0.94%
2017-10-24,"1,588.00","1,588.00","1,588.00","1,588.00",-,0.13%
2017-10-23,"1,586.00","1,586.00","1,586.00","1,586.00",-,0.51%
2017-10-20,"1,578.00","1,578.00","1,578.00","1,578.00",-,-0.25%
2017-10-19,"1,582.00","1,582.00","1,582.00","1,582.00",-,1.02%
2017-10-18,"1,566.00","1,566.00","1,566.00","1,566.00",-,0.90%
2017-10-17,"1,552.00","1,552.00","1,552.00","1,552.00",-,1.90%
2017-10-16,"1,523.00","1,523.00","1,523.00","1,523.00",-,2.56%
2017-10-13,"1,485.00","1,485.00","1,485.00","1,485.00",-,1.85%
2017-10-12,"1,458.00","1,458.00","1,458.00","1,458.00",-,1.74%
2017-10-11,"1,433.00","1,433.00","1,433.00","1,433.00",-,1.06%
2017-10-10,"1,418.00","1,418.00","1,418.00","1,418.00",-,0.50%
2017-10-09,"1,411.00","1,411.00","1,411.00","1,411.00",-,0.43%
2017-10-06,"1,405.00","1,405.00","1,405.00","1,405.00",-,1.66%
2017-10-05,"1,382.00","1,382.00","1,382.00","1,382.00",-,4.70%
2017-10-04,"1,320.00","1,320.00","1,320.00","1,320.00",-,0.92%
2017-10-03,"1,308.00","1,308.00","1,308.00","1,308.00",-,-1.51%
2017-10-02,"1,328.00","1,328.00","1,328.00","1,328.00",-,-2.06%
2017-09-29,"1,356.00","1,356.00","1,356.00","1,356.00",-,-2.52%
2017-09-28,"1,391.00","1,391.00","1,391.00","1,391.00",-,-2.66%
2017-09-27,"1,429.00","1,429.00","1,429.00","1,429.00",-,-3.18%
2017-09-26,"1,476.00","1,476.00","1,476.00","1,476.00",-,-1.80%
2017-09-25,"1,503.00","1,503.00","1,503.00","1,503.00",-,0.07%
2017-09-22,"1,502.00","1,502.00","1,502.00","1,502.00",-,2.18%
2017-09-21,"1,470.00","1,470.00","1,470.00","1,470.00",-,1.45%
2017-09-20,"1,449.00","1,449.00","1,449.00","1,449.00",-,2.40%
2017-09-19,"1,415.00","1,415.00","1,415.00","1,415.00",-,1.22%
2017-09-18,"1,398.00","1,398.00","1,398.00","1,398.00",-,0.94%
2017-09-15,"1,385.00","1,385.00","1,385.00","1,385.00",-,1.76%
2017-09-14,"1,361.00","1,361.00","1,361.00","1,361.00",-,1.80%
2017-09-13,"1,337.00","1,337.00","1,337.00","1,337.00",-,-0.52%
2017-09-12,"1,344.00","1,344.00","1,344.00","1,344.00",-,-0.81%
2017-09-11,"1,355.00","1,355.00","1,355.00","1,355.00",-,1.73%
2017-09-08,"1,332.00","1,332.00","1,332.00","1,332.00",-,2.78%
2017-09-07,"1,296.00","1,296.00","1,296.00","1,296.00",-,3.68%
2017-09-06,"1,250.00","1,250.00","1,250.00","1,250.00",-,2.88%
2017-09-05,"1,215.00","1,215.00","1,215.00","1,215.00",-,2.36%
2017-09-04,"1,187.00","1,187.00","1,187.00","1,187.00",-,0.34%
2017-09-01,"1,183.00","1,183.00","1,183.00","1,183.00",-,-0.08%
2017-08-31,"1,184.00","1,184.00","1,184.00","1,184.00",-,0.25%
2017-08-30,"1,181.00","1,181.00","1,181.00","1,181.00",-,-1.83%
2017-08-29,"1,203.00","1,203.00","1,203.00","1,203.00",-,-0.50%
2017-08-25,"1,209.00","1,209.00","1,209.00","1,209.00",-,0.75%
2017-08-24,"1,200.00","1,200.00","1,200.00","1,200.00",-,-1.80%
2017-08-23,"1,222.00","1,222.00","1,222.00","1,222.00",-,-2.16%
2017-08-22,"1,249.00","1,249.00","1,249.00","1,249.00",-,-1.34%
2017-08-21,"1,266.00","1,266.00","1,266.00","1,266.00",-,0.48%
2017-08-18,"1,260.00","1,260.00","1,260.00","1,260.00",-,1.04%
2017-08-17,"1,247.00","1,247.00","1,247.00","1,247.00",-,3.31%
2017-08-16,"1,207.00","1,207.00","1,207.00","1,207.00",-,3.25%
2017-08-15,"1,169.00","1,169.00","1,169.00","1,169.00",-,1.21%
2017-08-14,"1,155.00","1,155.00","1,155.00","1,155.00",-,1.49%
2017-08-11,"1,138.00","1,138.00","1,138.00","1,138.00",-,4.21%
2017-08-10,"1,092.00","1,092.00","1,092.00","1,092.00",-,4.00%
2017-08-09,"1,050.00","1,050.00","1,050.00","1,050.00",-,1.16%
2017-08-08,"1,038.00","1,038.00","1,038.00","1,038.00",-,0.19%
2017-08-07,"1,036.00","1,036.00","1,036.00","1,036.00",-,0.39%
2017-08-04,"1,032.00","1,032.00","1,032.00","1,032.00",-,0.88%
2017-08-03,"1,023.00","1,023.00","1,023.00","1,023.00",-,3.02%
2017-08-02,993,993,993,993,-,2.90%
2017-08-01,965,965,965,965,-,2.01%
2017-07-31,946,946,946,946,-,1.39%
2017-07-28,933,933,933,933,-,-0.96%
2017-07-27,942,942,942,942,-,-2.69%
2017-07-26,968,968,968,968,-,-1.22%
2017-07-25,980,980,980,980,-,0.31%
2017-07-24,977,977,977,977,-,0.00%
2017-07-21,977,977,977,977,-,1.35%
2017-07-20,964,964,964,964,-,1.69%
2017-07-19,948,948,948,948,-,1.72%
2017-07-18,932,932,932,932,-,2.19%
2017-07-17,912,912,912,912,-,1.33%
2017-07-14,900,900,900,900,-,1.35%
2017-07-13,888,888,888,888,-,3.38%
2017-07-12,859,859,859,859,-,3.49%
2017-07-11,830,830,830,830,-,1.22%
2017-07-10,820,820,820,820,-,-0.24%
2017-07-07,822,822,822,822,-,-0.84%
2017-07-06,829,829,829,829,-,-2.13%
2017-07-05,847,847,847,847,-,-2.76%
2017-07-04,871,871,871,871,-,-1.25%
2017-07-03,882,882,882,882,-,-2.11%
2017-06-30,901,901,901,901,-,-2.07%
2017-06-29,920,920,920,920,-,-0.97%
2017-06-28,929,929,929,929,-,2.88%
2017-06-27,903,903,903,903,-,2.15%
2017-06-26,884,884,884,884,-,1.61%
2017-06-23,870,870,870,870,-,1.75%
2017-06-22,855,855,855,855,-,1.30%
2017-06-21,844,844,844,844,-,-0.35%
2017-06-20,847,847,847,847,-,-0.12%
2017-06-19,848,848,848,848,-,-0.35%
2017-06-16,851,851,851,851,-,-0.47%
2017-06-15,855,855,855,855,-,-1.16%
2017-06-14,865,865,865,865,-,-0.57%
2017-06-13,870,870,870,870,-,0.00%
2017-06-12,870,870,870,870,-,2.47%
2017-06-09,849,849,849,849,-,3.03%
2017-06-08,824,824,824,824,-,0.37%
2017-06-07,821,821,821,821,-,0.37%
2017-06-06,818,818,818,818,-,-0.37%
2017-06-05,821,821,821,821,-,-1.08%
2017-06-02,830,830,830,830,-,-2.35%
2017-06-01,850,850,850,850,-,-3.19%
2017-05-31,878,878,878,878,-,-2.44%
2017-05-30,900,900,900,900,-,-1.32%
2017-05-26,912,912,912,912,-,-0.65%
2017-05-25,918,918,918,918,-,-1.71%
2017-05-24,934,934,934,934,-,-1.58%
2017-05-23,949,949,949,949,-,-0.52%
2017-05-22,954,954,954,954,-,-0.21%
2017-05-19,956,956,956,956,-,-0.10%
2017-05-18,957,957,957,957,-,-0.31%
2017-05-17,960,960,960,960,-,-2.04%
2017-05-16,980,980,980,980,-,-1.41%
2017-05-15,994,994,994,994,-,-1.97%
2017-05-12,"1,014.00","1,014.00","1,014.00","1,014.00",-,0.20%
2017-05-11,"1,012.00","1,012.00","1,012.00","1,012.00",-,0.70%
2017-05-10,"1,005.00","1,005.00","1,005.00","1,005.00",-,-0.20%
2017-05-09,"1,007.00","1,007.00","1,007.00","1,007.00",-,0.60%
2017-05-08,"1,001.00","1,001.00","1,001.00","1,001.00",-,0.70%
2017-05-05,994,994,994,994,-,-1.00%
2017-05-04,"1,004.00","1,004.00","1,004.00","1,004.00",-,-2.90%
2017-05-03,"1,034.00","1,034.00","1,034.00","1,034.00",-,-3.63%
2017-05-02,"1,073.00","1,073.00","1,073.00","1,073.00",-,-3.25%
2017-04-28,"1,109.00","1,109.00","1,109.00","1,109.00",-,-2.20%
2017-04-27,"1,134.00","1,134.00","1,134.00","1,134.00",-,-1.13%
2017-04-26,"1,147.00","1,147.00","1,147.00","1,147.00",-,-0.61%
2017-04-25,"1,154.00","1,154.00","1,154.00","1,154.00",-,-1.37%
2017-04-24,"1,170.00","1,170.00","1,170.00","1,170.00",-,-2.09%
2017-04-21,"1,195.00","1,195.00","1,195.00","1,195.00",-,-3.86%
2017-04-20,"1,243.00","1,243.00","1,243.00","1,243.00",-,-2.74%
2017-04-19,"1,278.00","1,278.00","1,278.00","1,278.00",-,-1.24%
2017-04-18,"1,294.00","1,294.00","1,294.00","1,294.00",-,-0.15%
2017-04-13,"1,296.00","1,296.00","1,296.00","1,296.00",-,1.09%
2017-04-12,"1,282.00","1,282.00","1,282.00","1,282.00",-,1.58%
2017-04-11,"1,262.00","1,262.00","1,262.00","1,262.00",-,2.52%
2017-04-10,"1,231.00","1,231.00","1,231.00","1,231.00",-,0.65%
2017-04-07,"1,223.00","1,223.00","1,223.00","1,223.00",-,0.66%
2017-04-06,"1,215.00","1,215.00","1,215.00","1,215.00",-,-0.65%
2017-04-05,"1,223.00","1,223.00","1,223.00","1,223.00",-,-2.55%
2017-04-04,"1,255.00","1,255.00","1,255.00","1,255.00",-,-2.11%
2017-04-03,"1,282.00","1,282.00","1,282.00","1,282.00",-,-1.16%
2017-03-31,"1,297.00","1,297.00","1,297.00","1,297.00",-,-2.04%
2017-03-30,"1,324.00","1,324.00","1,324.00","1,324.00",-,-1.05%
2017-03-29,"1,338.00","1,338.00","1,338.00","1,338.00",-,0.38%
2017-03-28,"1,333.00","1,333.00","1,333.00","1,333.00",-,3.98%
2017-03-27,"1,282.00","1,282.00","1,282.00","1,282.00",-,3.39%
2017-03-24,"1,240.00","1,240.00","1,240.00","1,240.00",-,3.68%
2017-03-23,"1,196.00","1,196.00","1,196.00","1,196.00",-,0.50%
2017-03-22,"1,190.00","1,190.00","1,190.00","1,190.00",-,-0.83%
2017-03-21,"1,200.00","1,200.00","1,200.00","1,200.00",-,-0.41%
2017-03-20,"1,205.00","1,205.00","1,205.00","1,205.00",-,0.75%
2017-03-17,"1,196.00","1,196.00","1,196.00","1,196.00",-,2.05%
2017-03-16,"1,172.00","1,172.00","1,172.00","1,172.00",-,2.18%
2017-03-15,"1,147.00","1,147.00","1,147.00","1,147.00",-,3.15%
2017-03-14,"1,112.00","1,112.00","1,112.00","1,112.00",-,1.18%
2017-03-13,"1,099.00","1,099.00","1,099.00","1,099.00",-,1.20%
2017-03-10,"1,086.00","1,086.00","1,086.00","1,086.00",-,2.07%
2017-03-09,"1,064.00","1,064.00","1,064.00","1,064.00",-,1.82%
2017-03-08,"1,045.00","1,045.00","1,045.00","1,045.00",-,1.16%
2017-03-07,"1,033.00","1,033.00","1,033.00","1,033.00",-,5.52%
2017-03-06,979,979,979,979,-,4.26%
2017-03-03,939,939,939,939,-,3.87%
2017-03-02,904,904,904,904,-,3.79%
2017-03-01,871,871,871,871,-,1.40%
2017-02-28,859,859,859,859,-,-2.16%
2017-02-27,878,878,878,878,-,0.34%
2017-02-24,875,875,875,875,-,2.22%
2017-02-23,856,856,856,856,-,6.20%
2017-02-22,806,806,806,806,-,3.60%
2017-02-21,778,778,778,778,-,2.77%
2017-02-20,757,757,757,757,-,2.16%
2017-02-17,741,741,741,741,-,4.37%
2017-02-16,710,710,710,710,-,3.20%
2017-02-15,688,688,688,688,-,0.44%
2017-02-14,685,685,685,685,-,-0.44%
2017-02-13,688,688,688,688,-,-1.99%
2017-02-10,702,702,702,702,-,-0.71%
2017-02-09,707,707,707,707,-,0.71%
2017-02-08,702,702,702,702,-,-1.68%
2017-02-07,714,714,714,714,-,-2.86%
2017-02-06,735,735,735,735,-,-2.26%
2017-02-03,752,752,752,752,-,-2.34%
2017-02-02,770,770,770,770,-,-2.04%
2017-02-01,786,786,786,786,-,-1.75%
2017-01-31,800,800,800,800,-,-1.96%
2017-01-30,816,816,816,816,-,-1.33%
2017-01-27,827,827,827,827,-,-1.55%
2017-01-26,840,840,840,840,-,-2.55%
2017-01-25,862,862,862,862,-,-2.71%
2017-01-24,886,886,886,886,-,-3.06%
2017-01-23,914,914,914,914,-,-1.19%
2017-01-20,925,925,925,925,-,-1.80%
2017-01-19,942,942,942,942,-,-1.05%
2017-01-18,952,952,952,952,-,3.25%
2017-01-17,922,922,922,922,-,-0.32%
2017-01-16,925,925,925,925,-,1.65%
2017-01-13,910,910,910,910,-,2.02%
2017-01-12,892,892,892,892,-,-0.22%
2017-01-11,894,894,894,894,-,-3.46%
2017-01-10,926,926,926,926,-,-2.42%
2017-01-09,949,949,949,949,-,-1.45%
2017-01-06,963,963,963,963,-,-2.03%
2017-01-05,983,983,983,983,-,1.44%
2017-01-04,969,969,969,969,-,1.68%
2017-01-03,953,953,953,953,-,-0.83%
2016-12-23,961,961,961,961,-,3.56%
2016-12-22,928,928,928,928,-,0.22%
2016-12-21,926,926,926,926,-,1.31%
2016-12-20,914,914,914,914,-,-1.40%
2016-12-19,927,927,927,927,-,-2.01%
2016-12-16,946,946,946,946,-,-2.07%
2016-12-15,966,966,966,966,-,-3.69%
2016-12-14,"1,003.00","1,003.00","1,003.00","1,003.00",-,-4.66%
2016-12-13,"1,052.00","1,052.00","1,052.00","1,052.00",-,-1.59%
2016-12-12,"1,069.00","1,069.00","1,069.00","1,069.00",-,-1.93%
2016-12-09,"1,090.00","1,090.00","1,090.00","1,090.00",-,-2.85%
2016-12-08,"1,122.00","1,122.00","1,122.00","1,122.00",-,-3.44%
2016-12-07,"1,162.00","1,162.00","1,162.00","1,162.00",-,-2.02%
2016-12-06,"1,186.00","1,186.00","1,186.00","1,186.00",-,-0.84%
2016-12-05,"1,196.00","1,196.00","1,196.00","1,196.00",-,-0.17%
2016-12-02,"1,198.00","1,198.00","1,198.00","1,198.00",-,0.17%
2016-12-01,"1,196.00","1,196.00","1,196.00","1,196.00",-,-0.66%
2016-11-30,"1,204.00","1,204.00","1,204.00","1,204.00",-,0.17%
2016-11-29,"1,202.00","1,202.00","1,202.00","1,202.00",-,1.52%
2016-11-28,"1,184.00","1,184.00","1,184.00","1,184.00",-,0.25%
2016-11-25,"1,181.00","1,181.00","1,181.00","1,181.00",-,-1.67%
2016-11-24,"1,201.00","1,201.00","1,201.00","1,201.00",-,-1.88%
2016-11-23,"1,224.00","1,224.00","1,224.00","1,224.00",-,-0.65%
2016-11-22,"1,232.00","1,232.00","1,232.00","1,232.00",-,-0.65%
2016-11-21,"1,240.00","1,240.00","1,240.00","1,240.00",-,-1.35%
2016-11-18,"1,257.00","1,257.00","1,257.00","1,257.00",-,2.11%
2016-11-17,"1,231.00","1,231.00","1,231.00","1,231.00",-,7.51%
2016-11-16,"1,145.00","1,145.00","1,145.00","1,145.00",-,5.63%
2016-11-15,"1,084.00","1,084.00","1,084.00","1,084.00",-,1.78%
2016-11-14,"1,065.00","1,065.00","1,065.00","1,065.00",-,1.91%
2016-11-11,"1,045.00","1,045.00","1,045.00","1,045.00",-,7.29%
2016-11-10,974,974,974,974,-,2.10%
2016-11-09,954,954,954,954,-,4.72%
2016-11-08,911,911,911,911,-,4.71%
2016-11-07,870,870,870,870,-,1.75%
2016-11-04,855,855,855,855,-,0.71%
2016-11-03,849,849,849,849,-,1.80%
2016-11-02,834,834,834,834,-,-0.48%
2016-11-01,838,838,838,838,-,-2.22%
2016-10-31,857,857,857,857,-,2.76%
2016-10-28,834,834,834,834,-,4.51%
2016-10-27,798,798,798,798,-,-0.50%
2016-10-26,802,802,802,802,-,-1.35%
2016-10-25,813,813,813,813,-,-2.17%
2016-10-24,831,831,831,831,-,-1.31%
2016-10-21,842,842,842,842,-,-0.82%
2016-10-20,849,849,849,849,-,-2.64%
2016-10-19,872,872,872,872,-,-2.02%
2016-10-18,890,890,890,890,-,-0.45%
2016-10-17,894,894,894,894,-,0.22%
2016-10-14,892,892,892,892,-,0.79%
2016-10-13,885,885,885,885,-,-2.32%
2016-10-12,906,906,906,906,-,-1.74%
2016-10-11,922,922,922,922,-,0.00%
2016-10-10,922,922,922,922,-,0.11%
2016-10-07,921,921,921,921,-,0.66%
2016-10-06,915,915,915,915,-,5.29%
2016-10-05,869,869,869,869,-,1.05%
2016-10-04,860,860,860,860,-,-0.46%
2016-10-03,864,864,864,864,-,-1.26%
2016-09-30,875,875,875,875,-,-1.46%
2016-09-29,888,888,888,888,-,-2.63%
2016-09-28,912,912,912,912,-,-1.94%
2016-09-27,930,930,930,930,-,-0.43%
2016-09-26,934,934,934,934,-,-0.74%
2016-09-23,941,941,941,941,-,0.43%
2016-09-22,937,937,937,937,-,3.77%
2016-09-21,903,903,903,903,-,4.39%
2016-09-20,865,865,865,865,-,3.47%
2016-09-19,836,836,836,836,-,4.50%
2016-09-16,800,800,800,800,-,4.71%
2016-09-15,764,764,764,764,-,1.06%
2016-09-14,756,756,756,756,-,-5.03%
2016-09-13,796,796,796,796,-,-1.00%
2016-09-12,804,804,804,804,-,0.00%
2016-09-09,804,804,804,804,-,1.52%
2016-09-08,792,792,792,792,-,2.46%
2016-09-07,773,773,773,773,-,3.76%
2016-09-06,745,745,745,745,-,2.90%
2016-09-05,724,724,724,724,-,0.56%
2016-09-02,720,720,720,720,-,1.12%
2016-09-01,712,712,712,712,-,0.14%
2016-08-31,711,711,711,711,-,-0.56%
2016-08-30,715,715,715,715,-,-0.69%
2016-08-26,720,720,720,720,-,0.28%
2016-08-25,718,718,718,718,-,1.70%
2016-08-24,706,706,706,706,-,2.02%
2016-08-23,692,692,692,692,-,0.73%
2016-08-22,687,687,687,687,-,0.59%
2016-08-19,683,683,683,683,-,0.15%
2016-08-18,682,682,682,682,-,-0.44%
2016-08-17,685,685,685,685,-,-0.29%
2016-08-16,687,687,687,687,-,0.88%
2016-08-15,681,681,681,681,-,1.49%
2016-08-12,671,671,671,671,-,2.76%
2016-08-11,653,653,653,653,-,2.35%
2016-08-10,638,638,638,638,-,1.11%
2016-08-09,631,631,631,631,-,-0.79%
2016-08-08,636,636,636,636,-,0.00%
2016-08-05,636,636,636,636,-,0.00%
2016-08-04,636,636,636,636,-,-0.78%
2016-08-03,641,641,641,641,-,-0.62%
2016-08-02,645,645,645,645,-,-0.77%
2016-08-01,650,650,650,650,-,-0.91%
2016-07-29,656,656,656,656,-,-1.35%
2016-07-28,665,665,665,665,-,-2.06%
2016-07-27,679,679,679,679,-,-2.44%
2016-07-26,696,696,696,696,-,-1.83%
2016-07-25,709,709,709,709,-,-1.25%
2016-07-22,718,718,718,718,-,-1.10%
2016-07-21,726,726,726,726,-,-1.36%
2016-07-20,736,736,736,736,-,-1.34%
2016-07-19,746,746,746,746,-,-0.27%
2016-07-18,748,748,748,748,-,0.40%
2016-07-15,745,745,745,745,-,0.95%
2016-07-14,738,738,738,738,-,1.65%
2016-07-13,726,726,726,726,-,2.11%
2016-07-12,711,711,711,711,-,0.99%
2016-07-11,704,704,704,704,-,0.14%
2016-07-08,703,703,703,703,-,0.57%
2016-07-07,699,699,699,699,-,0.72%
2016-07-06,694,694,694,694,-,0.29%
2016-07-05,692,692,692,692,-,0.58%
2016-07-04,688,688,688,688,-,1.62%
2016-07-01,677,677,677,677,-,2.58%
2016-06-30,660,660,660,660,-,3.13%
2016-06-29,640,640,640,640,-,2.07%
2016-06-28,627,627,627,627,-,1.79%
2016-06-27,616,616,616,616,-,1.15%
2016-06-24,609,609,609,609,-,2.18%
2016-06-23,596,596,596,596,-,1.88%
2016-06-22,585,585,585,585,-,0.86%
2016-06-21,580,580,580,580,-,-0.34%
2016-06-20,582,582,582,582,-,-0.85%
2016-06-17,587,587,587,587,-,-1.84%
2016-06-16,598,598,598,598,-,-0.99%
2016-06-15,604,604,604,604,-,-0.66%
2016-06-14,608,608,608,608,-,-0.16%
2016-06-13,609,609,609,609,-,-0.16%
2016-06-10,610,610,610,610,-,-0.16%
2016-06-09,611,611,611,611,-,0.16%
2016-06-08,610,610,610,610,-,0.66%
2016-06-07,606,606,606,606,-,-0.16%
2016-06-06,607,607,607,607,-,-0.49%
